identifier,line_no,utility,community,amount,purchased_from,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,fuel_used_gallons,non_fuel_expenses,fuel_cost,total_kwh_purchased,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,diesel_kwh_generated,hydro_kwh_generated,other_1_kwh_type,other_1_kwh_generated,other_2_kwh_type,other_2_kwh_generated,umr_month,fiscal_year,calendar_year
A3312501026225003,0,ALASKA VILLAGE ELECTRIC COOP,Ambler,18487.87,NA,0,0,39834,11701,16041,38299,0,0,0,0,0,0,79,15,11,9,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3312601026225003,0,ALASKA VILLAGE ELECTRIC COOP,Anvik,6791.25,NA,0,0,10072,6026,3859,12766,0,0,0,0,0,0,37,9,9,11,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3312701026225003,0,ALASKA VILLAGE ELECTRIC COOP,Brevig Mission,19934.81,NA,0,0,48790,31486,529,38185,0,0,0,0,0,0,88,18,2,22,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3312801026225003,0,ALASKA VILLAGE ELECTRIC COOP,Chevak,37175.76,NA,0,0,92766,31015,32677,28465,0,0,0,0,0,0,201,23,9,19,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3312901026225003,0,ALASKA VILLAGE ELECTRIC COOP,Eek,17930.94,NA,0,0,47217,31471,4063,21544,0,0,0,0,0,0,110,24,4,7,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3313001026225003,0,ALASKA VILLAGE ELECTRIC COOP,Elim,19420.82,NA,0,0,44239,18183,10854,27493,0,0,0,0,0,0,88,17,10,19,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3313101026225003,0,ALASKA VILLAGE ELECTRIC COOP,Emmonak,43003.1,NA,0,0,95739,86043,53836,71388,0,0,0,0,0,0,211,37,20,25,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3313201026225003,0,ALASKA VILLAGE ELECTRIC COOP,Gambell,44011.77,NA,0,0,93554,43828,27301,38435,0,0,0,0,0,0,173,13,13,20,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3313301026225003,0,ALASKA VILLAGE ELECTRIC COOP,Goodnews Bay,14614,NA,0,0,36373,12264,4792,13011,0,0,0,0,0,0,77,10,5,6,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3313401026225003,0,ALASKA VILLAGE ELECTRIC COOP,Grayling,16444.05,NA,0,0,26735,9467,12812,6403,0,0,0,0,0,0,69,16,9,5,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3313501026225003,0,ALASKA VILLAGE ELECTRIC COOP,Holy Cross,14957.5,NA,0,0,28443,9375,8196,7902,0,0,0,0,0,0,69,15,11,9,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3313601026225003,0,ALASKA VILLAGE ELECTRIC COOP,Hooper Bay,56852.17,NA,0,0,121267,44051,61239,77908,0,0,0,0,0,0,260,22,11,31,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3313701026225003,0,ALASKA VILLAGE ELECTRIC COOP,Huslia,25323.98,NA,0,0,53242,9291,13715,25983,0,0,0,0,0,0,116,15,13,10,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3313801026225003,0,ALASKA VILLAGE ELECTRIC COOP,Kaltag,11843.92,NA,0,0,20764,3460,8191,15297,0,0,0,0,0,0,72,5,14,11,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3313901026225003,0,ALASKA VILLAGE ELECTRIC COOP,Kasigluk,26887.72,NA,0,0,60952,8052,22194,19664,0,0,0,0,0,0,112,11,11,11,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3314001026225003,0,ALASKA VILLAGE ELECTRIC COOP,Kiana,22160.91,NA,0,0,70016,27843,29416,37834,0,0,0,0,0,0,117,17,13,6,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3314101026225003,0,ALASKA VILLAGE ELECTRIC COOP,Kivalina,17963.22,NA,0,0,52377,24632,8036,42854,0,0,0,0,0,0,88,17,6,20,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3314201026225003,0,ALASKA VILLAGE ELECTRIC COOP,Koyuk,9124.22,NA,0,0,44812,26304,4803,28227,0,0,0,0,0,0,87,18,7,19,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3314301026225003,0,ALASKA VILLAGE ELECTRIC COOP,Lower Kalskag,8768.04,NA,0,0,32955,4573,6767,6265,0,0,0,0,0,0,84,4,6,5,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3314401026225003,0,ALASKA VILLAGE ELECTRIC COOP,Marshall,11025.57,NA,0,0,50274,22455,16546,42121,0,0,0,0,0,0,108,15,16,9,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3314501026225003,0,ALASKA VILLAGE ELECTRIC COOP,Mekoryuk,11225.22,NA,0,0,25632,11290,11539,21345,0,0,0,0,0,0,90,18,9,6,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3314601026225003,0,ALASKA VILLAGE ELECTRIC COOP,Minto,15996.55,NA,0,0,35341,15622,15917,18512,0,0,0,0,0,0,79,15,7,5,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3314701026225003,0,ALASKA VILLAGE ELECTRIC COOP,Mt. Village,28110.92,NA,0,0,65059,39373,23998,59986,0,0,0,0,0,0,164,29,13,21,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3314801026225003,0,ALASKA VILLAGE ELECTRIC COOP,New Stuyahok,17665.57,NA,0,0,48415,23202,7690,41846,0,0,0,0,0,0,103,16,9,22,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3314901026225003,0,ALASKA VILLAGE ELECTRIC COOP,Nightmute,9253.19,NA,0,0,39098,18579,15085,45673,0,0,0,0,0,0,56,11,5,8,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3315001026225003,0,ALASKA VILLAGE ELECTRIC COOP,Noatak,21068.72,NA,0,0,64288,20731,22300,60113,0,0,0,0,0,0,111,11,11,16,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3315101026225003,0,ALASKA VILLAGE ELECTRIC COOP,Noorvik,44243.71,NA,0,0,81765,21348,34533,44492,0,0,0,0,0,0,135,13,9,21,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3315201026225003,0,ALASKA VILLAGE ELECTRIC COOP,Nulato,18173.62,NA,0,0,40220,9258,18714,27160,0,0,0,0,0,0,115,14,13,8,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3315301026225003,0,ALASKA VILLAGE ELECTRIC COOP,Nunapitchuk,21856.58,NA,0,0,59826,11994,14341,30367,0,0,0,0,0,0,125,12,10,12,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3315401026225003,0,ALASKA VILLAGE ELECTRIC COOP,Old Harbor,12285.71,NA,0,0,29732,8885,14800,13251,0,0,0,0,0,0,90,24,10,5,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3315501026225003,0,ALASKA VILLAGE ELECTRIC COOP,Pilot Station,20835.78,NA,0,0,59806,20426,18092,62715,0,0,0,0,0,0,133,12,8,12,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3315601026225003,0,ALASKA VILLAGE ELECTRIC COOP,Pitkas Point,6285.21,NA,0,0,11734,3350,11602,0,0,0,0,0,0,0,30,5,6,0,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3315701026225003,0,ALASKA VILLAGE ELECTRIC COOP,Quinhagak,30185.54,NA,0,0,91397,37568,25305,39540,0,0,0,0,0,0,184,19,14,11,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3315801026225003,0,ALASKA VILLAGE ELECTRIC COOP,Russian Mission,14673.6,NA,0,0,32062,8033,5676,35278,0,0,0,0,0,0,77,9,6,8,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3315901026225003,0,ALASKA VILLAGE ELECTRIC COOP,Savoonga,36831.18,NA,0,0,88528,44162,21929,57959,0,0,0,0,0,0,159,29,7,29,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316001026225003,0,ALASKA VILLAGE ELECTRIC COOP,Scammon Bay,23173.21,NA,0,0,64903,19092,14697,54536,0,0,0,0,0,0,135,15,8,25,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316101026225003,0,ALASKA VILLAGE ELECTRIC COOP,Selawik,44155.41,NA,0,0,95019,26995,36101,55239,0,0,0,0,0,0,166,17,13,20,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316201026225003,0,ALASKA VILLAGE ELECTRIC COOP,Shageluk,7958.11,NA,0,0,15186,10919,6678,7250,0,0,0,0,0,0,37,8,8,5,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316301026225003,0,ALASKA VILLAGE ELECTRIC COOP,Shaktoolik,12662.89,NA,0,0,38347,30237,899,19701,0,0,0,0,0,0,67,17,2,18,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316401026225003,0,ALASKA VILLAGE ELECTRIC COOP,Shishmaref,35012.07,NA,0,0,60916,33969,7743,38632,0,0,0,0,0,0,151,21,8,24,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316501026225003,0,ALASKA VILLAGE ELECTRIC COOP,Shungnak,10838.41,NA,0,0,31397,12711,6196,18659,0,0,0,0,0,0,59,14,9,7,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316601026225003,0,ALASKA VILLAGE ELECTRIC COOP,St. Mary's,25943.47,NA,0,0,67690,51777,34010,72218,0,0,0,0,0,0,177,34,17,21,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316701026225003,0,ALASKA VILLAGE ELECTRIC COOP,St. Michael,21552.51,NA,0,0,51002,36016,31709,43050,0,0,0,0,0,0,94,19,10,19,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316801026225003,0,ALASKA VILLAGE ELECTRIC COOP,Stebbins,20268.99,NA,0,0,67322,31923,8213,29202,0,0,0,0,0,0,147,26,7,19,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316851026225003,0,ALASKA VILLAGE ELECTRIC COOP,Teller,9723.09,NA,0,0,28043,16886,4038,24231,0,0,0,0,0,0,69,20,6,18,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3316901026225003,0,ALASKA VILLAGE ELECTRIC COOP,Togiak,29938.2,NA,0,0,89372,49928,19949,49083,0,0,0,0,0,0,207,40,16,34,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3317001026225003,0,ALASKA VILLAGE ELECTRIC COOP,Toksook Bay,33554.62,NA,0,0,74659,22556,27687,26376,0,0,0,0,0,0,148,15,13,10,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3317101026225003,0,ALASKA VILLAGE ELECTRIC COOP,Tununak,14911.93,NA,0,0,40880,18663,2117,30403,0,0,0,0,0,0,91,12,7,14,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3317201026225003,0,ALASKA VILLAGE ELECTRIC COOP,Upper Kalskag,9759.63,NA,0,0,25315,13307,4225,25509,0,0,0,0,0,0,59,10,11,13,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3317301026225003,0,ALASKA VILLAGE ELECTRIC COOP,Wales,8546.87,NA,0,0,17145,26714,2623,22597,0,0,0,0,0,0,33,18,4,14,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3318601026225003,0,CITY OF CHIGNIK,Chignik,3302.23,NA,1793,166,9000,34306,11845,1239,0,4.4978,4494,7605.83,20213.11,0,40,32,14,1,0,0,NA,60274,0,WIND,0,NA,0,April,2026,2026
A3318001026225003,0,ALASKA VILLAGE ELECTRIC COOP,Bethel; Oscarville,478520.26,NA,0,0,1013569,1694671,295269,594983,0,0,0,0,0,0,2196,450,67,103,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3319501026225003,0,ALASKA VILLAGE ELECTRIC COOP,Ekwok,9557.98,NA,0,0,22491,12224,4811,9865,0,0,0,0,0,0,46,19,9,3,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3320901026225003,0,ALASKA VILLAGE ELECTRIC COOP,Kobuk,4146.83,NA,0,0,16880,11591,8278,12096,0,0,0,0,0,0,36,10,3,5,0,0,NA,0,0,NA,0,NA,0,April,2026,2026
A3321101026225003,0,NEW KOLIGANEK VILLAGE COUNCIL,Koliganek,8197.04,NA,1388,98,21769,4341,8670,18491,0,5.9631,5026,4000,29970.54,0,73,6,12,9,0,0,NA,59474,0,WIND,0,NA,0,April,2026,2026
A3321101126225003,0,NEW KOLIGANEK VILLAGE COUNCIL,Koliganek,7407.37,0,1430,76,21614,3836,6683,19253,0,5.9631,4856,4000,28956.81,0,73,6,12,9,0,0,NA,57141,0,WIND,0,NA,0,May,2026,2026
A3320101126225003,0,ALASKA POWER & TELEPHONE,Gustavus,37690.33,0,7006,668,133268,43284,4493,122707,0,4.5999,13,0,59.8,330489,508,103,7,21,0,0,NA,376,0,WIND,0,NA,0,May,2026,2026
A3318501126225003,0,NATIVE VILLAGE OF CHENEGA,Chenega Bay,6290.98,0,1717,115,4788,6300,6330,498,0,5.8518,2666,1182.23,15600.9,0,21,20,9,3,0,0,NA,26381,0,WIND,0,NA,0,May,2026,2026
A3319301126225003,0,DIOMEDE JOINT UTLITIES,Diomede,2777.94,0,4278,98,8483,16702,753,53,1831,3.63,3095,30264.28,11234.85,0,35,12,2,1,2,0,NA,34102,0,WIND,0,NA,0,May,2026,2026
A3319701126225003,0,CITY OF FALSE PASS,False Pass,9211.78,0,2687,102,9390,14867,15323,2378,3794,3.5917,2175,8245.58,7811.95,0,31,14,14,3,1,0,NA,53981,0,WIND,0,NA,0,May,2026,2026
A3319801126225003,0,G & K INC.,Cold Bay,7362.8,0,15500,340,15059,78214,6965,59333,0,7.19,15720,86062.19,113026.8,0,39,23,4,50,0,0,NA,186000,0,WIND,0,NA,0,May,2026,2026
A3319901126225003,0,CITY OF GALENA,Galena,27818.02,0,18757,758,57168,243579,50932,57746,0,3.8428,31406,91228.93,120686.98,0,202,127,14,39,0,0,NA,437190,0,WIND,0,Other,0,May,2026,2026
A3319101126225003,0,CLARKS POINT VILLAGE COUNCIL,Clark's Point,7694.64,0,0,0,10471,5772,2498,1725,22,4.1788,0,3000,0,0,23,25,5,4,2,0,NA,0,0,WIND,0,NA,0,May,2026,2026
A3318601126225003,0,CITY OF CHIGNIK,Chignik,2627.27,NA,1475,171,5481,19227,8705,582,0,3.6639,2546,7605.83,9328.29,0,40,32,14,1,0,0,NA,34404,0,WIND,0,NA,0,May,2026,2026
A3310051126225003,0,TDX ADAK GENERATING LLC,Adak,6372.67,NA,11488,133,5731,12515,8306,19447,0,5.53,5639,0,31183.67,0,67,57,13,11,0,0,NA,67375,0,WIND,0,NA,0,May,2026,2026
A3310401126225003,0,CITY OF AKUTAN,Akutan,24626.84,0,13926,110,19731,20038,14155,340,0,4.773,5935,36848.13,28327.75,0,42,26,11,1,0,0,NA,51332,20462,WIND,0,NA,0,May,2026,2026
A3310801126225003,0,ALASKA POWER & TELEPHONE,Coffman Cove,557.67,0,3600,0,77342,20496,6329,6245,0,3.4294,0,0,0,0,203,52,14,3,0,0,NA,0,0,WIND,0,NA,0,May,2026,2026
A3310901126225003,0,ALASKA POWER & TELEPHONE,Craig,2679.07,SEE NOTE,24458,10830,295321,314933,92238,64754,0,3.4294,8,0,27.44,2700661,678,317,36,26,0,0,NA,0,0,WIND,0,NA,0,May,2026,2026
A3311201126225003,0,ALASKA POWER & TELEPHONE,Haines; Covenant Life,46539.23,0,34938,2288,464953,464976,99208,91336,0,4.3062,0,0,0,1153472,1206,337,37,28,0,0,NA,0,0,WIND,0,NA,0,May,2026,2026
A3311901126225003,0,ALASKA POWER & TELEPHONE,Skagway,26944.24,Goat Lake & Kasidaya,21369,2654,296687,869251,106370,81178,0,4.3062,25253,0,108744.47,896632,641,625,43,60,0,0,NA,345796,150268,WIND,0,NA,0,May,2026,2026
A3324101126225003,0,NORTH SLOPE BOROUGH,Wainwright,1666.99,NA,25884,991,117949,371658,3953,6197,0,4.1003,43825,138893.53,179695.65,0,152,69,3,4,1,0,NA,582690,0,WIND,0,NA,0,May,2026,2026
A3324201126225003,0,NUNAM IQUA ELECTRIC COMPANY,Nunam Iqua,9586.8,NA,1725,228,17916,23430,18772,2310,248,4.5411,5714,6865.67,25947.85,0,47,14,4,5,2,0,NA,66099,0,WIND,0,Solar,2311,May,2026,2026
A3324001126225003,0,NORTH SLOPE BOROUGH,Point Lay,190.35,NA,1924,565,36491,185542,206,10965,0,5.742,25472,130814.42,146260.22,0,64,46,1,2,1,0,NA,325683,0,WIND,0,NA,0,May,2026,2026
A3323901126225003,0,NORTH SLOPE BOROUGH,Point Hope,1088.75,NA,30285,1037,124680,229288,0,1074,0,3.8227,40738,165027.01,155729.15,0,209,75,1,4,1,0,NA,526278,0,WIND,0,NA,0,May,2026,2026
A3323801126225003,0,NORTH SLOPE BOROUGH,Nuiqsut,123.14,NA,24357,1050,53364,329465,3287,3010,0,6.5154,1572,116869.57,10242.21,0,121,72,3,3,1,0,NA,26053,0,WIND,0,NaturalGas,573731,May,2026,2026
A3323701126225003,0,NORTH SLOPE BOROUGH,Kaktovik,527.05,NA,18251,732,51550,220185,0,51964,0,4.1569,30925,131006.25,128552.13,0,74,49,2,5,1,0,NA,423984,0,WIND,0,NA,0,May,2026,2026
A3323601126225003,0,NORTH SLOPE BOROUGH,Atqasuk,662.14,NA,24421,492,59081,173568,1736,2777,0,5.1557,21520,141777.58,110950.66,0,68,52,2,2,1,0,NA,261630,0,WIND,0,NA,0,May,2026,2026
A3323501126225003,0,NORTH SLOPE BOROUGH,Anaktuvuk Pass,567.87,NA,26917,635,55544,214857,1096,1910,0,6.1891,28168,130209.35,174334.57,0,107,57,2,3,1,0,NA,392047,0,WIND,0,NA,0,May,2026,2026
A3321901126225003,0,LIME VILLAGE ELECTRIC UTILITY,Lime Village,1861.5,0,0,0,1831,1981,1068,250,0,11.92,0,3000,0,0,22,1,6,1,0,0,NA,6211,0,WIND,0,NA,0,May,2026,2026
A3322001126225003,0,TDX MANLEY GENERATING LLC,Manley Hot Springs,10967.04,NA,4767,89,11905,13777,3200,7011,0,4.12,2027,0,8351.24,0,84,20,11,4,0,0,NA,25093,0,WIND,0,Solar,22200,May,2026,2026
A3321301126225003,0,KOTZEBUE ELECTRIC ASSOCIATION,Kotzebue,123368.84,0,35492,2885,525209,764484,140375,54619,0,3.1152,95884,0,298697.84,0,1084,108,26,64,0,0,NA,1333010,0,WIND,39116,Solar,209128,May,2026,2026
A3321601126225003,0,KWIGILLINGOK IRA COUNCIL,Kwigillingok,10909.65,0,3766,158,19046,45050,3915,488,4094,4.8756,7043,0,34338.85,0,89,19,3,2,2,0,NA,90340,0,WIND,0,NA,0,May,2026,2026
A3323001126225003,0,NAPASKIAK ELECTRIC UTILITY,Napaskiak,12568.15,0,1957,92,31123,39145,3160,939,2384,4.6184,6499,50022.98,30014.98,0,107,22,5,1,12,0,NA,88414,0,WIND,0,NA,0,May,2026,2026
A3325601126225003,0,ST. PAUL MUNICIPAL ELECTRIC,St. Paul,29334.93,NA,7995,410,51079,81838,25463,59794,0,6.55,20258,36580,132689.9,0,123,57,30,16,0,0,NA,230828,0,WIND,0,NA,0,May,2026,2026
A3325101126225003,0,PUVURNAQ POWER COMPANY,Kongiganak,24060.98,NA,4286,208,52931,20960,7752,595,1493,4.701,14978,45358.97,70411.58,0,165,14,5,2,10,0,NA,91410,0,WIND,20552,NA,0,May,2026,2026
A3325001126225003,0,PORT HEIDEN UTILITIES,Port Heiden,6078.58,0,0,0,12640,7148,3967,5370,0,4.9847,0,3000,0,0,53,20,8,11,0,0,NA,0,0,WIND,0,NA,0,May,2026,2026
A3324501126225003,0,PEDRO BAY VILLAGE COUNCIL,Pedro Bay,3511.13,n/a,1520,56,6306,7975,2178,82,0,5.865,1924,5108.2,11284.26,0,23,14,4,1,0,0,NA,19578,0,WIND,0,NA,0,May,2026,2026
A3328901126225003,0,CITY OF WHITE MOUNTAIN,White Mountain,10819.79,NA,3100,134,24634,27094,7137,759,0,3.4456,6066,32983.88,20901.01,0,72,26,8,4,0,0,NA,65973,0,WIND,0,NA,0,May,2026,2026
A3326101126225003,0,TATITLEK VILLAGE IRA COUNCIL,Tatitlek,7569.19,0,2368,108,8061,3591,3444,7170,608,5.2997,3211,3000,17017.34,0,39,16,5,6,5,0,NA,29795,0,WIND,0,NA,0,May,2026,2026
A3325401126225003,0,TDX CORPORATION,Sand Point,46478.64,NA,6223,573,91097,111483,44679,29263,92,4.16,22668,0,94298.88,0,230,99,25,15,3,0,NA,304100,0,WIND,0,NA,0,May,2026,2026
A3325501126225003,0,CITY OF ST. GEORGE,St. George,5730.49,0,2604,60,7053,12969,8671,8641,6272,10.9947,4177,3000,45924.86,0,39,13,7,12,4,0,NA,50641,0,WIND,0,NA,0,May,2026,2026
A3327201226225003,0,TUNTUTULIAK COMMUNITY SERVICES ASSOCIATION,Tuntutuliak,23672.56,NA,7371,197,45029,32965,3242,2398,780,4.6418,7472,35845.69,34683.53,0,155,26,8,5,7,0,NA,94260,0,WIND,0,NA,0,June,2026,2026
A3325401226225003,0,TDX CORPORATION,Sand Point,48480.41,NA,5647,571,82881,128007,33317,25331,109,4.536,21225,0,96276.6,0,227,101,25,15,3,0,NA,311789,0,WIND,0,NA,0,June,2026,2026
A3325501226225003,0,CITY OF ST. GEORGE,St. George,5166.97,0,2265,60,5110,5305,5926,5643,5181,10.9947,3283,3000,36095.6,0,39,13,7,12,4,0,NA,38825,0,WIND,0,NA,0,June,2026,2026
A3326301226225003,0,CITY OF TENAKEE SPRINGS,Tenakee Springs,9217.98,0,1177,132,20126,4143,1994,162,0,5.73,2419,4978.28,13860.87,0,136,26,15,1,0,0,NA,30523,0,WIND,0,NA,0,June,2026,2026
A3328901226225003,0,CITY OF WHITE MOUNTAIN,White Mountain,9872.24,NA,2770,116,21242,27355,7675,553,0,3.4456,5241,85667.88,18058.39,0,72,26,8,4,0,0,NA,56863,0,WIND,0,NA,0,June,2026,2026
