identifier,line_no,utility,community,amount,purchased_from,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,fuel_used_gallons,non_fuel_expenses,fuel_cost,total_kwh_purchased,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,diesel_kwh_generated,hydro_kwh_generated,other_1_kwh_type,other_1_kwh_generated,other_2_kwh_type,other_2_kwh_generated,umr_month,fiscal_year,calendar_year
A3324801226225003,0,PILOT POINT ELECTRIC UTILITY,Pilot Point,6138.33,n/a,2003,121,13568,11607,2290,1965,59,5.2,3128,1849.42,16265.6,0,40,22,9,4,1,0,NA,36417,0,WIND,0,Other,0,June,2026,2026
A3325001226225003,0,PORT HEIDEN UTILITIES,Port Heiden,5163.43,0,0,0,12236,9263,1494,2546,0,4.9847,0,3000,0,0,53,20,8,11,0,0,NA,0,0,WIND,0,NA,0,June,2026,2026
A3324401226225003,0,CITY OF OUZINKIE,Ouzinkie,7593.13,N/A,1773,57,19814,17915,10420,1069,0,4.1695,3558,17957.22,14835.08,0,72,23,14,3,0,0,NA,34720,21800,WIND,0,NA,0,June,2026,2026
A3325101226225003,0,PUVURNAQ POWER COMPANY,Kongiganak,22411.83,NA,4183,208,47187,14077,7702,270,423,4.701,14978,240162.7,70411.58,0,165,14,5,2,10,0,NA,90110,0,WIND,0,NA,0,June,2026,2026
A3325301226225003,0,CITY OF RUBY,Ruby,10338.52,NA,2303,154,18689,14484,4557,1051,0,5.5166,3431,31236.08,18927.45,0,102,22,13,4,0,0,NA,41285,0,WIND,0,NA,0,June,2026,2026
A3325801226225003,0,TAKOTNA COMMUNITY ASSOC INC,Takotna,7262.17,0,2794,57,6747,3885,3793,689,140,5.5141,2267,0,12500.46,0,28,15,5,2,1,0,NA,20913,0,WIND,0,NA,0,June,2026,2026
A3326001226225003,0,TANANA POWER COMPANY INC.,Tanana,12943.37,NA,1675,185,25250,36179,13090,7097,0,3.7389,6713,35273.91,25099.24,0,108,41,6,6,0,0,NA,92186,0,WIND,0,NA,0,June,2026,2026
A3326101226225003,0,TATITLEK VILLAGE IRA COUNCIL,Tatitlek,10014.03,NA,2508,100,13682,5475,4312,8954,770,5.7382,3075,3000,17644.97,0,39,14,5,6,5,0,NA,36010,0,WIND,0,NA,0,June,2026,2026
A3323001226225003,0,NAPASKIAK ELECTRIC UTILITY,Napaskiak,11249.49,NA,2453,492,27531,24345,3155,108,1704,4.6184,5838,42274.19,26962.22,0,107,22,5,1,11,0,NA,73208,0,WIND,0,NA,0,June,2026,2026
A3323101226225003,0,NATERKAQ LIGHT PLANT,Chefornak,14121.43,0,3004,392,39103,17364,4794,36274,356,4.5549,8266,34589.42,37650.8,0,124,7,17,13,6,0,NA,96927,0,WIND,13064,NA,0,June,2026,2026
A3323201226225003,0,NELSON LAGOON ELECTRICAL COOP,Nelson Lagoon,7232.96,0,897,96,9633,19778,2048,668,0,5.33,3225,2524,17189.25,0,33,23,8,2,0,0,NA,24048,0,WIND,0,Other,0,June,2026,2026
A3321601226225003,0,KWIGILLINGOK IRA COUNCIL,Kwigillingok,9885.02,NA,3366,106,15429,28559,5183,629,1550,4.8756,5130,40060.17,25011.83,0,89,19,3,2,1,0,NA,61410,0,WIND,0,NA,0,June,2026,2026
A3321801226225003,0,LEVELOCK ELECTRICAL COOP,Levelock,7499.27,NA,2157,90,8233,12176,5259,444,639,4.9467,2790,68456.61,13801.29,0,30,24,8,3,10,0,NA,31339,0,WIND,0,NA,0,June,2026,2026
A3321501226225003,0,KWETHLUK INCORPORATED,Kwethluk,28169.33,n/a,2591,483,71607,51471,399,1679,3972,6.7152,10402,86370.65,69851.51,0,187,20,1,6,13,0,NA,146343,0,WIND,0,Other,0,June,2026,2026
A3322201226225003,0,MCGRATH LIGHT & POWER,McGrath,20647.44,0,5623,307,35150,50615,8967,39969,0,5.1553,11311,0,58311.6,0,144,52,13,30,1,0,NA,157751,0,WIND,0,NA,0,June,2026,2026
A3322301226225003,0,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,Chuathbaluk,5081.5,NA,955,40,5284,5509,1570,197,0,4.6999,1514,11147.9,7115.65,0,26,3,9,3,1,0,NA,14907,0,WIND,0,NA,0,June,2026,2026
A3322401226225003,0,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,Crooked Creek,5470.28,0,800,45,6141,6716,2126,904,0,4.6999,1800,42897.25,8459.82,0,27,11,4,4,0,0,NA,18188,0,WIND,0,NA,0,June,2026,2026
A3322501226225003,0,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,Red Devil,1583.9,0,257,27,2094,858,0,185,0,4.6999,610,11112.15,2866.94,0,11,4,0,2,0,0,NA,3437,0,WIND,0,NA,0,June,2026,2026
A3322601226225003,0,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,Sleetmute,5110.24,0,1331,64,4140,4156,4596,2329,0,4.6999,2322,16546.27,10913.17,0,25,6,5,3,1,0,NA,18278,0,WIND,0,NA,0,June,2026,2026
A3322701226225003,0,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,Stony River,2903.82,0,2994,30,3337,1821,1302,0,0,4.6999,1490,16546.27,7002.85,0,17,6,4,1,0,0,NA,10864,0,WIND,0,NA,0,June,2026,2026
A3322901226225003,0,NAPAKIAK IRCINRAQ,Napakiak,10281.47,AVEC,0,0,25108,10167,2392,1099,4253,0.4279,0,75226.4,0,37344,92,8,4,8,5,0,NA,0,0,WIND,0,NA,0,June,2026,2026
A3322001226225003,0,TDX MANLEY GENERATING LLC,Manley Hot Springs,11527.24,NA,4896,92,13053,18124,3117,5509,0,4.04,2161,0,8730.44,0,82,20,11,4,0,0,NA,26013,0,WIND,0,Solar,25560,June,2026,2026
A3310401226225003,0,CITY OF AKUTAN,Akutan,13669.54,0,5005,85,9227,8293,9460,135,0,4.2026,2832,8288.88,11901.76,0,42,26,11,1,0,0,NA,33936,0,WIND,0,NA,0,June,2026,2026
A3310201226225003,0,AKIACHAK NATIVE COMMUNITY,Akiachak,29053.83,0,2854,279,65734,18855,14336,18143,1923,4.6998,7860,112195.98,36940.43,0,211,36,12,10,3,0,NA,106624,0,WIND,24842,NA,0,June,2026,2026
A3318701226225003,0,CHIGNIK LAGOON POWER UTILITY,Chignik Lagoon,8360.02,NA,629,3,16099,9280,3767,600,0,4.6014,66,6012.26,303.69,0,67,13,7,1,0,0,NA,519,20427,WIND,0,NA,0,June,2026,2026
A3318801226225003,0,CHIGNIK LAKE ELECTRIC UTILITY,Chignik Lake,7556.58,0,853,64,10963,4523,6010,13680,0,4.7519,2293,3000,10896.11,0,43,3,9,1,1,0,NA,39371,0,WIND,0,NA,0,June,2026,2026
A3318901226225003,0,CHITINA ELECTRIC INC.,Chitina,8362,NA,2514,127,8714,24884,2738,1502,383,4.237,3156,20314.17,13371.97,0,48,36,4,3,1,0,NA,42814,0,WIND,0,NA,0,June,2026,2026
A3319001226225003,0,CIRCLE ELECTRIC LLC,Circle,9162.89,NA,2261,48,8565,2403,5779,3293,0,5.6988,2089,12349.83,11904.79,0,36,5,6,3,0,0,NA,24488,0,WIND,0,NA,0,June,2026,2026
A3319101226225003,0,CLARKS POINT VILLAGE COUNCIL,Clark's Point,8761.56,NA,0,0,10744,9553,2961,1574,25,4.1788,0,3000,0,0,29,8,6,4,2,0,NA,0,0,WIND,0,NA,0,June,2026,2026
A3319201226225003,0,CORDOVA ELECTRIC,Cordova: Eyak,63963.19,0,40195,5304,366747,1410234,178176,91214,0,5.8897,1055,0,6213.63,0,1000,659,48,45,0,0,NA,13427,2211403,WIND,0,Other,0,June,2026,2026
A3318301226225003,0,GOLD COUNTRY ENERGY,Central,11742.05,NA,1439,85,17456,6478,344,1930,0,5.4848,2750,7842.59,15083.2,0,121,15,1,5,0,0,NA,33487,0,WIND,0,NA,0,June,2026,2026
A3320001226225003,0,GOLOVIN POWER UTILITIES,Golovin,8480.96,0,2931,90,20121,30352,13519,816,486,3.7068,5262,14486.48,19505.18,0,51,40,11,5,5,0,NA,69524,0,WIND,0,NA,0,June,2026,2026
A3319601226225003,0,ELFIN COVE UTILITY COMMISSION,Elfin Cove,2915.94,0,2042,200,11642,52982,797,144,1440,5.93,5317,16114.02,31529.81,0,35,39,6,1,1,0,NA,69607,0,WIND,0,NA,0,June,2026,2026
A3320201226225003,0,GWITCHYAA ZHEE UTILITY COMPANY,Fort Yukon,68468.95,0,11076,452,77497,82399,43902,19143,0,7.2001,17968,52983,129371.4,0,264,61,21,17,0,0,NA,261352,0,WIND,0,NA,0,June,2026,2026
A3320501226225003,0,ILIAMNA NEWHALEN NONDALTON,Iliamna; Newhalen; Nondalton,23212.63,NA,20364,554,60488,117149,15897,14885,0,4.5834,2,0,9.17,0,190,94,15,12,0,0,NA,28,250980,WIND,0,NA,0,June,2026,2026
A3320601226225003,0,IPNATCHIAQ ELECTRIC COMPANY,Deering,15578.66,NA,2475,112,18052,24489,15063,2115,145,4.15,4674,32126.24,19397.1,0,47,14,5,5,3,0,NA,50548,0,WIND,6262,Solar,6423,June,2026,2026
A3321101226225003,0,NEW KOLIGANEK VILLAGE COUNCIL,Koliganek,6783.57,NA,1620,90,19362,2637,5745,13603,0,5.9631,4140,4000,24687.23,0,73,6,12,9,0,0,NA,46724,0,WIND,0,NA,0,June,2026,2026
A3317601226225003,0,ANIAK LIGHT & POWER,Aniak,28176.93,NA,216,330,58226,41453,10234,24906,551,4.4379,14102,119625.83,62583.27,0,154,17,4,6,1,0,NA,164100,0,WIND,0,NA,0,June,2026,2026
A3317801226225003,0,ATMAUTLUAK TRIBAL UTILITIES,Atmautluak,17578.75,NA,4095,146,29501,19308,9503,769,224,4.7562,5495,13998.4,26135.32,0,80,9,8,5,2,0,NA,64200,0,WIND,2493,NA,0,June,2026,2026
A3326500127225003,0,INSIDE PASSAGE ELECTRIC,Angoon,29560.08,NA,5552,328,63104,88260,13363,2976,0,4.2639,14287,0,60918.34,0,191,32,7,8,0,0,NA,184391,0,WIND,0,NA,0,July,2027,2026
A3326700127225003,0,INSIDE PASSAGE ELECTRIC,Hoonah,77995.32,NA,13764,934,162564,279166,50125,11451,0,4.2639,28975,0,123546.5,0,436,82,27,13,0,0,NA,465466,82743,WIND,0,NA,0,July,2027,2026
A3326800127225003,0,INSIDE PASSAGE ELECTRIC,Kake,34318.21,NA,8177,273,69075,66374,13819,3240,0,4.2639,9393,0,40050.81,0,226,51,12,7,0,0,NA,147212,26540,WIND,0,NA,0,July,2027,2026
A3326900127225003,0,INSIDE PASSAGE ELECTRIC,Chilkat Valley/Klukwan,33919.52,Alaska Power & Telephone,4167,307,69292,34282,10532,4856,0,4.2639,0,0,0,720,278,28,11,18,0,0,NA,0,140160,WIND,0,NA,0,July,2027,2026
