identifier,line_no,utility,community,amount,purchased_from,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,fuel_used_gallons,non_fuel_expenses,fuel_cost,total_kwh_purchased,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,diesel_kwh_generated,hydro_kwh_generated,other_1_kwh_type,other_1_kwh_generated,other_2_kwh_type,other_2_kwh_generated,umr_month,fiscal_year,calendar_year
A3316700426225003,0,ALASKA VILLAGE ELECTRIC COOP,St. Michael,21065.87,NA,0,0,39693,15488,43377,40366,0,0,0,0,0,0,90,19,10,19,0,0,NA,0,0,NA,0,NA,0,October,2026,2025
A3316800426225003,0,ALASKA VILLAGE ELECTRIC COOP,Stebbins,20575.31,NA,19228,527,58774,1465,37892,21058,0,0,6789,0,77740.25,0,139,30,7,19,0,0,NA,281512,0,WIND,219347,NA,0,October,2026,2025
A3316850426225003,0,ALASKA VILLAGE ELECTRIC COOP,Teller,11997.59,NA,3324,161,22226,4024,17722,25418,0,0,5660,0,24300.21,0,71,20,6,18,0,0,NA,75385,0,NA,0,NA,0,October,2026,2025
A3316900426225003,0,ALASKA VILLAGE ELECTRIC COOP,Togiak,47187.97,NA,5662,489,82740,25601,41991,38197,0,0,17223,0,68313.52,0,197,48,18,34,0,0,NA,225774,0,NA,0,NA,0,October,2026,2025
A3317200426225003,0,ALASKA VILLAGE ELECTRIC COOP,Upper Kalskag,10815.12,NA,2939,272,25016,8700,8295,21686,0,0,8839,0,36493.12,0,58,11,10,13,0,0,NA,120420,0,NA,0,NA,0,October,2026,2025
A3317000426225003,0,ALASKA VILLAGE ELECTRIC COOP,Toksook Bay,35151.43,NA,7816,622,68483,5348,46483,23089,0,0,21229,0,83736.76,0,137,27,13,10,0,0,NA,321988,0,WIND,10682,NA,0,October,2026,2025
A3317100426225003,0,ALASKA VILLAGE ELECTRIC COOP,Tununak,15154.1,NA,0,0,38950,0,16570,30259,0,0,0,0,0,0,91,11,7,14,0,0,NA,0,0,NA,0,NA,0,October,2026,2025
A3317300426225003,0,ALASKA VILLAGE ELECTRIC COOP,Wales,7936.3,NA,6525,134,12104,11474,10863,18129,0,0,5001,0,21756.39,0,31,20,4,14,0,0,NA,60943,0,NA,0,NA,0,October,2026,2025
A3318000426225003,0,ALASKA VILLAGE ELECTRIC COOP,Bethel; Oscarville,111092.99,NA,77085,5988,775930,1403565,749640,525080,0,0,239625,0,1087727.21,0,1671,997,69,104,0,0,NA,3468050,0,WIND,198093,NA,0,October,2026,2025
A3319500426225003,0,ALASKA VILLAGE ELECTRIC COOP,Ekwok,9102.6,NA,0,0,18897,0,11235,7761,0,0,0,0,0,0,40,25,8,3,0,0,NA,0,0,NA,0,NA,0,October,2026,2025
A3312400426225003,0,ALASKA VILLAGE ELECTRIC COOP,Alakanuk,37400.73,NA,0,0,61784,10344,27829,50196,0,0,0,0,0,0,153,18,9,15,0,0,NA,0,0,NA,0,NA,0,October,2026,2025
A3312500426225003,0,ALASKA VILLAGE ELECTRIC COOP,Ambler,42245.05,NA,6553,262,41368,3222,28390,34583,0,0,8850,0,46774.59,0,77,20,13,9,0,0,NA,127005,0,NA,0,NA,0,October,2026,2025
A3312600426225003,0,ALASKA VILLAGE ELECTRIC COOP,Anvik,6095.4,NA,1225,90,10005,0,10257,4554,0,0,2329,0,10158.77,0,34,10,9,12,0,0,NA,31895,0,NA,0,NA,0,October,2026,2025
A3312700426225003,0,ALASKA VILLAGE ELECTRIC COOP,Brevig Mission,20624.92,NA,5651,287,43266,5619,24427,33730,0,0,9675,0,37475.64,0,85,19,2,21,0,0,NA,124534,0,NA,0,NA,0,October,2026,2025
A3312800426225003,0,ALASKA VILLAGE ELECTRIC COOP,Chevak,33532.43,NA,10276,398,79655,11568,41049,53702,0,0,10197,0,41345.62,0,200,27,8,19,0,0,NA,130906,0,WIND,86324,NA,0,October,2026,2025
A3312900426225003,0,ALASKA VILLAGE ELECTRIC COOP,Eek,19645.43,NA,5116,230,44460,11432,17382,18378,0,0,7672,0,31883.3,0,103,29,4,7,0,0,NA,102422,0,NA,0,NA,0,October,2026,2025
A3313000426225003,0,ALASKA VILLAGE ELECTRIC COOP,Elim,17576.28,NA,1462,228,37572,5852,17876,24445,0,0,3561,0,15163.55,0,88,19,10,19,0,0,NA,95654,0,NA,0,NA,0,October,2026,2025
A3313100426225003,0,ALASKA VILLAGE ELECTRIC COOP,Emmonak,50522.98,NA,8464,856,85196,64444,67700,46730,0,0,32464,0,133080.74,0,197,48,20,27,0,0,NA,447379,0,NA,0,NA,0,October,2026,2025
A3313200426225003,0,ALASKA VILLAGE ELECTRIC COOP,Gambell,46890.44,NA,4940,346,73429,26669,41310,36306,0,0,11552,0,61281.24,0,164,15,13,20,0,0,NA,153497,0,WIND,38908,NA,0,October,2026,2025
A3313300426225003,0,ALASKA VILLAGE ELECTRIC COOP,Goodnews Bay,16178.07,NA,2710,154,30140,2500,11342,12032,0,0,6657,0,27212.26,0,73,9,5,7,0,0,NA,64727,0,NA,0,NA,0,October,2026,2025
A3313400426225003,0,ALASKA VILLAGE ELECTRIC COOP,Grayling,14383.25,NA,2438,117,23842,2494,12770,6370,0,0,3846,0,13289.36,0,67,18,9,5,0,0,NA,56767,0,NA,0,NA,0,October,2026,2025
A3313500426225003,0,ALASKA VILLAGE ELECTRIC COOP,Holy Cross,14064.22,NA,2912,123,24228,0,15222,7819,0,0,4289,0,14017.1,0,67,16,11,9,0,0,NA,53555,0,NA,0,NA,0,October,2026,2025
A3313600426225003,0,ALASKA VILLAGE ELECTRIC COOP,Hooper Bay,72698.14,NA,6655,522,93443,27616,78123,70436,0,0,21697,0,91923.31,0,250,30,11,31,0,0,NA,287940,0,WIND,18275,NA,0,October,2026,2025
A3313700426225003,0,ALASKA VILLAGE ELECTRIC COOP,Huslia,26383.71,NA,3968,231,53350,0,19327,22084,0,0,7928,0,28467.7,0,112,21,12,10,0,0,NA,101991,0,NA,0,NA,0,October,2026,2025
A3313800426225003,0,ALASKA VILLAGE ELECTRIC COOP,Kaltag,14513.86,NA,1678,135,25471,0,13488,16399,0,0,4830,0,17021.94,0,70,6,14,11,0,0,NA,63205,0,SOLAR,82,NA,0,October,2026,2025
A3313900426225003,0,ALASKA VILLAGE ELECTRIC COOP,Kasigluk,36182.43,NA,5391,482,60499,0,23956,19094,0,0,15441,0,65949.63,0,111,12,10,11,0,0,NA,27338,0,WIND,46094,NA,0,October,2026,2025
A3314000426225003,0,ALASKA VILLAGE ELECTRIC COOP,Kiana,33399.95,NA,2423,308,58338,16757,25572,34374,0,0,10334,0,46360.24,0,109,24,13,6,0,0,NA,160152,0,NA,0,NA,0,October,2026,2025
A3314100426225003,0,ALASKA VILLAGE ELECTRIC COOP,Kivalina,26259.5,NA,6614,289,47140,5583,27792,47796,0,0,10771,0,47048.76,0,88,16,7,20,0,0,NA,136134,0,NA,0,NA,0,October,2026,2025
A3314200426225003,0,ALASKA VILLAGE ELECTRIC COOP,Koyuk,19235.54,NA,1726,234,40529,8866,17947,25768,0,0,8440,0,32566.56,0,85,20,7,19,0,0,NA,101451,0,NA,0,NA,0,October,2026,2025
A3314300426225003,0,ALASKA VILLAGE ELECTRIC COOP,Lower Kalskag,14485.11,NA,0,0,26612,4184,7853,5989,0,0,0,0,0,0,78,10,6,5,0,0,NA,0,0,NA,0,NA,0,October,2026,2025
A3314400426225003,0,ALASKA VILLAGE ELECTRIC COOP,Marshall,24733.01,NA,4124,308,48240,11494,31088,36504,0,0,9410,0,34687.4,0,110,15,16,9,0,0,NA,137149,0,NA,0,NA,0,October,2026,2025
A3314500426225003,0,ALASKA VILLAGE ELECTRIC COOP,Mekoryuk,13025.22,NA,3120,168,24498,6878,12257,16071,0,0,5003,0,19396.11,0,84,23,9,6,0,0,NA,70124,0,NA,0,NA,0,October,2026,2025
A3314600426225003,0,ALASKA VILLAGE ELECTRIC COOP,Minto,15763.7,NA,3820,196,28645,0,29716,13570,0,0,8132,0,18608.57,0,79,17,6,5,0,0,NA,105964,0,NA,0,NA,0,October,2026,2025
A3314700426225003,0,ALASKA VILLAGE ELECTRIC COOP,Mt. Village,26606.67,NA,0,0,53609,25849,36150,46359,0,0,0,0,0,0,160,37,13,21,0,0,NA,0,0,NA,0,NA,0,October,2026,2025
A3314800426225003,0,ALASKA VILLAGE ELECTRIC COOP,New Stuyahok,28805.44,NA,5233,323,49587,3465,20244,32519,0,0,11699,0,60286.41,0,101,15,9,22,0,0,NA,163642,0,NA,0,NA,0,October,2026,2025
A3314900426225003,0,ALASKA VILLAGE ELECTRIC COOP,Nightmute,11615.04,NA,0,0,27128,2340,7934,32197,0,0,0,0,0,0,57,11,5,9,0,0,NA,0,0,NA,0,NA,0,October,2026,2025
A3315000426225003,0,ALASKA VILLAGE ELECTRIC COOP,Noatak,62917.26,NA,3747,345,61388,10922,26209,59739,0,0,13211,0,147234.14,0,108,11,10,16,0,0,NA,171131,0,NA,0,NA,0,October,2026,2025
A3315100426225003,0,ALASKA VILLAGE ELECTRIC COOP,Noorvik,48514.3,NA,4319,368,70532,10008,36088,31964,0,0,13101,0,53121.09,0,130,14,10,21,0,0,NA,158485,0,NA,0,NA,0,October,2026,2025
A3315200426225003,0,ALASKA VILLAGE ELECTRIC COOP,Nulato,17610.14,NA,2441,266,43517,0,25551,21811,0,0,7649,0,30077.31,0,107,19,13,8,0,0,NA,100618,0,NA,0,NA,0,October,2026,2025
A3315300426225003,0,ALASKA VILLAGE ELECTRIC COOP,Nunapitchuk,32880.97,NA,0,0,54199,4429,18197,26152,0,0,0,0,0,0,120,15,10,14,0,0,NA,0,0,NA,0,NA,0,October,2026,2025
A3315400426225003,0,ALASKA VILLAGE ELECTRIC COOP,Old Harbor,11369.43,NA,2407,149,27488,0,26753,12168,0,0,4055,0,15520.16,0,78,34,9,6,0,0,NA,72159,0,NA,0,NA,0,October,2026,2025
A3315500426225003,0,ALASKA VILLAGE ELECTRIC COOP,Pilot Station,30205.98,NA,4787,894,54050,20820,20717,64429,0,0,13089,0,47263.35,0,127,17,9,12,0,0,NA,171991,0,NA,0,NA,0,October,2026,2025
A3315600426225003,0,ALASKA VILLAGE ELECTRIC COOP,Pitkas Point,5849.35,NA,0,0,9935,0,12271,0,0,0,0,0,0,0,25,8,6,0,0,0,NA,0,0,NA,0,NA,0,October,2026,2025
A3315700426225003,0,ALASKA VILLAGE ELECTRIC COOP,Quinhagak,37934.08,NA,6557,400,82447,22002,26795,38187,0,0,9338,0,40824.75,0,178,22,15,11,0,0,NA,180465,0,WIND,73508,NA,0,October,2026,2025
A3315800426225003,0,ALASKA VILLAGE ELECTRIC COOP,Russian Mission,16643.22,NA,1952,181,34707,3555,7179,31968,0,0,6307,0,21246.1,0,76,8,6,8,0,0,NA,82067,0,NA,0,NA,0,October,2026,2025
A3315700526225003,0,ALASKA VILLAGE ELECTRIC COOP,Quinhagak,37937.73,NA,2824,433,103451,36510,26018,37543,0,0,11737,0,0,0,182,19,15,11,0,0,NA,161467,0,WIND,57789,NA,0,November,2026,2025
A3315500526225003,0,ALASKA VILLAGE ELECTRIC COOP,Pilot Station,30244.94,NA,2500,386,62880,22105,20739,62100,0,0,13709,0,0,0,131,12,9,12,0,0,NA,177429,0,NA,0,NA,0,November,2026,2025
A3315600526225003,0,ALASKA VILLAGE ELECTRIC COOP,Pitkas Point,5849.37,NA,0,0,11739,3370,17798,0,0,0,0,0,0,0,30,5,6,0,0,0,NA,0,0,NA,0,NA,0,November,2026,2025
A3315400526225003,0,ALASKA VILLAGE ELECTRIC COOP,Old Harbor,11428.36,NA,3613,150,32718,9547,13773,13851,0,0,6441,0,0,0,86,25,10,5,0,0,NA,82644,0,NA,0,NA,0,November,2026,2025
A3315200526225003,0,ALASKA VILLAGE ELECTRIC COOP,Nulato,17610.4,NA,2596,222,43500,8948,21223,25953,0,0,8761,0,0,0,113,14,13,8,0,0,NA,108279,0,NA,0,NA,0,November,2026,2025
A3315100526225003,0,ALASKA VILLAGE ELECTRIC COOP,Noorvik,48514.48,NA,3847,412,88188,25886,34471,39778,0,0,15191,0,0,0,132,14,9,21,0,0,NA,205042,0,NA,0,NA,0,November,2026,2025
A3315000526225003,0,ALASKA VILLAGE ELECTRIC COOP,Noatak,62917.26,NA,5273,361,69649,20925,22177,60968,0,0,13891,0,0,0,111,11,11,16,0,0,NA,184062,0,NA,0,NA,0,November,2026,2025
A3314600526225003,0,ALASKA VILLAGE ELECTRIC COOP,Minto,15763.7,NA,5329,214,38855,26128,19762,36013,0,0,5327,0,0,0,79,15,7,5,0,0,NA,111407,0,NA,0,NA,0,November,2026,2025
A3314800526225003,0,ALASKA VILLAGE ELECTRIC COOP,New Stuyahok,28668.25,NA,4203,331,53824,-5399,7502,39924,0,0,13006,0,0,0,106,15,9,22,0,0,NA,171481,0,NA,0,NA,0,November,2026,2025
A3314500526225003,0,ALASKA VILLAGE ELECTRIC COOP,Mekoryuk,13025.25,NA,2855,179,28057,10498,10690,20073,0,0,5454,0,0,0,90,18,9,6,0,0,NA,78302,0,NA,0,NA,0,November,2026,2025
A3314400526225003,0,ALASKA VILLAGE ELECTRIC COOP,Marshall,24738.48,NA,5421,319,59794,21900,23052,43435,0,0,10928,0,0,0,110,15,16,9,0,0,NA,160095,0,NA,0,NA,0,November,2026,2025
A3314200526225003,0,ALASKA VILLAGE ELECTRIC COOP,Koyuk,19249.8,NA,1621,319,53962,31245,4253,29997,0,0,9268,0,0,0,86,18,7,19,0,0,NA,127645,0,NA,0,NA,0,November,2026,2025
A3314000526225003,0,ALASKA VILLAGE ELECTRIC COOP,Kiana,33420.47,NA,2335,329,72123,29123,25706,33989,0,0,10648,0,0,0,118,17,13,6,0,0,NA,171969,0,NA,0,NA,0,November,2026,2025
A3314100526225003,0,ALASKA VILLAGE ELECTRIC COOP,Kivalina,26259.49,NA,6532,312,56010,23414,12428,46831,0,0,10674,0,0,0,89,16,7,20,0,0,NA,151418,0,NA,0,NA,0,November,2026,2025
A3313900526225003,0,ALASKA VILLAGE ELECTRIC COOP,Kasigluk,36247.54,NA,7990,542,67072,11233,20311,22293,0,0,17772,0,0,0,112,12,10,11,0,0,NA,237623,0,NA,42400,NA,0,November,2026,2025
A3313700526225003,0,ALASKA VILLAGE ELECTRIC COOP,Huslia,25967.57,NA,4311,251,56332,11448,12711,24043,0,0,8365,0,0,0,119,15,12,10,0,0,NA,111807,0,NA,0,NA,0,November,2026,2025
A3313600526225003,0,ALASKA VILLAGE ELECTRIC COOP,Hooper Bay,72698.28,NA,6969,651,127831,51574,66851,78603,0,0,23717,0,0,0,259,24,11,31,0,0,NA,332689,0,WIND,6759,NA,0,November,2026,2025
A3313800526225003,0,ALASKA VILLAGE ELECTRIC COOP,Kaltag,14335.57,NA,1982,135,25710,3741,9827,17281,0,0,3933,0,0,0,72,5,13,12,0,0,NA,62970,0,NA,0,NA,0,November,2026,2025
A3313500526225003,0,ALASKA VILLAGE ELECTRIC COOP,Holy Cross,13669.87,NA,3015,117,27735,9789,9839,9653,0,0,4697,0,0,0,69,15,11,9,0,0,NA,59235,0,NA,0,NA,0,November,2026,2025
A3313400526225003,0,ALASKA VILLAGE ELECTRIC COOP,Grayling,14383.25,NA,1571,123,24223,8585,10303,6962,0,0,3910,0,0,0,70,16,9,5,0,0,NA,52071,0,NA,0,NA,0,November,2026,2025
A3313300526225003,0,ALASKA VILLAGE ELECTRIC COOP,Goodnews Bay,16178.19,NA,8899,165,38107,11430,4560,13584,0,0,8165,0,0,0,74,10,5,7,0,0,NA,78793,0,NA,0,NA,0,November,2026,2025
A3313200526225003,0,ALASKA VILLAGE ELECTRIC COOP,Gambell,46890.59,NA,4085,394,92465,42338,24485,37456,0,0,13513,0,0,0,173,13,13,20,0,0,NA,177701,0,WIND,30605,NA,0,November,2026,2025
A3313100526225003,0,ALASKA VILLAGE ELECTRIC COOP,Emmonak,50582.66,NA,11400,957,122492,96073,60591,83770,0,0,35930,0,0,0,210,37,20,27,0,0,NA,488054,0,WIND,136673,NA,0,November,2026,2025
A3312800526225003,0,ALASKA VILLAGE ELECTRIC COOP,Chevak,33571.97,NA,8811,460,100538,33365,31949,58319,0,0,13585,0,0,0,203,24,8,19,0,0,NA,165001,0,WIND,76896,NA,0,November,2026,2025
A3313000526225003,0,ALASKA VILLAGE ELECTRIC COOP,Elim,16352.63,NA,1466,253,45037,19271,9722,26358,0,0,3582,0,0,0,87,17,10,19,0,0,NA,107259,0,NA,0,NA,0,November,2026,2025
A3312900526225003,0,ALASKA VILLAGE ELECTRIC COOP,Eek,19645.42,NA,4036,259,51797,32472,4005,23818,0,0,8774,0,0,0,111,24,4,7,0,0,NA,120311,0,NA,0,NA,0,November,2026,2025
A3312600526225003,0,ALASKA VILLAGE ELECTRIC COOP,Anvik,6095.4,NA,1258,71,10494,10073,4359,6881,0,0,3377,0,0,0,38,9,9,11,0,0,NA,41244,0,WIND,190906,NA,0,November,2026,2025
A3312700526225003,0,ALASKA VILLAGE ELECTRIC COOP,Brevig Mission,20624.92,NA,6291,268,50006,32361,762,42682,0,0,9389,0,0,0,86,18,2,22,0,0,NA,130895,0,NA,0,NA,0,November,2026,2025
A3312500526225003,0,ALASKA VILLAGE ELECTRIC COOP,Ambler,42265.39,NA,6775,282,55821,12709,16884,36710,0,0,9390,0,0,0,80,15,11,9,0,0,NA,134520,0,NA,0,NA,0,November,2026,2025
A3318000526225003,0,ALASKA VILLAGE ELECTRIC COOP,Bethel; Oscarville,171702.34,NA,80307,6630,1107395,1847623,311267,613286,0,0,275927,0,0,0,1984,658,69,104,0,0,NA,3985210,0,NA,0,NA,0,November,2026,2025
A3317300526225003,0,ALASKA VILLAGE ELECTRIC COOP,Wales,7936.4,NA,7938,140,15943,22698,2901,20621,0,0,5260,0,0,0,33,19,4,14,0,0,NA,72862,0,NA,0,NA,0,November,2026,2025
A3317200526225003,0,ALASKA VILLAGE ELECTRIC COOP,Upper Kalskag,10815.12,NA,3041,281,26004,15729,4879,27179,0,0,9874,0,0,0,59,10,10,14,0,0,NA,141138,0,NA,0,NA,0,November,2026,2025
A3316900526225003,0,ALASKA VILLAGE ELECTRIC COOP,Togiak,47235.38,NA,6473,499,97999,51371,20824,43436,0,0,18076,0,0,0,205,42,18,34,0,0,NA,258007,0,NA,0,NA,0,November,2026,2025
A3317000526225003,0,ALASKA VILLAGE ELECTRIC COOP,Toksook Bay,35172.46,NA,10463,681,81579,24287,26893,25905,0,0,31498,0,0,0,149,15,13,10,0,0,NA,356311,0,NA,0,NA,0,November,2026,2025
A3316850526225003,0,ALASKA VILLAGE ELECTRIC COOP,Teller,11997.59,NA,3166,176,26058,16099,3168,25048,0,0,5813,0,0,0,69,20,6,18,0,0,NA,77732,0,NA,0,NA,0,November,2026,2025
A3316800526225003,0,ALASKA VILLAGE ELECTRIC COOP,Stebbins,22181.51,NA,20140,612,71825,36475,8259,27141,0,0,11860,0,0,0,143,27,7,19,0,0,NA,170343,0,WIND,164159,NA,0,November,2026,2025
A3316500526225003,0,ALASKA VILLAGE ELECTRIC COOP,Shungnak,23897.44,NA,8439,311,38401,13217,12581,24763,0,0,11882,0,0,0,60,14,9,7,0,0,NA,153386,0,NA,0,NA,0,November,2026,2025
A3316600526225003,0,ALASKA VILLAGE ELECTRIC COOP,St. Mary's,33949.02,NA,26505,969,75266,55219,35277,70879,0,0,36996,0,0,0,178,36,17,19,0,0,NA,514419,0,NA,0,NA,0,November,2026,2025
A3316300526225003,0,ALASKA VILLAGE ELECTRIC COOP,Shaktoolik,15221.31,NA,9891,230,44071,27197,943,19254,0,0,4770,0,0,0,66,17,2,19,0,0,NA,65511,0,WIND,44004,NA,0,November,2026,2025
A3316400526225003,0,ALASKA VILLAGE ELECTRIC COOP,Shishmaref,36178.1,NA,4373,303,65026,36883,8206,41904,0,0,11743,0,0,0,149,21,8,24,0,0,NA,158240,0,NA,0,NA,0,November,2026,2025
A3316200526225003,0,ALASKA VILLAGE ELECTRIC COOP,Shageluk,8538.63,NA,2442,112,19716,12358,6175,7761,0,0,3835,0,0,0,39,6,8,5,0,0,NA,51837,0,NA,0,NA,0,November,2026,2025
A3316100526225003,0,ALASKA VILLAGE ELECTRIC COOP,Selawik,56408.74,NA,2861,479,111757,32402,37072,53790,0,0,18484,0,0,0,167,17,13,20,0,0,NA,248614,0,NA,0,NA,0,November,2026,2025
A3316000526225003,0,ALASKA VILLAGE ELECTRIC COOP,Scammon Bay,32961.94,NA,4469,351,68514,14356,13661,54680,0,0,11867,0,0,0,136,15,8,25,0,0,NA,163117,0,NA,0,NA,0,November,2026,2025
A3315900526225003,0,ALASKA VILLAGE ELECTRIC COOP,Savoonga,41971.85,NA,1789,424,86602,43840,22954,56056,0,0,16189,0,0,0,158,29,7,29,0,0,NA,214588,0,NA,0,NA,0,November,2026,2025
A3315800526225003,0,ALASKA VILLAGE ELECTRIC COOP,Russian Mission,16520.91,NA,2194,195,35936,6692,7096,31024,0,0,6358,0,0,0,77,9,6,8,0,0,NA,86444,0,NA,0,NA,0,November,2026,2025
A3329000526225003,0,ALASKA VILLAGE ELECTRIC COOP,Yakutat,42484.57,NA,8966,1099,124847,194437,33068,68877,0,0,31108,0,0,0,307,131,26,32,0,0,NA,475303,0,NA,0,NA,0,November,2026,2025
A3321200526225003,0,ALASKA VILLAGE ELECTRIC COOP,Kotlik,31257.01,NA,2958,261,63142,29069,17559,48460,0,0,14710,0,0,0,126,19,8,18,0,0,NA,159295,0,NA,0,NA,0,November,2026,2025
A3320900526225003,0,ALASKA VILLAGE ELECTRIC COOP,Kobuk,13208.11,NA,0,379,17943,11274,9766,11564,0,0,0,0,0,0,36,10,3,5,0,0,NA,159295,0,NA,0,NA,0,November,2026,2025
A3320700526225003,0,CITY OF KING COVE,King Cove,0,0,11382,293,79877,118663,73472,3089,0,0,1533,6735.14,0,0,154,121,37,5,0,0,NA,20810,283733,WIND,0,NA,0,November,2026,2025
A3320700626225003,0,CITY OF KING COVE,King Cove,0,0,12313,332,81222,122995,76160,3142,0,0,4345,1471,0,0,154,123,37,5,0,0,NA,56540,273575,WIND,0,NA,0,December,2026,2025
A3321200626225003,0,ALASKA VILLAGE ELECTRIC COOP,Kotlik,34483.54,NA,3305,386,70924,33707,20293,50623,0,0,15980,0,0,0,126,19,8,18,0,0,NA,193346,0,NA,0,NA,0,December,2026,2025
A3329000626225003,0,ALASKA VILLAGE ELECTRIC COOP,Yakutat,47478.39,NA,8128,1147,147466,207056,39735,64426,0,0,36978,0,0,0,307,131,26,32,0,0,NA,529285,0,NA,0,NA,0,December,2026,2025
A3315900626225003,0,ALASKA VILLAGE ELECTRIC COOP,Savoonga,44078.85,NA,1848,470,87619,43765,22224,51732,0,0,15734,0,0,0,158,29,7,29,0,0,NA,210613,0,NA,0,NA,0,December,2026,2025
A3316000626225003,0,ALASKA VILLAGE ELECTRIC COOP,Scammon Bay,33925.16,NA,3805,355,69291,13980,14134,54036,0,0,12051,0,0,0,136,15,8,25,0,0,NA,164589,0,NA,0,NA,0,December,2026,2025
A3316100626225003,0,ALASKA VILLAGE ELECTRIC COOP,Selawik,56852.77,NA,2886,509,128335,34464,36525,55944,0,0,19751,0,0,0,167,17,13,20,0,0,NA,266859,0,NA,0,NA,0,December,2026,2025
A3316200626225003,0,ALASKA VILLAGE ELECTRIC COOP,Shageluk,9691.41,NA,2886,123,23040,12777,6482,8337,0,0,4034,0,0,0,39,6,8,5,0,0,NA,56118,0,NA,0,NA,0,December,2026,2025
