id,identifier,project_code,sales_reporting_name,date,calendar_year,calendar_month,column,raw_value,carry_forward,annual_average,avg_preceding_proceeding,avg_same_month_other_years,manual_override,decision,comment,cleaned_during_energy_stats
"A3315400626225003_powerhouse_consumption_kwh","A3315400626225003","331540","Old Harbor","2025-12-01","2025","12","powerhouse_consumption_kwh","14745","3613","4195","3746","3243","","avg_same_month_other_years","","false"
"A3315400726225003_peak_consumption_kw","A3315400726225003","331540","Old Harbor","2026-01-01","2026","1","peak_consumption_kw","1670","148","461","148","","","avg_preceding_proceeding","","false"
"A3315401126225003_com_facil_sold_to","A3315401126225003","331540","Old Harbor","2026-05-01","2026","5","com_facil_sold_to","0","14800","12260","14800","22833","","avg_same_month_other_years","","false"
"A3315401126225003_govt_facil_sold_to","A3315401126225003","331540","Old Harbor","2026-05-01","2026","5","govt_facil_sold_to","0","13251","10423","13251","11175","","avg_same_month_other_years","","false"
"A3315500426225003_peak_consumption_kw","A3315500426225003","331550","Pilot Station","2025-10-01","2025","10","peak_consumption_kw","894","","548","386","","","avg_preceding_proceeding","","false"
"A3315501126225003_commercial_sold_to","A3315501126225003","331550","Pilot Station","2026-05-01","2026","5","commercial_sold_to","0","20426","19482","20426","19509","","avg_same_month_other_years","","false"
"A3317201126225003_commercial_sold_to","A3317201126225003","331720","Kalskag","2026-05-01","2026","5","commercial_sold_to","0","13307","12856","13307","5520","","avg_same_month_other_years","","false"
"A3317700925225003_unbilled_sold_to","A3317700925225003","331770","Arctic Village","2025-03-01","2025","3","unbilled_sold_to","11124","17710","8634","12548","3904","","raw_value","",""
"A3317701126225003_unbilled_sold_to","A3317701126225003","331770","Arctic Village","2026-05-01","2026","5","unbilled_sold_to","12851","5701","8255","5240","2066","","raw_value","","false"
"A3318001126225003_commercial_sold_to","A3318001126225003","331800","Bethel, Oscarville","2026-05-01","2026","5","commercial_sold_to","0","1694671","1500581","1694671","1268236","","annual_average","","false"
"A3318001126225003_govt_facil_sold_to","A3318001126225003","331800","Bethel, Oscarville","2026-05-01","2026","5","govt_facil_sold_to","0","594983","517406","594983","458590","","annual_average","","false"
"A3318200225225003_solar_kwh_generated","A3318200225225003","331820","Buckland","2024-08-01","2024","8","solar_kwh_generated","36580","","36580","","15000","","avg_same_month_other_years","","false"
"A3318200925225003_solar_kwh_generated","A3318200925225003","331820","Buckland","2025-03-01","2025","3","solar_kwh_generated","34305","","14326","","","","avg_same_month_other_years","","false"
"A3318300921225003_powerhouse_consumption_kwh","A3318300921225003","331830","Central","2021-03-01","2021","3","powerhouse_consumption_kwh","2003","1800","1513","1599","1236","","raw_value","","false"
"A3318501226225003_peak_consumption_kw","A3318501226225003","331850","Chenega Bay","2026-06-01","2026","6","peak_consumption_kw","115","115","115","115","68","","carry_forward","","false"
"A3318700618225003_peak_consumption_kw","A3318700618225003","331870","Chignik Lagoon","2017-12-01","2017","12","peak_consumption_kw","123","82","89","98","38","","raw_value","","false"
"A3318701216225003_peak_consumption_kw","A3318701216225003","331870","Chignik Lagoon","2016-06-01","2016","6","peak_consumption_kw","121","75","89","97","21","","raw_value","","false"
"A3318900127225003_com_facil_sold_to","A3318900127225003","331890","Chitina","2026-07-01","2026","7","com_facil_sold_to","3593","2738","2733","2738","1125","","raw_value","","false"
"A3318900127225003_fuel_used_gallons","A3318900127225003","331890","Chitina","2026-07-01","2026","7","fuel_used_gallons","6495","3156","3427","3156","3507","","avg_same_month_other_years","","false"
"A3318900127225003_peak_consumption_kw","A3318900127225003","331890","Chitina","2026-07-01","2026","7","peak_consumption_kw","199","127","114","127","113","","raw_value","","false"
"A3319101126225003_fuel_used_gallons","A3319101126225003","331910","Clark's Point","2026-05-01","2026","5","fuel_used_gallons","0","","1712","0","2532","","avg_same_month_other_years","","false"
"A3319101226225003_fuel_used_gallons","A3319101226225003","331910","Clark's Point","2026-06-01","2026","6","fuel_used_gallons","0","0","1712","0","2507","","avg_same_month_other_years","","false"
"A3319200127225003_commercial_customers","A3319200127225003","331920","Cordova, Eyak","2026-07-01","2026","7","commercial_customers","48","659","539","659","652","","carry_forward","","false"
"A3319200127225003_residential_customers","A3319200127225003","331920","Cordova, Eyak","2026-07-01","2026","7","residential_customers","750","1000","856","1000","903","","carry_forward","","false"
"A3319200617225003_govt_facil_sold_to","A3319200617225003","331920","Cordova, Eyak","2016-12-01","2016","12","govt_facil_sold_to","252170","212205","152056","234803","143015","","raw_value","","false"
"A3319300120225003_commercial_sold_to","A3319300120225003","331930","Diomede","2019-07-01","2019","7","commercial_sold_to","32595","","18516","4633","15574","","avg_same_month_other_years","","false"
"A3319300122225003_unbilled_sold_to","A3319300122225003","331930","Diomede","2021-07-01","2021","7","unbilled_sold_to","4556","0","1814","0","1924","","annual_average","","false"
"A3319300218225003_peak_consumption_kw","A3319300218225003","331930","Diomede","2017-08-01","2017","8","peak_consumption_kw","179","93","123","101","79","","annual_average","","false"
"A3319300322225003_unbilled_sold_to","A3319300322225003","331930","Diomede","2021-09-01","2021","9","unbilled_sold_to","7671","0","1814","907","1677","","annual_average","","false"
"A3319300418225003_com_facil_sold_to","A3319300418225003","331930","Diomede","2017-10-01","2017","10","com_facil_sold_to","14810","1755","3601","1462","1049","","annual_average","","false"
"A3319300623225003_unbilled_sold_to","A3319300623225003","331930","Diomede","2022-12-01","2022","12","unbilled_sold_to","3837","0","1444","2018","2106","","annual_average","","false"
"A3319300718225003_powerhouse_consumption_kwh","A3319300718225003","331930","Diomede","2018-01-01","2018","1","powerhouse_consumption_kwh","15022","3041","6949","2881","3759","","avg_preceding_proceeding","","false"
"A3319300723225003_unbilled_sold_to","A3319300723225003","331930","Diomede","2023-01-01","2023","1","unbilled_sold_to","4035","3837","1860","2481","1644","","annual_average","","false"
"A3319300918225003_unbilled_sold_to","A3319300918225003","331930","Diomede","2018-03-01","2018","3","unbilled_sold_to","4464","1619","2405","1544","1480","","avg_preceding_proceeding","","false"
"A3319301118225003_govt_facil_sold_to","A3319301118225003","331930","Diomede","2018-05-01","2018","5","govt_facil_sold_to","476","521","550","536","289","","raw_value","","false"
"A3319301218225003_unbilled_sold_to","A3319301218225003","331930","Diomede","2018-06-01","2018","6","unbilled_sold_to","4201","1573","2405","1704","1380","","avg_preceding_proceeding","","false"
"A3319501126225003_com_facil_sold_to","A3319501126225003","331950","Ekwok","2026-05-01","2026","5","com_facil_sold_to","0","4811","1809","4811","9696","","annual_average","","false"
"A3319501126225003_govt_facil_sold_to","A3319501126225003","331950","Ekwok","2026-05-01","2026","5","govt_facil_sold_to","0","9865","6536","9865","7452","","avg_same_month_other_years","","false"
"A3320101226225003_govt_facil_sold_to","A3320101226225003","332010","Gustavus","2026-06-01","2026","6","govt_facil_sold_to","109314","122707","121806","122707","36551","","raw_value","","false"
"A3320101226225003_total_kwh_purchased","A3320101226225003","332010","Gustavus","2026-06-01","2026","6","total_kwh_purchased","371393","330489","266678","330489","19952","","raw_value","","false"
"A3320400626225003_fuel_used_gallons","A3320400626225003","332040","Igiugig","2025-12-01","2025","12","fuel_used_gallons","3380","2001","2092","2722","2424","","raw_value","","false"
"A3320500127225003_peak_consumption_kw","A3320500127225003","332050","Iliamna, Newhalen, Nondalton","2026-07-01","2026","7","peak_consumption_kw","1275","554","702","554","580","","raw_value","","false"
"A3320600222225003_powerhouse_consumption_kwh","A3320600222225003","332060","Deering","2021-08-01","2021","8","powerhouse_consumption_kwh","22","2363","1881","1190","2700","","avg_same_month_other_years","","false"
"A3320600322225003_powerhouse_consumption_kwh","A3320600322225003","332060","Deering","2021-09-01","2021","9","powerhouse_consumption_kwh","16","22","1881","22","2316","","avg_same_month_other_years","","false"
"A3320600422225003_powerhouse_consumption_kwh","A3320600422225003","332060","Deering","2021-10-01","2021","10","powerhouse_consumption_kwh","23","16","1881","1487","2551","","avg_same_month_other_years","","false"
"A3320700126225003_commercial_customers","A3320700126225003","332070","King Cove","2025-07-01","2025","7","commercial_customers","121","","121","121","208","","raw_value","","false"
"A3320700226225003_commercial_customers","A3320700226225003","332070","King Cove","2025-08-01","2025","8","commercial_customers","121","121","121","121","208","","raw_value","","false"
"A3320700326225003_commercial_customers","A3320700326225003","332070","King Cove","2025-09-01","2025","9","commercial_customers","121","121","121","121","209","","raw_value","","false"
"A3320700426225003_commercial_customers","A3320700426225003","332070","King Cove","2025-10-01","2025","10","commercial_customers","121","121","121","121","210","","raw_value","","false"
"A3320700526225003_commercial_customers","A3320700526225003","332070","King Cove","2025-11-01","2025","11","commercial_customers","121","121","121","122","209","","raw_value","","false"
"A3320700626225003_commercial_customers","A3320700626225003","332070","King Cove","2025-12-01","2025","12","commercial_customers","123","121","121","122","208","","raw_value","","false"
"A3320700726225003_commercial_customers","A3320700726225003","332070","King Cove","2026-01-01","2026","1","commercial_customers","123","123","132","123","208","","raw_value","","false"
"A3320700826225003_commercial_customers","A3320700826225003","332070","King Cove","2026-02-01","2026","2","commercial_customers","123","123","132","123","208","","raw_value","","false"
"A3320700926225003_commercial_customers","A3320700926225003","332070","King Cove","2026-03-01","2026","3","commercial_customers","123","123","132","123","208","","raw_value","","false"
"A3320701026225003_commercial_customers","A3320701026225003","332070","King Cove","2026-04-01","2026","4","commercial_customers","123","123","132","135","208","","raw_value","","false"
"A3320701126225003_commercial_customers","A3320701126225003","332070","King Cove","2026-05-01","2026","5","commercial_customers","147","123","132","138","210","","carry_forward","","false"
"A3320901126225003_commercial_sold_to","A3320901126225003","332090","Kobuk","2026-05-01","2026","5","commercial_sold_to","0","11591","10226","11591","6780","","avg_same_month_other_years","","false"
"A3321201126225003_commercial_sold_to","A3321201126225003","332120","Kotlik","2026-05-01","2026","5","commercial_sold_to","0","32159","28050","32159","24310","","avg_preceding_proceeding","","false"
"A3321201126225003_govt_facil_sold_to","A3321201126225003","332120","Kotlik","2026-05-01","2026","5","govt_facil_sold_to","0","50941","44026","50941","46814","","avg_same_month_other_years","","false"
"A3321201126225003_peak_consumption_kw","A3321201126225003","332120","Kotlik","2026-05-01","2026","5","peak_consumption_kw","230","381","363","381","","","raw_value","","false"
"A3321900818225003_commercial_sold_to","A3321900818225003","332190","Lime Village","2018-02-01","2018","2","commercial_sold_to","3275","","1528","","1403","","raw_value","","false"
"A3322801226225003_commercial_sold_to","A3322801226225003","332280","Naknek, South Naknek, King Salmon","2026-06-01","2026","6","commercial_sold_to","2373551","1083349","841721","1083349","2163327","","raw_value","","false"
"A3322801226225003_diesel_kwh_generated","A3322801226225003","332280","Naknek, South Naknek, King Salmon","2026-06-01","2026","6","diesel_kwh_generated","3112267","1866053","1660529","1866053","3040311","","raw_value","","false"
"A3322801226225003_fuel_used_gallons","A3322801226225003","332280","Naknek, South Naknek, King Salmon","2026-06-01","2026","6","fuel_used_gallons","224788","124690","116645","124690","210895","","raw_value","","false"
"A3322801226225003_peak_consumption_kw","A3322801226225003","332280","Naknek, South Naknek, King Salmon","2026-06-01","2026","6","peak_consumption_kw","13100","2058","4037","2058","10014","","raw_value","","false"
"A3323200117225003_peak_consumption_kw","A3323200117225003","332320","Nelson Lagoon","2016-07-01","2016","7","peak_consumption_kw","720","720","720","720","5782","70","manual_override","","false"
"A3323200127225003_commercial_sold_to","A3323200127225003","332320","Nelson Lagoon","2026-07-01","2026","7","commercial_sold_to","24504","19778","11735","19778","8148","","raw_value","","false"
"A3323200127225003_fuel_used_gallons","A3323200127225003","332320","Nelson Lagoon","2026-07-01","2026","7","fuel_used_gallons","3797","3225","3561","3225","2453","","raw_value","","false"
"A3323200127225003_peak_consumption_kw","A3323200127225003","332320","Nelson Lagoon","2026-07-01","2026","7","peak_consumption_kw","100","96","67","96","5906","","raw_value","","false"
"A3323200217225003_peak_consumption_kw","A3323200217225003","332320","Nelson Lagoon","2016-08-01","2016","8","peak_consumption_kw","720","720","720","720","7202","70","manual_override","","false"
"A3323200317225003_peak_consumption_kw","A3323200317225003","332320","Nelson Lagoon","2016-09-01","2016","9","peak_consumption_kw","720","720","720","720","5419","70","manual_override","","false"
"A3323200326225003_peak_consumption_kw","A3323200326225003","332320","Nelson Lagoon","2025-09-01","2025","9","peak_consumption_kw","70","7202","4823","3634","5582","69","manual_override","","false"
"A3323200417225003_peak_consumption_kw","A3323200417225003","332320","Nelson Lagoon","2016-10-01","2016","10","peak_consumption_kw","720","720","720","720","5418","70","manual_override","","false"
"A3323200426225003_peak_consumption_kw","A3323200426225003","332320","Nelson Lagoon","2025-10-01","2025","10","peak_consumption_kw","65","70","4823","66","5582","70","raw_value","","false"
"A3323200517225003_peak_consumption_kw","A3323200517225003","332320","Nelson Lagoon","2016-11-01","2016","11","peak_consumption_kw","720","720","720","720","5417","70","manual_override","","false"
"A3323200526225003_peak_consumption_kw","A3323200526225003","332320","Nelson Lagoon","2025-11-01","2025","11","peak_consumption_kw","63","65","4823","66","5582","3","raw_value","","false"
"A3323200616225003_peak_consumption_kw","A3323200616225003","332320","Nelson Lagoon","2015-12-01","2015","12","peak_consumption_kw","720","","720","720","4479","70","manual_override","","false"
"A3323200617225003_peak_consumption_kw","A3323200617225003","332320","Nelson Lagoon","2016-12-01","2016","12","peak_consumption_kw","720","720","720","720","4479","70","manual_override","","false"
"A3323200626225003_peak_consumption_kw","A3323200626225003","332320","Nelson Lagoon","2025-12-01","2025","12","peak_consumption_kw","67","63","4823","68","4609","70","raw_value","","false"
"A3323200716225003_peak_consumption_kw","A3323200716225003","332320","Nelson Lagoon","2016-01-01","2016","1","peak_consumption_kw","720","720","720","720","4480","70","manual_override","","false"
"A3323200717225003_peak_consumption_kw","A3323200717225003","332320","Nelson Lagoon","2017-01-01","2017","1","peak_consumption_kw","720","720","720","720","4480","70","manual_override","","false"
"A3323200726225003_peak_consumption_kw","A3323200726225003","332320","Nelson Lagoon","2026-01-01","2026","1","peak_consumption_kw","72","67","67","62","4609","70","raw_value","","false"
"A3323200816225003_peak_consumption_kw","A3323200816225003","332320","Nelson Lagoon","2016-02-01","2016","2","peak_consumption_kw","720","720","720","720","4931","70","manual_override","","false"
"A3323200817225003_peak_consumption_kw","A3323200817225003","332320","Nelson Lagoon","2017-02-01","2017","2","peak_consumption_kw","720","720","720","720","4931","70","manual_override","","false"
"A3323200826225003_peak_consumption_kw","A3323200826225003","332320","Nelson Lagoon","2026-02-01","2026","2","peak_consumption_kw","57","72","67","56","5041","","raw_value","","false"
"A3323200916225003_peak_consumption_kw","A3323200916225003","332320","Nelson Lagoon","2016-03-01","2016","3","peak_consumption_kw","720","720","720","720","4928","70","manual_override","","false"
"A3323200917225003_peak_consumption_kw","A3323200917225003","332320","Nelson Lagoon","2017-03-01","2017","3","peak_consumption_kw","720","720","720","720","4928","70","manual_override","","false"
