id,identifier,project_code,sales_reporting_name,date,calendar_year,calendar_month,column,raw_value,carry_forward,annual_average,avg_preceding_proceeding,avg_same_month_other_years,manual_override,decision,comment,cleaned_during_energy_stats
"A3323200926225003_peak_consumption_kw","A3323200926225003","332320","Nelson Lagoon","2026-03-01","2026","3","peak_consumption_kw","40","57","67","50","5041","","raw_value","","false"
"A3323201016225003_peak_consumption_kw","A3323201016225003","332320","Nelson Lagoon","2016-04-01","2016","4","peak_consumption_kw","720","720","720","720","5253","70","manual_override","","false"
"A3323201017225003_peak_consumption_kw","A3323201017225003","332320","Nelson Lagoon","2017-04-01","2017","4","peak_consumption_kw","720","720","720","720","5253","70","manual_override","","false"
"A3323201026225003_peak_consumption_kw","A3323201026225003","332320","Nelson Lagoon","2026-04-01","2026","4","peak_consumption_kw","42","40","67","50","5350","","raw_value","","false"
"A3323201116225003_peak_consumption_kw","A3323201116225003","332320","Nelson Lagoon","2016-05-01","2016","5","peak_consumption_kw","720","720","720","720","5256","69","manual_override","","false"
"A3323201117225003_peak_consumption_kw","A3323201117225003","332320","Nelson Lagoon","2017-05-01","2017","5","peak_consumption_kw","720","720","720","720","5256","69","manual_override","","false"
"A3323201126225003_peak_consumption_kw","A3323201126225003","332320","Nelson Lagoon","2026-05-01","2026","5","peak_consumption_kw","61","42","67","69","5350","","raw_value","","false"
"A3323201216225003_peak_consumption_kw","A3323201216225003","332320","Nelson Lagoon","2016-06-01","2016","6","peak_consumption_kw","720","720","720","720","5261","70","manual_override","","false"
"A3323201217225003_peak_consumption_kw","A3323201217225003","332320","Nelson Lagoon","2017-06-01","2017","6","peak_consumption_kw","720","720","720","720","5261","70","manual_override","","false"
"A3323201226225003_peak_consumption_kw","A3323201226225003","332320","Nelson Lagoon","2026-06-01","2026","6","peak_consumption_kw","96","61","67","80","5350","","raw_value","","false"
"A3323300726225003_powerhouse_consumption_kwh","A3323300726225003","332330","Nikolai","2026-01-01","2026","1","powerhouse_consumption_kwh","3886","","2046","1963","1718","","raw_value","","false"
"A3323401126225003_commercial_customers","A3323401126225003","332340","Nome","2026-05-01","2026","5","commercial_customers","381","360","366","370","316","","raw_value","","false"
"A3323401226225003_commercial_customers","A3323401226225003","332340","Nome","2026-06-01","2026","6","commercial_customers","381","381","366","381","315","","raw_value","","false"
"A3323900321225003_powerhouse_consumption_kwh","A3323900321225003","332390","Point Hope","2020-09-01","2020","9","powerhouse_consumption_kwh","37860","30395","27153","31855","23632","","raw_value","","false"
"A3323900916225003_powerhouse_consumption_kwh","A3323900916225003","332390","Point Hope","2016-03-01","2016","3","powerhouse_consumption_kwh","39162","20652","23965","20908","23503","","raw_value","","false"
"A3324300124225003_powerhouse_consumption_kwh","A3324300124225003","332430","Dillingham, Aleknagik","2023-07-01","2023","7","powerhouse_consumption_kwh","86084","40421","48478","52803","70527","","raw_value","","false"
"A3324300126225003_powerhouse_consumption_kwh","A3324300126225003","332430","Dillingham, Aleknagik","2025-07-01","2025","7","powerhouse_consumption_kwh","86143","41923","47818","50996","70521","","raw_value","","false"
"A3324300826225003_residential_customers","A3324300826225003","332430","Dillingham, Aleknagik","2026-02-01","2026","2","residential_customers","829","941","880","882","964","","carry_forward","","false"
"A3324300926225003_residential_customers","A3324300926225003","332430","Dillingham, Aleknagik","2026-03-01","2026","3","residential_customers","822","829","880","878","964","941","manual_override","","false"
"A3324301126225003_residential_customers","A3324301126225003","332430","Dillingham, Aleknagik","2026-05-01","2026","5","residential_customers","825","926","880","932","973","","carry_forward","","false"
"A3324600122225003_fuel_used_gallons","A3324600122225003","332460","Pelican","2021-07-01","2021","7","fuel_used_gallons","350","","1072","57","0","","raw_value","","false"
"A3324600225225003_fuel_used_gallons","A3324600225225003","332460","Pelican","2024-08-01","2024","8","fuel_used_gallons","1769","0","847","0","38","","raw_value","","false"
"A3324600323225003_fuel_used_gallons","A3324600323225003","332460","Pelican","2022-09-01","2022","9","fuel_used_gallons","697","0","2001","1593","72","","raw_value","","false"
"A3324600422225003_fuel_used_gallons","A3324600422225003","332460","Pelican","2021-10-01","2021","10","fuel_used_gallons","856","115","1072","70","967","","raw_value","","false"
"A3324600423225003_fuel_used_gallons","A3324600423225003","332460","Pelican","2022-10-01","2022","10","fuel_used_gallons","3186","697","2001","4376","384","","raw_value","","false"
"A3324600425225003_fuel_used_gallons","A3324600425225003","332460","Pelican","2024-10-01","2024","10","fuel_used_gallons","682","0","847","150","1010","","raw_value","","false"
"A3324600523225003_fuel_used_gallons","A3324600523225003","332460","Pelican","2022-11-01","2022","11","fuel_used_gallons","8054","3186","2001","5516","65","","raw_value","","false"
"A3324600622225003_fuel_used_gallons","A3324600622225003","332460","Pelican","2021-12-01","2021","12","fuel_used_gallons","5027","24","1072","1742","2321","","raw_value","","false"
"A3324600623225003_fuel_used_gallons","A3324600623225003","332460","Pelican","2022-12-01","2022","12","fuel_used_gallons","7847","8054","2001","7803","1616","","raw_value","","false"
"A3324600625225003_fuel_used_gallons","A3324600625225003","332460","Pelican","2024-12-01","2024","12","fuel_used_gallons","1436","301","847","1545","3218","","raw_value","","false"
"A3324600722225003_fuel_used_gallons","A3324600722225003","332460","Pelican","2022-01-01","2022","1","fuel_used_gallons","3461","5027","2001","2514","3450","","raw_value","","false"
"A3324600723225003_fuel_used_gallons","A3324600723225003","332460","Pelican","2023-01-01","2023","1","fuel_used_gallons","7552","7847","1604","5292","2428","","raw_value","","false"
"A3324600724225003_fuel_used_gallons","A3324600724225003","332460","Pelican","2024-01-01","2024","1","fuel_used_gallons","3461","0","847","296","3450","","raw_value","","false"
"A3324600725225003_fuel_used_gallons","A3324600725225003","332460","Pelican","2025-01-01","2025","1","fuel_used_gallons","2789","1436","1419","2779","3618","","raw_value","","false"
"A3324600823225003_fuel_used_gallons","A3324600823225003","332460","Pelican","2023-02-01","2023","2","fuel_used_gallons","2738","7552","1604","5736","1178","","raw_value","","false"
"A3324600824225003_fuel_used_gallons","A3324600824225003","332460","Pelican","2024-02-01","2024","2","fuel_used_gallons","592","3461","847","2666","1715","","raw_value","","false"
"A3324600825225003_fuel_used_gallons","A3324600825225003","332460","Pelican","2025-02-01","2025","2","fuel_used_gallons","4122","2789","1419","2171","832","","raw_value","","false"
"A3324600923225003_fuel_used_gallons","A3324600923225003","332460","Pelican","2023-03-01","2023","3","fuel_used_gallons","3920","2738","1604","2738","866","","raw_value","","false"
"A3324600924225003_fuel_used_gallons","A3324600924225003","332460","Pelican","2024-03-01","2024","3","fuel_used_gallons","1871","592","847","296","1378","","raw_value","","false"
"A3324600925225003_fuel_used_gallons","A3324600925225003","332460","Pelican","2025-03-01","2025","3","fuel_used_gallons","1553","4122","1419","2061","1457","","raw_value","","false"
"A3324601022225003_fuel_used_gallons","A3324601022225003","332460","Pelican","2022-04-01","2022","4","fuel_used_gallons","727","38","2001","19","0","","raw_value","","false"
"A3324700519225003_diesel_kwh_generated","A3324700519225003","332470","Perryville","2018-11-01","2018","11","diesel_kwh_generated","116640","","116640","","36826","","avg_same_month_other_years","","false"
"A3324700620225003_peak_consumption_kw","A3324700620225003","332470","Perryville","2019-12-01","2019","12","peak_consumption_kw","101","","101","99","","","raw_value","","false"
"A3324700719225003_diesel_kwh_generated","A3324700719225003","332470","Perryville","2019-01-01","2019","1","diesel_kwh_generated","107040","","63320","112560","40959","","avg_same_month_other_years","","false"
"A3324700720225003_peak_consumption_kw","A3324700720225003","332470","Perryville","2020-01-01","2020","1","peak_consumption_kw","99","101","17","51","","","raw_value","","false"
"A3324700819225003_diesel_kwh_generated","A3324700819225003","332470","Perryville","2019-02-01","2019","2","diesel_kwh_generated","112560","107040","63320","104960","43044","","avg_same_month_other_years","","false"
"A3324700919225003_diesel_kwh_generated","A3324700919225003","332470","Perryville","2019-03-01","2019","3","diesel_kwh_generated","102880","112560","63320","112560","38565","","avg_same_month_other_years","","false"
"A3325000117225003_peak_consumption_kw","A3325000117225003","332500","Port Heiden","2016-07-01","2016","7","peak_consumption_kw","301","53","266","177","160","","raw_value","","false"
"A3325000118225003_peak_consumption_kw","A3325000118225003","332500","Port Heiden","2017-07-01","2017","7","peak_consumption_kw","718","257","387","488","100","","raw_value","","false"
"A3325000124225003_diesel_kwh_generated","A3325000124225003","332500","Port Heiden","2023-07-01","2023","7","diesel_kwh_generated","127213","","117871","137712","37348","","avg_same_month_other_years","","false"
"A3325000124225003_fuel_used_gallons","A3325000124225003","332500","Port Heiden","2023-07-01","2023","7","fuel_used_gallons","10910","","9766","12134","3208","","avg_same_month_other_years","","false"
"A3325000217225003_peak_consumption_kw","A3325000217225003","332500","Port Heiden","2016-08-01","2016","8","peak_consumption_kw","301","301","266","301","161","","raw_value","","false"
"A3325000218225003_peak_consumption_kw","A3325000218225003","332500","Port Heiden","2017-08-01","2017","8","peak_consumption_kw","718","718","387","718","102","","raw_value","","false"
"A3325000224225003_diesel_kwh_generated","A3325000224225003","332500","Port Heiden","2023-08-01","2023","8","diesel_kwh_generated","137712","127213","117871","83275","43039","","avg_same_month_other_years","","false"
"A3325000224225003_fuel_used_gallons","A3325000224225003","332500","Port Heiden","2023-08-01","2023","8","fuel_used_gallons","12134","10910","9766","7018","3373","","avg_same_month_other_years","","false"
"A3325000317225003_peak_consumption_kw","A3325000317225003","332500","Port Heiden","2016-09-01","2016","9","peak_consumption_kw","301","301","266","301","162","","raw_value","","false"
"A3325000318225003_peak_consumption_kw","A3325000318225003","332500","Port Heiden","2017-09-01","2017","9","peak_consumption_kw","718","718","387","718","103","","raw_value","","false"
"A3325000417225003_peak_consumption_kw","A3325000417225003","332500","Port Heiden","2016-10-01","2016","10","peak_consumption_kw","301","301","266","301","181","","raw_value","","false"
"A3325000418225003_peak_consumption_kw","A3325000418225003","332500","Port Heiden","2017-10-01","2017","10","peak_consumption_kw","718","718","387","382","112","","raw_value","","false"
"A3325000517225003_peak_consumption_kw","A3325000517225003","332500","Port Heiden","2016-11-01","2016","11","peak_consumption_kw","301","301","266","301","75","","raw_value","","false"
"A3325000521225003_com_facil_sold_to","A3325000521225003","332500","Port Heiden","2020-11-01","2020","11","com_facil_sold_to","13415","4714","4527","5178","4954","","raw_value","","false"
"A3325000525225003_commercial_sold_to","A3325000525225003","332500","Port Heiden","2024-11-01","2024","11","commercial_sold_to","23902","4819","12201","6056","10036","","avg_same_month_other_years","","false"
"A3325000617225003_peak_consumption_kw","A3325000617225003","332500","Port Heiden","2016-12-01","2016","12","peak_consumption_kw","301","301","266","301","90","","raw_value","","false"
"A3325000620225003_com_facil_sold_to","A3325000620225003","332500","Port Heiden","2019-12-01","2019","12","com_facil_sold_to","10131","4287","4658","3715","4956","","raw_value","","false"
"A3325000717225003_peak_consumption_kw","A3325000717225003","332500","Port Heiden","2017-01-01","2017","1","peak_consumption_kw","301","301","387","301","75","","raw_value","","false"
"A3325000723225003_commercial_sold_to","A3325000723225003","332500","Port Heiden","2023-01-01","2023","1","commercial_sold_to","39511","7083","12352","7083","10724","","avg_same_month_other_years","","false"
"A3325000726225003_com_facil_sold_to","A3325000726225003","332500","Port Heiden","2026-01-01","2026","1","com_facil_sold_to","9572","4086","3603","3387","4577","","raw_value","","false"
"A3325000817225003_peak_consumption_kw","A3325000817225003","332500","Port Heiden","2017-02-01","2017","2","peak_consumption_kw","301","301","387","301","83","","raw_value","","false"
"A3325000824225003_commercial_sold_to","A3325000824225003","332500","Port Heiden","2024-02-01","2024","2","commercial_sold_to","22729","","12201","","8669","","avg_same_month_other_years","","false"
"A3325000824225003_govt_facil_sold_to","A3325000824225003","332500","Port Heiden","2024-02-01","2024","2","govt_facil_sold_to","42180","","14339","","15580","","avg_same_month_other_years","","false"
"A3325000824225003_residential_sold_to","A3325000824225003","332500","Port Heiden","2024-02-01","2024","2","residential_sold_to","38156","","19963","","15578","","avg_same_month_other_years","","false"
"A3325000917225003_peak_consumption_kw","A3325000917225003","332500","Port Heiden","2017-03-01","2017","3","peak_consumption_kw","301","301","387","279","77","","raw_value","","false"
"A3325000923225003_commercial_sold_to","A3325000923225003","332500","Port Heiden","2023-03-01","2023","3","commercial_sold_to","19475","","12352","9166","8349","","avg_same_month_other_years","","false"
"A3325000923225003_govt_facil_sold_to","A3325000923225003","332500","Port Heiden","2023-03-01","2023","3","govt_facil_sold_to","47323","","11204","12592","12363","","avg_preceding_proceeding","","false"
"A3325001019225003_peak_consumption_kw","A3325001019225003","332500","Port Heiden","2019-04-01","2019","4","peak_consumption_kw","470","40","93","40","107","","avg_preceding_proceeding","","false"
"A3325001023225003_diesel_kwh_generated","A3325001023225003","332500","Port Heiden","2023-04-01","2023","4","diesel_kwh_generated","347100","","117871","","51995","","avg_same_month_other_years","","false"
"A3325001023225003_fuel_used_gallons","A3325001023225003","332500","Port Heiden","2023-04-01","2023","4","fuel_used_gallons","27720","","9766","","3880","","avg_same_month_other_years","","false"
"A3325001023225003_powerhouse_consumption_kwh","A3325001023225003","332500","Port Heiden","2023-04-01","2023","4","powerhouse_consumption_kwh","9656","","3628","","2531","","avg_same_month_other_years","","false"
"A3325100127225003_govt_facil_sold_to","A3325100127225003","332510","Kongiganak","2026-07-01","2026","7","govt_facil_sold_to","7719","270","2273","270","251","","avg_same_month_other_years","","false"
"A3325900926225003_peak_consumption_kw","A3325900926225003","332590","Port Alsworth","2026-03-01","2026","3","peak_consumption_kw","600","241","359","420","174","","avg_same_month_other_years","","false"
"A3325901026225003_peak_consumption_kw","A3325901026225003","332590","Port Alsworth","2026-04-01","2026","4","peak_consumption_kw","600","600","359","408","165","","avg_same_month_other_years","","false"
"A3326500227225003_commercial_sold_to","A3326500227225003","332650","Angoon","2026-08-01","2026","8","commercial_sold_to","90320","88260","62791","88260","43878","","raw_value","","false"
"A3327401226225003_fuel_used_gallons","A3327401226225003","332740","Nikolski","2026-06-01","2026","6","fuel_used_gallons","3151","2962","3132","2962","1859","","raw_value","","false"
"A3328700716225003_govt_facil_sold_to","A3328700716225003","332870","Newtok","2016-01-01","2016","1","govt_facil_sold_to","1132","489","381","592","549","","raw_value","","false"
"A3328701126225003_diesel_kwh_generated","A3328701126225003","332870","Newtok","2026-05-01","2026","5","diesel_kwh_generated","123496","123496","112033","92622","53389","","raw_value","","false"
"A3328701126225003_fuel_used_gallons","A3328701126225003","332870","Newtok","2026-05-01","2026","5","fuel_used_gallons","12648","12648","11010","9486","5598","","raw_value","","false"
"A3328701126225003_peak_consumption_kw","A3328701126225003","332870","Newtok","2026-05-01","2026","5","peak_consumption_kw","240","240","212","219","93","","raw_value","","false"
"A3328701226225003_peak_consumption_kw","A3328701226225003","332870","Newtok","2026-06-01","2026","6","peak_consumption_kw","198","240","212","240","85","","raw_value","","false"
"A3329000526225003_fuel_used_gallons","A3329000526225003","332900","Yakutat","2025-11-01","2025","11","fuel_used_gallons","0","38978","29554","19489","31219","","raw_value","",""
"A3329000626225003_fuel_used_gallons","A3329000626225003","332900","Yakutat","2025-12-01","2025","12","fuel_used_gallons","0","0","29554","0","32264","","raw_value","",""
"A3329000726225003_fuel_used_gallons","A3329000726225003","332900","Yakutat","2026-01-01","2026","1","fuel_used_gallons","0","0","0","0","32930","","raw_value","",""
"A3329000826225003_fuel_used_gallons","A3329000826225003","332900","Yakutat","2026-02-01","2026","2","fuel_used_gallons","0","0","0","0","32358","","raw_value","",""
"A3329000926225003_fuel_used_gallons","A3329000926225003","332900","Yakutat","2026-03-01","2026","3","fuel_used_gallons","0","0","0","0","34557","","raw_value","",""
"A3329001026225003_fuel_used_gallons","A3329001026225003","332900","Yakutat","2026-04-01","2026","4","fuel_used_gallons","0","0","0","0","37107","","raw_value","",""
