id,identifier,project_code,sales_reporting_name,date,calendar_year,calendar_month,column,raw_value,source
A3319900917225003_govt_facil_sold_to,A3319900917225003,331990,Galena,2017-03-01,2017,3,govt_facil_sold_to,87679,outlier_check
A3319901123225003_commercial_customers,A3319901123225003,331990,Galena,2023-05-01,2023,5,commercial_customers,354,outlier_check
A3313200216225003_powerhouse_consumption_kwh,A3313200216225003,331320,Gambell,2015-08-01,2015,8,powerhouse_consumption_kwh,16874,outlier_check
A3313200316225003_powerhouse_consumption_kwh,A3313200316225003,331320,Gambell,2015-09-01,2015,9,powerhouse_consumption_kwh,25142,outlier_check
A3313200416225003_powerhouse_consumption_kwh,A3313200416225003,331320,Gambell,2015-10-01,2015,10,powerhouse_consumption_kwh,17600,outlier_check
A3313200217225003_powerhouse_consumption_kwh,A3313200217225003,331320,Gambell,2016-08-01,2016,8,powerhouse_consumption_kwh,23329,outlier_check
A3313200217225003_residential_customers,A3313200217225003,331320,Gambell,2016-08-01,2016,8,residential_customers,110,outlier_check
A3313200317225003_powerhouse_consumption_kwh,A3313200317225003,331320,Gambell,2016-09-01,2016,9,powerhouse_consumption_kwh,19889,outlier_check
A3313200417225003_residential_customers,A3313200417225003,331320,Gambell,2016-10-01,2016,10,residential_customers,110,outlier_check
A3313200517225003_residential_customers,A3313200517225003,331320,Gambell,2016-11-01,2016,11,residential_customers,111,outlier_check
A3313200717225003_residential_customers,A3313200717225003,331320,Gambell,2017-01-01,2017,1,residential_customers,109,outlier_check
A3313200817225003_residential_customers,A3313200817225003,331320,Gambell,2017-02-01,2017,2,residential_customers,109,outlier_check
A3313200618225003_powerhouse_consumption_kwh,A3313200618225003,331320,Gambell,2017-12-01,2017,12,powerhouse_consumption_kwh,13507,outlier_check
A3313200718225003_powerhouse_consumption_kwh,A3313200718225003,331320,Gambell,2018-01-01,2018,1,powerhouse_consumption_kwh,13837,outlier_check
A3313200319225003_powerhouse_consumption_kwh,A3313200319225003,331320,Gambell,2018-09-01,2018,9,powerhouse_consumption_kwh,12385,outlier_check
A3313200419225003_powerhouse_consumption_kwh,A3313200419225003,331320,Gambell,2018-10-01,2018,10,powerhouse_consumption_kwh,13270,outlier_check
A3313200820225003_powerhouse_consumption_kwh,A3313200820225003,331320,Gambell,2020-02-01,2020,2,powerhouse_consumption_kwh,12581,outlier_check
A3313200522225003_powerhouse_consumption_kwh,A3313200522225003,331320,Gambell,2021-11-01,2021,11,powerhouse_consumption_kwh,11783,outlier_check
A3313200622225003_powerhouse_consumption_kwh,A3313200622225003,331320,Gambell,2021-12-01,2021,12,powerhouse_consumption_kwh,12217,outlier_check
A3313200223225003_powerhouse_consumption_kwh,A3313200223225003,331320,Gambell,2022-08-01,2022,8,powerhouse_consumption_kwh,11444,outlier_check
A3313200623225003_fuel_used_gallons,A3313200623225003,331320,Gambell,2022-12-01,2022,12,fuel_used_gallons,-9658,outlier_check
A3313200626225003_commercial_sold_to,A3313200626225003,331320,Gambell,2025-12-01,2025,12,commercial_sold_to,42593,outlier_check
A3313200726225003_commercial_sold_to,A3313200726225003,331320,Gambell,2026-01-01,2026,1,commercial_sold_to,50264,outlier_check
A3313200826225003_commercial_sold_to,A3313200826225003,331320,Gambell,2026-02-01,2026,2,commercial_sold_to,47117,outlier_check
A3313200926225003_commercial_sold_to,A3313200926225003,331320,Gambell,2026-03-01,2026,3,commercial_sold_to,49241,outlier_check
A3313201026225003_commercial_sold_to,A3313201026225003,331320,Gambell,2026-04-01,2026,4,commercial_sold_to,43828,outlier_check
A3313201126225003_govt_facil_sold_to,A3313201126225003,331320,Gambell,2026-05-01,2026,5,govt_facil_sold_to,0,outlier_check
A3320001217225003_unbilled_sold_to,A3320001217225003,332000,Golovin,2017-06-01,2017,6,unbilled_sold_to,5557,outlier_check
A3320000118225003_unbilled_sold_to,A3320000118225003,332000,Golovin,2017-07-01,2017,7,unbilled_sold_to,5229,outlier_check
A3320000218225003_unbilled_sold_to,A3320000218225003,332000,Golovin,2017-08-01,2017,8,unbilled_sold_to,5904,outlier_check
A3320000918225003_diesel_kwh_generated,A3320000918225003,332000,Golovin,2018-03-01,2018,3,diesel_kwh_generated,0,outlier_check
A3320001018225003_diesel_kwh_generated,A3320001018225003,332000,Golovin,2018-04-01,2018,4,diesel_kwh_generated,0,outlier_check
A3320000519225003_diesel_kwh_generated,A3320000519225003,332000,Golovin,2018-11-01,2018,11,diesel_kwh_generated,0,outlier_check
A3320001219225003_powerhouse_consumption_kwh,A3320001219225003,332000,Golovin,2019-06-01,2019,6,powerhouse_consumption_kwh,8155,outlier_check
A3320001020225003_com_facil_sold_to,A3320001020225003,332000,Golovin,2020-04-01,2020,4,com_facil_sold_to,24474,outlier_check
A3320001021225003_powerhouse_consumption_kwh,A3320001021225003,332000,Golovin,2021-04-01,2021,4,powerhouse_consumption_kwh,6523,outlier_check
A3320001221225003_fuel_used_gallons,A3320001221225003,332000,Golovin,2021-06-01,2021,6,fuel_used_gallons,12994,outlier_check
A3320000122225003_fuel_used_gallons,A3320000122225003,332000,Golovin,2021-07-01,2021,7,fuel_used_gallons,13971,outlier_check
A3320000222225003_fuel_used_gallons,A3320000222225003,332000,Golovin,2021-08-01,2021,8,fuel_used_gallons,18860,outlier_check
A3320000322225003_fuel_used_gallons,A3320000322225003,332000,Golovin,2021-09-01,2021,9,fuel_used_gallons,11320,outlier_check
A3320000322225003_powerhouse_consumption_kwh,A3320000322225003,332000,Golovin,2021-09-01,2021,9,powerhouse_consumption_kwh,5519,outlier_check
A3320000722225003_govt_facil_sold_to,A3320000722225003,332000,Golovin,2022-01-01,2022,1,govt_facil_sold_to,6436,outlier_check
A3320000823225003_fuel_used_gallons,A3320000823225003,332000,Golovin,2023-02-01,2023,2,fuel_used_gallons,16015,outlier_check
A3320000923225003_residential_sold_to,A3320000923225003,332000,Golovin,2023-03-01,2023,3,residential_sold_to,43260,outlier_check
A3320000324225003_fuel_used_gallons,A3320000324225003,332000,Golovin,2023-09-01,2023,9,fuel_used_gallons,13153,outlier_check
A3320000425225003_fuel_used_gallons,A3320000425225003,332000,Golovin,2024-10-01,2024,10,fuel_used_gallons,12352,outlier_check
A3320000926225003_powerhouse_consumption_kwh,A3320000926225003,332000,Golovin,2026-03-01,2026,3,powerhouse_consumption_kwh,5842,outlier_check
A3320001026225003_powerhouse_consumption_kwh,A3320001026225003,332000,Golovin,2026-04-01,2026,4,powerhouse_consumption_kwh,8651,outlier_check
A3313300516225003_commercial_sold_to,A3313300516225003,331330,Goodnews Bay,2015-11-01,2015,11,commercial_sold_to,8550,outlier_check
A3313300616225003_commercial_sold_to,A3313300616225003,331330,Goodnews Bay,2015-12-01,2015,12,commercial_sold_to,8844,outlier_check
A3313300716225003_commercial_sold_to,A3313300716225003,331330,Goodnews Bay,2016-01-01,2016,1,commercial_sold_to,9856,outlier_check
A3313300217225003_residential_customers,A3313300217225003,331330,Goodnews Bay,2016-08-01,2016,8,residential_customers,135,outlier_check
A3313300417225003_residential_customers,A3313300417225003,331330,Goodnews Bay,2016-10-01,2016,10,residential_customers,139,outlier_check
A3313300517225003_residential_customers,A3313300517225003,331330,Goodnews Bay,2016-11-01,2016,11,residential_customers,138,outlier_check
A3313300717225003_residential_customers,A3313300717225003,331330,Goodnews Bay,2017-01-01,2017,1,residential_customers,139,outlier_check
A3313300817225003_residential_customers,A3313300817225003,331330,Goodnews Bay,2017-02-01,2017,2,residential_customers,138,outlier_check
A3313300621225003_fuel_used_gallons,A3313300621225003,331330,Goodnews Bay,2020-12-01,2020,12,fuel_used_gallons,-146,outlier_check
A3313300921225003_powerhouse_consumption_kwh,A3313300921225003,331330,Goodnews Bay,2021-03-01,2021,3,powerhouse_consumption_kwh,3874,outlier_check
A3313301021225003_powerhouse_consumption_kwh,A3313301021225003,331330,Goodnews Bay,2021-04-01,2021,4,powerhouse_consumption_kwh,2981,outlier_check
A3313300622225003_fuel_used_gallons,A3313300622225003,331330,Goodnews Bay,2021-12-01,2021,12,fuel_used_gallons,-236,outlier_check
A3313300623225003_fuel_used_gallons,A3313300623225003,331330,Goodnews Bay,2022-12-01,2022,12,fuel_used_gallons,14511,outlier_check
A3313300526225003_powerhouse_consumption_kwh,A3313300526225003,331330,Goodnews Bay,2025-11-01,2025,11,powerhouse_consumption_kwh,8899,outlier_check
A3313300526225003_commercial_sold_to,A3313300526225003,331330,Goodnews Bay,2025-11-01,2025,11,commercial_sold_to,11430,outlier_check
A3313300626225003_powerhouse_consumption_kwh,A3313300626225003,331330,Goodnews Bay,2025-12-01,2025,12,powerhouse_consumption_kwh,8483,outlier_check
A3313300626225003_commercial_sold_to,A3313300626225003,331330,Goodnews Bay,2025-12-01,2025,12,commercial_sold_to,11627,outlier_check
A3313300726225003_powerhouse_consumption_kwh,A3313300726225003,331330,Goodnews Bay,2026-01-01,2026,1,powerhouse_consumption_kwh,9353,outlier_check
A3313300726225003_commercial_sold_to,A3313300726225003,331330,Goodnews Bay,2026-01-01,2026,1,commercial_sold_to,13169,outlier_check
A3313300826225003_powerhouse_consumption_kwh,A3313300826225003,331330,Goodnews Bay,2026-02-01,2026,2,powerhouse_consumption_kwh,7521,outlier_check
A3313300826225003_commercial_sold_to,A3313300826225003,331330,Goodnews Bay,2026-02-01,2026,2,commercial_sold_to,11515,outlier_check
A3313300926225003_powerhouse_consumption_kwh,A3313300926225003,331330,Goodnews Bay,2026-03-01,2026,3,powerhouse_consumption_kwh,3818,outlier_check
A3313300926225003_commercial_sold_to,A3313300926225003,331330,Goodnews Bay,2026-03-01,2026,3,commercial_sold_to,13920,outlier_check
A3313301026225003_commercial_sold_to,A3313301026225003,331330,Goodnews Bay,2026-04-01,2026,4,commercial_sold_to,12264,outlier_check
A3313301126225003_residential_sold_to,A3313301126225003,331330,Goodnews Bay,2026-05-01,2026,5,residential_sold_to,0,outlier_check
A3313400116225003_commercial_sold_to,A3313400116225003,331340,Grayling,2015-07-01,2015,7,commercial_sold_to,8253,outlier_check
A3313400216225003_commercial_sold_to,A3313400216225003,331340,Grayling,2015-08-01,2015,8,commercial_sold_to,8428,outlier_check
A3313400316225003_commercial_sold_to,A3313400316225003,331340,Grayling,2015-09-01,2015,9,commercial_sold_to,7991,outlier_check
A3313400416225003_commercial_sold_to,A3313400416225003,331340,Grayling,2015-10-01,2015,10,commercial_sold_to,7520,outlier_check
A3313400516225003_commercial_sold_to,A3313400516225003,331340,Grayling,2015-11-01,2015,11,commercial_sold_to,7752,outlier_check
A3313400616225003_commercial_sold_to,A3313400616225003,331340,Grayling,2015-12-01,2015,12,commercial_sold_to,9310,outlier_check
A3313400716225003_commercial_sold_to,A3313400716225003,331340,Grayling,2016-01-01,2016,1,commercial_sold_to,8935,outlier_check
A3313400619225003_fuel_used_gallons,A3313400619225003,331340,Grayling,2018-12-01,2018,12,fuel_used_gallons,7423,outlier_check
A3313400623225003_fuel_used_gallons,A3313400623225003,331340,Grayling,2022-12-01,2022,12,fuel_used_gallons,7060,outlier_check
A3313400823225003_fuel_used_gallons,A3313400823225003,331340,Grayling,2023-02-01,2023,2,fuel_used_gallons,756,outlier_check
A3313401223225003_fuel_used_gallons,A3313401223225003,331340,Grayling,2023-06-01,2023,6,fuel_used_gallons,0,outlier_check
A3313400124225003_fuel_used_gallons,A3313400124225003,331340,Grayling,2023-07-01,2023,7,fuel_used_gallons,7060,outlier_check
A3313400524225003_powerhouse_consumption_kwh,A3313400524225003,331340,Grayling,2023-11-01,2023,11,powerhouse_consumption_kwh,5458,outlier_check
A3313400624225003_powerhouse_consumption_kwh,A3313400624225003,331340,Grayling,2023-12-01,2023,12,powerhouse_consumption_kwh,6169,outlier_check
A3313400724225003_powerhouse_consumption_kwh,A3313400724225003,331340,Grayling,2024-01-01,2024,1,powerhouse_consumption_kwh,7658,outlier_check
A3313400924225003_powerhouse_consumption_kwh,A3313400924225003,331340,Grayling,2024-03-01,2024,3,powerhouse_consumption_kwh,7703,outlier_check
A3313401024225003_powerhouse_consumption_kwh,A3313401024225003,331340,Grayling,2024-04-01,2024,4,powerhouse_consumption_kwh,7983,outlier_check
A3313401124225003_powerhouse_consumption_kwh,A3313401124225003,331340,Grayling,2024-05-01,2024,5,powerhouse_consumption_kwh,6173,outlier_check
A3313400325225003_powerhouse_consumption_kwh,A3313400325225003,331340,Grayling,2024-09-01,2024,9,powerhouse_consumption_kwh,5866,outlier_check
A3313400425225003_powerhouse_consumption_kwh,A3313400425225003,331340,Grayling,2024-10-01,2024,10,powerhouse_consumption_kwh,7388,outlier_check
A3313400525225003_powerhouse_consumption_kwh,A3313400525225003,331340,Grayling,2024-11-01,2024,11,powerhouse_consumption_kwh,9150,outlier_check
A3313400625225003_powerhouse_consumption_kwh,A3313400625225003,331340,Grayling,2024-12-01,2024,12,powerhouse_consumption_kwh,9857,outlier_check
A3313400725225003_powerhouse_consumption_kwh,A3313400725225003,331340,Grayling,2025-01-01,2025,1,powerhouse_consumption_kwh,9893,outlier_check
A3313400825225003_powerhouse_consumption_kwh,A3313400825225003,331340,Grayling,2025-02-01,2025,2,powerhouse_consumption_kwh,9188,outlier_check
A3313400925225003_powerhouse_consumption_kwh,A3313400925225003,331340,Grayling,2025-03-01,2025,3,powerhouse_consumption_kwh,6330,outlier_check
A3313401125225003_fuel_used_gallons,A3313401125225003,331340,Grayling,2025-05-01,2025,5,fuel_used_gallons,0,outlier_check
A3313400526225003_commercial_sold_to,A3313400526225003,331340,Grayling,2025-11-01,2025,11,commercial_sold_to,8585,outlier_check
A3313400626225003_commercial_sold_to,A3313400626225003,331340,Grayling,2025-12-01,2025,12,commercial_sold_to,8616,outlier_check
A3313400726225003_commercial_sold_to,A3313400726225003,331340,Grayling,2026-01-01,2026,1,commercial_sold_to,9902,outlier_check
A3313400826225003_commercial_sold_to,A3313400826225003,331340,Grayling,2026-02-01,2026,2,commercial_sold_to,9684,outlier_check
A3313400926225003_commercial_sold_to,A3313400926225003,331340,Grayling,2026-03-01,2026,3,commercial_sold_to,10817,outlier_check
A3313401026225003_commercial_sold_to,A3313401026225003,331340,Grayling,2026-04-01,2026,4,commercial_sold_to,9467,outlier_check
A3313401126225003_residential_sold_to,A3313401126225003,331340,Grayling,2026-05-01,2026,5,residential_sold_to,0,outlier_check
A3313401126225003_com_facil_sold_to,A3313401126225003,331340,Grayling,2026-05-01,2026,5,com_facil_sold_to,0,outlier_check
A3320100919225003_fuel_used_gallons,A3320100919225003,332010,Gustavus,2019-03-01,2019,3,fuel_used_gallons,6235,outlier_check
A3320100919225003_diesel_kwh_generated,A3320100919225003,332010,Gustavus,2019-03-01,2019,3,diesel_kwh_generated,87922,outlier_check
A3320100821225003_fuel_used_gallons,A3320100821225003,332010,Gustavus,2021-02-01,2021,2,fuel_used_gallons,8936,outlier_check
A3320100821225003_diesel_kwh_generated,A3320100821225003,332010,Gustavus,2021-02-01,2021,2,diesel_kwh_generated,130569,outlier_check
A3320100921225003_fuel_used_gallons,A3320100921225003,332010,Gustavus,2021-03-01,2021,3,fuel_used_gallons,6109,outlier_check
A3320100921225003_diesel_kwh_generated,A3320100921225003,332010,Gustavus,2021-03-01,2021,3,diesel_kwh_generated,87662,outlier_check
A3320101021225003_fuel_used_gallons,A3320101021225003,332010,Gustavus,2021-04-01,2021,4,fuel_used_gallons,8740,outlier_check
A3320101021225003_diesel_kwh_generated,A3320101021225003,332010,Gustavus,2021-04-01,2021,4,diesel_kwh_generated,126440,outlier_check
A3320100722225003_fuel_used_gallons,A3320100722225003,332010,Gustavus,2022-01-01,2022,1,fuel_used_gallons,5422,outlier_check
A3320100323225003_peak_consumption_kw,A3320100323225003,332010,Gustavus,2022-09-01,2022,9,peak_consumption_kw,2473,outlier_check
A3320100423225003_peak_consumption_kw,A3320100423225003,332010,Gustavus,2022-10-01,2022,10,peak_consumption_kw,2458,outlier_check
A3320100523225003_peak_consumption_kw,A3320100523225003,332010,Gustavus,2022-11-01,2022,11,peak_consumption_kw,2458,outlier_check
A3320100623225003_peak_consumption_kw,A3320100623225003,332010,Gustavus,2022-12-01,2022,12,peak_consumption_kw,2458,outlier_check
A3320100723225003_fuel_used_gallons,A3320100723225003,332010,Gustavus,2023-01-01,2023,1,fuel_used_gallons,5981,outlier_check
A3320100723225003_diesel_kwh_generated,A3320100723225003,332010,Gustavus,2023-01-01,2023,1,diesel_kwh_generated,79642,outlier_check
A3320100723225003_peak_consumption_kw,A3320100723225003,332010,Gustavus,2023-01-01,2023,1,peak_consumption_kw,2458,outlier_check
A3320100723225003_govt_facil_sold_to,A3320100723225003,332010,Gustavus,2023-01-01,2023,1,govt_facil_sold_to,78006,outlier_check
A3320100823225003_peak_consumption_kw,A3320100823225003,332010,Gustavus,2023-02-01,2023,2,peak_consumption_kw,2332,outlier_check
A3320100823225003_govt_facil_sold_to,A3320100823225003,332010,Gustavus,2023-02-01,2023,2,govt_facil_sold_to,72657,outlier_check
A3320100923225003_fuel_used_gallons,A3320100923225003,332010,Gustavus,2023-03-01,2023,3,fuel_used_gallons,5486,outlier_check
A3320100923225003_diesel_kwh_generated,A3320100923225003,332010,Gustavus,2023-03-01,2023,3,diesel_kwh_generated,73413,outlier_check
A3320100923225003_peak_consumption_kw,A3320100923225003,332010,Gustavus,2023-03-01,2023,3,peak_consumption_kw,2430,outlier_check
A3320100923225003_govt_facil_sold_to,A3320100923225003,332010,Gustavus,2023-03-01,2023,3,govt_facil_sold_to,70166,outlier_check
A3320101023225003_peak_consumption_kw,A3320101023225003,332010,Gustavus,2023-04-01,2023,4,peak_consumption_kw,2400,outlier_check
A3320101023225003_govt_facil_sold_to,A3320101023225003,332010,Gustavus,2023-04-01,2023,4,govt_facil_sold_to,71666,outlier_check
A3320101123225003_peak_consumption_kw,A3320101123225003,332010,Gustavus,2023-05-01,2023,5,peak_consumption_kw,2455,outlier_check
A3320101123225003_govt_facil_sold_to,A3320101123225003,332010,Gustavus,2023-05-01,2023,5,govt_facil_sold_to,78817,outlier_check
A3320101223225003_peak_consumption_kw,A3320101223225003,332010,Gustavus,2023-06-01,2023,6,peak_consumption_kw,2458,outlier_check
A3320101223225003_govt_facil_sold_to,A3320101223225003,332010,Gustavus,2023-06-01,2023,6,govt_facil_sold_to,81591,outlier_check
A3320100124225003_fuel_used_gallons,A3320100124225003,332010,Gustavus,2023-07-01,2023,7,fuel_used_gallons,9199,outlier_check
A3320100124225003_diesel_kwh_generated,A3320100124225003,332010,Gustavus,2023-07-01,2023,7,diesel_kwh_generated,123033,outlier_check
A3320100124225003_peak_consumption_kw,A3320100124225003,332010,Gustavus,2023-07-01,2023,7,peak_consumption_kw,2485,outlier_check
A3320100124225003_govt_facil_sold_to,A3320100124225003,332010,Gustavus,2023-07-01,2023,7,govt_facil_sold_to,67302,outlier_check
A3320100224225003_peak_consumption_kw,A3320100224225003,332010,Gustavus,2023-08-01,2023,8,peak_consumption_kw,2485,outlier_check
A3320100224225003_govt_facil_sold_to,A3320100224225003,332010,Gustavus,2023-08-01,2023,8,govt_facil_sold_to,85022,outlier_check
A3320100324225003_peak_consumption_kw,A3320100324225003,332010,Gustavus,2023-09-01,2023,9,peak_consumption_kw,2485,outlier_check
A3320100324225003_govt_facil_sold_to,A3320100324225003,332010,Gustavus,2023-09-01,2023,9,govt_facil_sold_to,85602,outlier_check
A3320100424225003_peak_consumption_kw,A3320100424225003,332010,Gustavus,2023-10-01,2023,10,peak_consumption_kw,2485,outlier_check
A3320100524225003_peak_consumption_kw,A3320100524225003,332010,Gustavus,2023-11-01,2023,11,peak_consumption_kw,2475,outlier_check
A3320100524225003_govt_facil_sold_to,A3320100524225003,332010,Gustavus,2023-11-01,2023,11,govt_facil_sold_to,95255,outlier_check
A3320100624225003_peak_consumption_kw,A3320100624225003,332010,Gustavus,2023-12-01,2023,12,peak_consumption_kw,2473,outlier_check
A3320100624225003_govt_facil_sold_to,A3320100624225003,332010,Gustavus,2023-12-01,2023,12,govt_facil_sold_to,122345,outlier_check
A3320100724225003_peak_consumption_kw,A3320100724225003,332010,Gustavus,2024-01-01,2024,1,peak_consumption_kw,2473,outlier_check
A3320100724225003_govt_facil_sold_to,A3320100724225003,332010,Gustavus,2024-01-01,2024,1,govt_facil_sold_to,130208,outlier_check
A3320100824225003_peak_consumption_kw,A3320100824225003,332010,Gustavus,2024-02-01,2024,2,peak_consumption_kw,2473,outlier_check
A3320100824225003_govt_facil_sold_to,A3320100824225003,332010,Gustavus,2024-02-01,2024,2,govt_facil_sold_to,123064,outlier_check
A3320100924225003_fuel_used_gallons,A3320100924225003,332010,Gustavus,2024-03-01,2024,3,fuel_used_gallons,6127,outlier_check
A3320100924225003_diesel_kwh_generated,A3320100924225003,332010,Gustavus,2024-03-01,2024,3,diesel_kwh_generated,88104,outlier_check
A3320100924225003_peak_consumption_kw,A3320100924225003,332010,Gustavus,2024-03-01,2024,3,peak_consumption_kw,2480,outlier_check
A3320100924225003_govt_facil_sold_to,A3320100924225003,332010,Gustavus,2024-03-01,2024,3,govt_facil_sold_to,121417,outlier_check
A3320101024225003_peak_consumption_kw,A3320101024225003,332010,Gustavus,2024-04-01,2024,4,peak_consumption_kw,2480,outlier_check
A3320101024225003_govt_facil_sold_to,A3320101024225003,332010,Gustavus,2024-04-01,2024,4,govt_facil_sold_to,108127,outlier_check
A3320101124225003_peak_consumption_kw,A3320101124225003,332010,Gustavus,2024-05-01,2024,5,peak_consumption_kw,2480,outlier_check
A3320101124225003_govt_facil_sold_to,A3320101124225003,332010,Gustavus,2024-05-01,2024,5,govt_facil_sold_to,91329,outlier_check
A3320101224225003_peak_consumption_kw,A3320101224225003,332010,Gustavus,2024-06-01,2024,6,peak_consumption_kw,2480,outlier_check
A3320101224225003_govt_facil_sold_to,A3320101224225003,332010,Gustavus,2024-06-01,2024,6,govt_facil_sold_to,91988,outlier_check
A3320100125225003_peak_consumption_kw,A3320100125225003,332010,Gustavus,2024-07-01,2024,7,peak_consumption_kw,2480,outlier_check
A3320100125225003_govt_facil_sold_to,A3320100125225003,332010,Gustavus,2024-07-01,2024,7,govt_facil_sold_to,89472,outlier_check
A3320100225225003_peak_consumption_kw,A3320100225225003,332010,Gustavus,2024-08-01,2024,8,peak_consumption_kw,2480,outlier_check
A3320100225225003_govt_facil_sold_to,A3320100225225003,332010,Gustavus,2024-08-01,2024,8,govt_facil_sold_to,90717,outlier_check
A3320100325225003_peak_consumption_kw,A3320100325225003,332010,Gustavus,2024-09-01,2024,9,peak_consumption_kw,2480,outlier_check
A3320100325225003_govt_facil_sold_to,A3320100325225003,332010,Gustavus,2024-09-01,2024,9,govt_facil_sold_to,89428,outlier_check
A3320100425225003_peak_consumption_kw,A3320100425225003,332010,Gustavus,2024-10-01,2024,10,peak_consumption_kw,2480,outlier_check
A3320100425225003_govt_facil_sold_to,A3320100425225003,332010,Gustavus,2024-10-01,2024,10,govt_facil_sold_to,77103,outlier_check
A3320100525225003_total_kwh_purchased,A3320100525225003,332010,Gustavus,2024-11-01,2024,11,total_kwh_purchased,240778,outlier_check
A3320100525225003_peak_consumption_kw,A3320100525225003,332010,Gustavus,2024-11-01,2024,11,peak_consumption_kw,2480,outlier_check
A3320100525225003_govt_facil_sold_to,A3320100525225003,332010,Gustavus,2024-11-01,2024,11,govt_facil_sold_to,113758,outlier_check
A3320100625225003_total_kwh_purchased,A3320100625225003,332010,Gustavus,2024-12-01,2024,12,total_kwh_purchased,265998,outlier_check
A3320100625225003_govt_facil_sold_to,A3320100625225003,332010,Gustavus,2024-12-01,2024,12,govt_facil_sold_to,101788,outlier_check
A3320100725225003_total_kwh_purchased,A3320100725225003,332010,Gustavus,2025-01-01,2025,1,total_kwh_purchased,316029,outlier_check
A3320100725225003_govt_facil_sold_to,A3320100725225003,332010,Gustavus,2025-01-01,2025,1,govt_facil_sold_to,109541,outlier_check
A3320100825225003_fuel_used_gallons,A3320100825225003,332010,Gustavus,2025-02-01,2025,2,fuel_used_gallons,9338,outlier_check
A3320100825225003_diesel_kwh_generated,A3320100825225003,332010,Gustavus,2025-02-01,2025,2,diesel_kwh_generated,134466,outlier_check
A3320100825225003_total_kwh_purchased,A3320100825225003,332010,Gustavus,2025-02-01,2025,2,total_kwh_purchased,233561,outlier_check
A3320100825225003_com_facil_sold_to,A3320100825225003,332010,Gustavus,2025-02-01,2025,2,com_facil_sold_to,5791,outlier_check
A3320100825225003_govt_facil_sold_to,A3320100825225003,332010,Gustavus,2025-02-01,2025,2,govt_facil_sold_to,122254,outlier_check
A3320100925225003_total_kwh_purchased,A3320100925225003,332010,Gustavus,2025-03-01,2025,3,total_kwh_purchased,255441,outlier_check
A3320100925225003_govt_facil_sold_to,A3320100925225003,332010,Gustavus,2025-03-01,2025,3,govt_facil_sold_to,122853,outlier_check
A3320101025225003_total_kwh_purchased,A3320101025225003,332010,Gustavus,2025-04-01,2025,4,total_kwh_purchased,294257,outlier_check
A3320101025225003_govt_facil_sold_to,A3320101025225003,332010,Gustavus,2025-04-01,2025,4,govt_facil_sold_to,122661,outlier_check
A3320101125225003_total_kwh_purchased,A3320101125225003,332010,Gustavus,2025-05-01,2025,5,total_kwh_purchased,331437,outlier_check
A3320101125225003_govt_facil_sold_to,A3320101125225003,332010,Gustavus,2025-05-01,2025,5,govt_facil_sold_to,113790,outlier_check
A3320101225225003_fuel_used_gallons,A3320101225225003,332010,Gustavus,2025-06-01,2025,6,fuel_used_gallons,11436,outlier_check
A3320101225225003_diesel_kwh_generated,A3320101225225003,332010,Gustavus,2025-06-01,2025,6,diesel_kwh_generated,171173,outlier_check
A3320101225225003_total_kwh_purchased,A3320101225225003,332010,Gustavus,2025-06-01,2025,6,total_kwh_purchased,199520,outlier_check
A3320101225225003_govt_facil_sold_to,A3320101225225003,332010,Gustavus,2025-06-01,2025,6,govt_facil_sold_to,107843,outlier_check
A3320100126225003_total_kwh_purchased,A3320100126225003,332010,Gustavus,2025-07-01,2025,7,total_kwh_purchased,345237,outlier_check
A3320100126225003_govt_facil_sold_to,A3320100126225003,332010,Gustavus,2025-07-01,2025,7,govt_facil_sold_to,96122,outlier_check
A3320100226225003_total_kwh_purchased,A3320100226225003,332010,Gustavus,2025-08-01,2025,8,total_kwh_purchased,359010,outlier_check
A3320100226225003_govt_facil_sold_to,A3320100226225003,332010,Gustavus,2025-08-01,2025,8,govt_facil_sold_to,102372,outlier_check
A3320100326225003_total_kwh_purchased,A3320100326225003,332010,Gustavus,2025-09-01,2025,9,total_kwh_purchased,282666,outlier_check
A3320100326225003_govt_facil_sold_to,A3320100326225003,332010,Gustavus,2025-09-01,2025,9,govt_facil_sold_to,93610,outlier_check
A3320100426225003_total_kwh_purchased,A3320100426225003,332010,Gustavus,2025-10-01,2025,10,total_kwh_purchased,275197,outlier_check
A3320100426225003_govt_facil_sold_to,A3320100426225003,332010,Gustavus,2025-10-01,2025,10,govt_facil_sold_to,80383,outlier_check
A3320100526225003_total_kwh_purchased,A3320100526225003,332010,Gustavus,2025-11-01,2025,11,total_kwh_purchased,300139,outlier_check
A3320100526225003_govt_facil_sold_to,A3320100526225003,332010,Gustavus,2025-11-01,2025,11,govt_facil_sold_to,90382,outlier_check
A3320100626225003_total_kwh_purchased,A3320100626225003,332010,Gustavus,2025-12-01,2025,12,total_kwh_purchased,330805,outlier_check
A3320100626225003_com_facil_sold_to,A3320100626225003,332010,Gustavus,2025-12-01,2025,12,com_facil_sold_to,6262,outlier_check
A3320100626225003_govt_facil_sold_to,A3320100626225003,332010,Gustavus,2025-12-01,2025,12,govt_facil_sold_to,114840,outlier_check
A3320100726225003_fuel_used_gallons,A3320100726225003,332010,Gustavus,2026-01-01,2026,1,fuel_used_gallons,16581,outlier_check
A3320100726225003_diesel_kwh_generated,A3320100726225003,332010,Gustavus,2026-01-01,2026,1,diesel_kwh_generated,248363,outlier_check
