id,identifier,project_code,sales_reporting_name,date,calendar_year,calendar_month,column,raw_value,source,carry_forward,annual_average,avg_preceding_proceeding,avg_same_month_other_years,manual_override,decision,comment
A3325100317225003_residential_customers,A3325100317225003,332510,Kongiganak,2016-09-01,2016,9,residential_customers,102,outlier_check,NA,106,107,140,NA,NA,NA
A3325100417225003_total_kwh_purchased,A3325100417225003,332510,Kongiganak,2016-10-01,2016,10,total_kwh_purchased,18117,outlier_check,6966,6273,6966,0,NA,NA,NA
A3325100517225003_total_kwh_purchased,A3325100517225003,332510,Kongiganak,2016-11-01,2016,11,total_kwh_purchased,17345,outlier_check,NA,6273,NA,761,NA,NA,NA
A3325100617225003_total_kwh_purchased,A3325100617225003,332510,Kongiganak,2016-12-01,2016,12,total_kwh_purchased,17679,outlier_check,NA,6273,NA,0,NA,NA,NA
A3325100717225003_total_kwh_purchased,A3325100717225003,332510,Kongiganak,2017-01-01,2017,1,total_kwh_purchased,13319,outlier_check,NA,6925,NA,0,NA,NA,NA
A3325100817225003_total_kwh_purchased,A3325100817225003,332510,Kongiganak,2017-02-01,2017,2,total_kwh_purchased,20895,outlier_check,NA,6925,NA,0,NA,NA,NA
A3325100917225003_total_kwh_purchased,A3325100917225003,332510,Kongiganak,2017-03-01,2017,3,total_kwh_purchased,23461,outlier_check,NA,6925,8534,0,NA,NA,NA
A3325100318225003_peak_consumption_kw,A3325100318225003,332510,Kongiganak,2017-09-01,2017,9,peak_consumption_kw,421,outlier_check,230,222,230,205,NA,NA,NA
A3325100418225003_total_kwh_purchased,A3325100418225003,332510,Kongiganak,2017-10-01,2017,10,total_kwh_purchased,12591,outlier_check,8338,6925,7592,0,NA,NA,NA
A3325100418225003_peak_consumption_kw,A3325100418225003,332510,Kongiganak,2017-10-01,2017,10,peak_consumption_kw,421,outlier_check,NA,222,218,231,NA,NA,NA
A3325100618225003_total_kwh_purchased,A3325100618225003,332510,Kongiganak,2017-12-01,2017,12,total_kwh_purchased,14311,outlier_check,6845,6925,6845,0,NA,NA,NA
A3325100618225003_unbilled_sold_to,A3325100618225003,332510,Kongiganak,2017-12-01,2017,12,unbilled_sold_to,19706,outlier_check,6818,3600,5804,2893,NA,NA,NA
A3325100718225003_total_kwh_purchased,A3325100718225003,332510,Kongiganak,2018-01-01,2018,1,total_kwh_purchased,25362,outlier_check,NA,1463,NA,0,NA,NA,NA
A3325100818225003_total_kwh_purchased,A3325100818225003,332510,Kongiganak,2018-02-01,2018,2,total_kwh_purchased,22721,outlier_check,NA,1463,NA,0,NA,NA,NA
A3325100918225003_total_kwh_purchased,A3325100918225003,332510,Kongiganak,2018-03-01,2018,3,total_kwh_purchased,16018,outlier_check,NA,1463,NA,0,NA,NA,NA
A3325101018225003_total_kwh_purchased,A3325101018225003,332510,Kongiganak,2018-04-01,2018,4,total_kwh_purchased,19818,outlier_check,NA,1463,NA,1788,NA,NA,NA
A3325101118225003_total_kwh_purchased,A3325101118225003,332510,Kongiganak,2018-05-01,2018,5,total_kwh_purchased,15819,outlier_check,NA,1463,8779,864,NA,NA,NA
A3325100119225003_total_kwh_purchased,A3325100119225003,332510,Kongiganak,2018-07-01,2018,7,total_kwh_purchased,12113,outlier_check,8779,1463,4390,762,NA,NA,NA
A3325101119225003_diesel_kwh_generated,A3325101119225003,332510,Kongiganak,2019-05-01,2019,5,diesel_kwh_generated,0,outlier_check,76720,53085,60050,77459,NA,NA,NA
A3325100126225003_fuel_used_gallons,A3325100126225003,332510,Kongiganak,2025-07-01,2025,7,fuel_used_gallons,13388,outlier_check,5984,7876,7372,5709,NA,NA,NA
A3325100126225003_fuel_cost,A3325100126225003,332510,Kongiganak,2025-07-01,2025,7,fuel_cost,62936.99,outlier_check,28130.78,37024,34658,18019,NA,NA,NA
A3325100426225003_diesel_kwh_generated,A3325100426225003,332510,Kongiganak,2025-10-01,2025,10,diesel_kwh_generated,0,outlier_check,95460,83739,95460,72306,NA,NA,NA
A3325100526225003_diesel_kwh_generated,A3325100526225003,332510,Kongiganak,2025-11-01,2025,11,diesel_kwh_generated,0,outlier_check,NA,83739,NA,75561,NA,NA,NA
A3325100626225003_fuel_used_gallons,A3325100626225003,332510,Kongiganak,2025-12-01,2025,12,fuel_used_gallons,19986,outlier_check,8820,7876,10156,6078,NA,NA,NA
A3325100626225003_diesel_kwh_generated,A3325100626225003,332510,Kongiganak,2025-12-01,2025,12,diesel_kwh_generated,0,outlier_check,NA,83739,NA,72915,NA,NA,NA
A3325100626225003_fuel_cost,A3325100626225003,332510,Kongiganak,2025-12-01,2025,12,fuel_cost,93954.19,outlier_check,41462.82,37024,41463,20300,NA,NA,NA
A3325100726225003_diesel_kwh_generated,A3325100726225003,332510,Kongiganak,2026-01-01,2026,1,diesel_kwh_generated,0,outlier_check,NA,87193,NA,74054,NA,NA,NA
A3325100726225003_govt_facil_sold_to,A3325100726225003,332510,Kongiganak,2026-01-01,2026,1,govt_facil_sold_to,5698,outlier_check,1132,499,848,1181,NA,NA,NA
A3325100726225003_fuel_cost,A3325100726225003,332510,Kongiganak,2026-01-01,2026,1,fuel_cost,54019.19,outlier_check,NA,38583,43103,20922,NA,NA,NA
A3325100826225003_diesel_kwh_generated,A3325100826225003,332510,Kongiganak,2026-02-01,2026,2,diesel_kwh_generated,0,outlier_check,NA,87193,NA,68815,NA,NA,NA
A3325100926225003_diesel_kwh_generated,A3325100926225003,332510,Kongiganak,2026-03-01,2026,3,diesel_kwh_generated,0,outlier_check,NA,87193,80060,63652,NA,NA,NA
A3325101126225003_fuel_used_gallons,A3325101126225003,332510,Kongiganak,2026-05-01,2026,5,fuel_used_gallons,14978,outlier_check,6642,9028,6642,6112,NA,NA,NA
A3325101126225003_fuel_cost,A3325101126225003,332510,Kongiganak,2026-05-01,2026,5,fuel_cost,70411.58,outlier_check,31224.04,38583,31224,20563,NA,NA,NA
A3325101226225003_fuel_used_gallons,A3325101226225003,332510,Kongiganak,2026-06-01,2026,6,fuel_used_gallons,14978,outlier_check,NA,9028,NA,5730,NA,NA,NA
A3325101226225003_fuel_cost,A3325101226225003,332510,Kongiganak,2026-06-01,2026,6,fuel_cost,70411.58,outlier_check,NA,38583,NA,19082,NA,NA,NA
A3325100127225003_fuel_used_gallons,A3325100127225003,332510,Kongiganak,2026-07-01,2026,7,fuel_used_gallons,31040,outlier_check,NA,9028,NA,5709,NA,NA,NA
A3325100127225003_govt_facil_sold_to,A3325100127225003,332510,Kongiganak,2026-07-01,2026,7,govt_facil_sold_to,7719,outlier_check,270,499,270,251,NA,NA,NA
A3325100127225003_fuel_cost,A3325100127225003,332510,Kongiganak,2026-07-01,2026,7,fuel_cost,145919.04,outlier_check,NA,38583,NA,18019,NA,NA,NA
A3321200516225003_commercial_sold_to,A3321200516225003,332120,Kotlik,2015-11-01,2015,11,commercial_sold_to,40143,outlier_check,37061,35857,37061,24367,NA,NA,NA
A3321200616225003_commercial_sold_to,A3321200616225003,332120,Kotlik,2015-12-01,2015,12,commercial_sold_to,42680,outlier_check,NA,35857,NA,26620,NA,NA,NA
A3321200716225003_commercial_sold_to,A3321200716225003,332120,Kotlik,2016-01-01,2016,1,commercial_sold_to,42383,outlier_check,NA,27657,25352,28415,NA,NA,NA
A3321201223225003_fuel_used_gallons,A3321201223225003,332120,Kotlik,2023-06-01,2023,6,fuel_used_gallons,0,outlier_check,14710,13698,13325,10430,NA,NA,NA
A3321201125225003_fuel_used_gallons,A3321201125225003,332120,Kotlik,2025-05-01,2025,5,fuel_used_gallons,0,outlier_check,14800,13915,12625,12225,NA,NA,NA
A3321201126225003_residential_sold_to,A3321201126225003,332120,Kotlik,2026-05-01,2026,5,residential_sold_to,0,outlier_check,68809,82079,68809,53626,NA,NA,NA
A3321201126225003_commercial_sold_to,A3321201126225003,332120,Kotlik,2026-05-01,2026,5,commercial_sold_to,0,outlier_check,32159,35063,32159,24310,NA,NA,NA
A3321201126225003_govt_facil_sold_to,A3321201126225003,332120,Kotlik,2026-05-01,2026,5,govt_facil_sold_to,0,outlier_check,50941,55032,50941,46814,NA,NA,NA
A3321300419225003_diesel_kwh_generated,A3321300419225003,332130,Kotzebue,2018-10-01,2018,10,diesel_kwh_generated,0,outlier_check,1390976,1417295,1305405,1349810,NA,NA,NA
A3321300419225003_powerhouse_consumption_kwh,A3321300419225003,332130,Kotzebue,2018-10-01,2018,10,powerhouse_consumption_kwh,0,outlier_check,35149,37160,34667,35974,NA,NA,NA
A3321300719225003_govt_facil_sold_to,A3321300719225003,332130,Kotzebue,2019-01-01,2019,1,govt_facil_sold_to,184866,outlier_check,79851,72747,75366,80475,NA,NA,NA
A3321300819225003_diesel_kwh_generated,A3321300819225003,332130,Kotzebue,2019-02-01,2019,2,diesel_kwh_generated,0,outlier_check,2104878,1574570,1840714,1732578,NA,NA,NA
A3321300819225003_powerhouse_consumption_kwh,A3321300819225003,332130,Kotzebue,2019-02-01,2019,2,powerhouse_consumption_kwh,0,outlier_check,42118,37642,41804,47079,NA,NA,NA
A3321301219225003_diesel_kwh_generated,A3321301219225003,332130,Kotzebue,2019-06-01,2019,6,diesel_kwh_generated,0,outlier_check,1450864,1574570,1468126,1289016,NA,NA,NA
A3321301219225003_powerhouse_consumption_kwh,A3321301219225003,332130,Kotzebue,2019-06-01,2019,6,powerhouse_consumption_kwh,0,outlier_check,32694,37642,36666,37996,NA,NA,NA
A3321300123225003_diesel_kwh_generated,A3321300123225003,332130,Kotzebue,2022-07-01,2022,7,diesel_kwh_generated,0,outlier_check,1258376,1399426,1248878,1257837,NA,NA,NA
A3321300324225003_com_facil_sold_to,A3321300324225003,332130,Kotzebue,2023-09-01,2023,9,com_facil_sold_to,226662,outlier_check,135761,153163,141366,129209,NA,NA,NA
A3321300424225003_solar_kwh_generated,A3321300424225003,332130,Kotzebue,2023-10-01,2023,10,solar_kwh_generated,913987,outlier_check,101655,38934,57078,79795,NA,NA,NA
A3321301124225003_solar_kwh_generated,A3321301124225003,332130,Kotzebue,2024-05-01,2024,5,solar_kwh_generated,387843,outlier_check,101508,100519,155958,148814,NA,NA,NA
A3321300626225003_peak_consumption_kw,A3321300626225003,332130,Kotzebue,2025-12-01,2025,12,peak_consumption_kw,1323,outlier_check,2856,2830,3086,3090,NA,NA,NA
A3321301226225003_peak_consumption_kw,A3321301226225003,332130,Kotzebue,2026-06-01,2026,6,peak_consumption_kw,0,outlier_check,2885,3102,2885,2600,NA,NA,NA
A3314201223225003_fuel_used_gallons,A3314201223225003,331420,Koyuk,2023-06-01,2023,6,fuel_used_gallons,0,outlier_check,8093,8611,7018,5873,NA,NA,NA
A3314200524225003_residential_customers,A3314200524225003,331420,Koyuk,2023-11-01,2023,11,residential_customers,21,outlier_check,84,84,85,89,NA,NA,NA
A3314200524225003_govt_facil_customers,A3314200524225003,331420,Koyuk,2023-11-01,2023,11,govt_facil_customers,135,outlier_check,18,18,18,18,NA,NA,NA
A3314200724225003_amount,A3314200724225003,331420,Koyuk,2024-01-01,2024,1,amount,33672.33,outlier_check,22818.4,23771,26782,17200,NA,NA,NA
A3314201125225003_fuel_used_gallons,A3314201125225003,331420,Koyuk,2025-05-01,2025,5,fuel_used_gallons,0,outlier_check,8734,8591,7402,6937,NA,NA,NA
A3314200526225003_commercial_sold_to,A3314200526225003,331420,Koyuk,2025-11-01,2025,11,commercial_sold_to,31245,outlier_check,8866,9262,8866,13679,NA,NA,NA
A3314200626225003_commercial_sold_to,A3314200626225003,331420,Koyuk,2025-12-01,2025,12,commercial_sold_to,33960,outlier_check,NA,9262,NA,14150,NA,NA,NA
A3314200726225003_pce_eligible_residential_kwh,A3314200726225003,331420,Koyuk,2026-01-01,2026,1,pce_eligible_residential_kwh,49807,outlier_check,46075,41808,45550,38342,NA,NA,NA
A3314200726225003_commercial_sold_to,A3314200726225003,331420,Koyuk,2026-01-01,2026,1,commercial_sold_to,37318,outlier_check,NA,NA,NA,14312,NA,NA,NA
A3314200826225003_commercial_sold_to,A3314200826225003,331420,Koyuk,2026-02-01,2026,2,commercial_sold_to,29381,outlier_check,NA,NA,NA,12693,NA,NA,NA
A3314200926225003_commercial_sold_to,A3314200926225003,331420,Koyuk,2026-03-01,2026,3,commercial_sold_to,33282,outlier_check,NA,NA,NA,13135,NA,NA,NA
A3314201026225003_commercial_sold_to,A3314201026225003,331420,Koyuk,2026-04-01,2026,4,commercial_sold_to,26304,outlier_check,NA,NA,NA,12925,NA,NA,NA
A3314201126225003_residential_sold_to,A3314201126225003,331420,Koyuk,2026-05-01,2026,5,residential_sold_to,0,outlier_check,44812,57750,44812,36581,NA,NA,NA
A3314201126225003_commercial_sold_to,A3314201126225003,331420,Koyuk,2026-05-01,2026,5,commercial_sold_to,0,outlier_check,NA,NA,NA,13094,NA,NA,NA
A3314201126225003_govt_facil_sold_to,A3314201126225003,331420,Koyuk,2026-05-01,2026,5,govt_facil_sold_to,0,outlier_check,28227,29678,28227,24411,NA,NA,NA
A3321400716225003_fuel_used_gallons,A3321400716225003,332140,Koyukuk,2016-01-01,2016,1,fuel_used_gallons,7920,outlier_check,2700,2040,2142,4435,NA,NA,NA
A3321400521225003_commercial_sold_to,A3321400521225003,332140,Koyukuk,2020-11-01,2020,11,commercial_sold_to,16984,outlier_check,8547,6198,8736,4174,NA,NA,NA
A3321400522225003_fuel_used_gallons,A3321400522225003,332140,Koyukuk,2021-11-01,2021,11,fuel_used_gallons,11751,outlier_check,NA,3453,NA,3305,NA,NA,NA
A3321400522225003_diesel_kwh_generated,A3321400522225003,332140,Koyukuk,2021-11-01,2021,11,diesel_kwh_generated,115431,outlier_check,NA,25841,NA,30730,NA,NA,NA
A3321400522225003_powerhouse_consumption_kwh,A3321400522225003,332140,Koyukuk,2021-11-01,2021,11,powerhouse_consumption_kwh,7038,outlier_check,NA,1374,NA,2483,NA,NA,NA
A3321400522225003_residential_sold_to,A3321400522225003,332140,Koyukuk,2021-11-01,2021,11,residential_sold_to,37356,outlier_check,NA,7458,NA,11056,NA,NA,NA
A3321400522225003_commercial_sold_to,A3321400522225003,332140,Koyukuk,2021-11-01,2021,11,commercial_sold_to,19273,outlier_check,NA,6296,NA,4174,NA,NA,NA
A3321400522225003_com_facil_sold_to,A3321400522225003,332140,Koyukuk,2021-11-01,2021,11,com_facil_sold_to,12323,outlier_check,NA,1499,NA,2745,NA,NA,NA
A3321400522225003_fuel_cost,A3321400522225003,332140,Koyukuk,2021-11-01,2021,11,fuel_cost,39337.65,outlier_check,NA,11559,NA,12038,NA,NA,NA
A3321401022225003_fuel_used_gallons,A3321401022225003,332140,Koyukuk,2022-04-01,2022,4,fuel_used_gallons,16983,outlier_check,NA,3545,2637,3257,NA,NA,NA
A3321401022225003_diesel_kwh_generated,A3321401022225003,332140,Koyukuk,2022-04-01,2022,4,diesel_kwh_generated,169866,outlier_check,NA,28548,25557,22238,NA,NA,NA
A3321401022225003_powerhouse_consumption_kwh,A3321401022225003,332140,Koyukuk,2022-04-01,2022,4,powerhouse_consumption_kwh,7294,outlier_check,NA,2755,1785,1544,NA,NA,NA
A3321401022225003_residential_sold_to,A3321401022225003,332140,Koyukuk,2022-04-01,2022,4,residential_sold_to,57000,outlier_check,NA,9827,9401,10221,NA,NA,NA
A3321401022225003_commercial_sold_to,A3321401022225003,332140,Koyukuk,2022-04-01,2022,4,commercial_sold_to,23152,outlier_check,NA,6074,4891,5371,NA,NA,NA
A3321401022225003_com_facil_sold_to,A3321401022225003,332140,Koyukuk,2022-04-01,2022,4,com_facil_sold_to,18551,outlier_check,NA,3223,2326,1467,NA,NA,NA
A3321401022225003_govt_facil_sold_to,A3321401022225003,332140,Koyukuk,2022-04-01,2022,4,govt_facil_sold_to,11869,outlier_check,NA,733,448,2269,NA,NA,NA
A3321401022225003_fuel_cost,A3321401022225003,332140,Koyukuk,2022-04-01,2022,4,fuel_cost,56852.29,outlier_check,NA,12757,8828,12430,NA,NA,NA
A3321400423225003_diesel_kwh_generated,A3321400423225003,332140,Koyukuk,2022-10-01,2022,10,diesel_kwh_generated,63569,outlier_check,NA,28548,NA,27273,NA,NA,NA
A3321400423225003_residential_sold_to,A3321400423225003,332140,Koyukuk,2022-10-01,2022,10,residential_sold_to,29596,outlier_check,NA,9827,NA,9849,NA,NA,NA
A3321400523225003_diesel_kwh_generated,A3321400523225003,332140,Koyukuk,2022-11-01,2022,11,diesel_kwh_generated,75281,outlier_check,NA,28548,44110,30730,NA,NA,NA
A3321400523225003_residential_sold_to,A3321400523225003,332140,Koyukuk,2022-11-01,2022,11,residential_sold_to,24471,outlier_check,NA,9827,NA,11056,NA,NA,NA
A3321400623225003_residential_sold_to,A3321400623225003,332140,Koyukuk,2022-12-01,2022,12,residential_sold_to,26154,outlier_check,NA,9827,20127,12268,NA,NA,NA
A3321400124225003_powerhouse_consumption_kwh,A3321400124225003,332140,Koyukuk,2023-07-01,2023,7,powerhouse_consumption_kwh,6161,outlier_check,1600,2439,2523,1648,NA,NA,NA
A3321400625225003_fuel_used_gallons,A3321400625225003,332140,Koyukuk,2024-12-01,2024,12,fuel_used_gallons,9768,outlier_check,3622,3448,4216,3412,NA,NA,NA
A3321400625225003_fuel_cost,A3321400625225003,332140,Koyukuk,2024-12-01,2024,12,fuel_cost,35766.51,outlier_check,13262.32,15496,15435,12935,NA,NA,NA
A3321400626225003_govt_facil_sold_to,A3321400626225003,332140,Koyukuk,2025-12-01,2025,12,govt_facil_sold_to,12137,outlier_check,5639,6337,5639,3612,NA,NA,NA
A3321400726225003_govt_facil_sold_to,A3321400726225003,332140,Koyukuk,2026-01-01,2026,1,govt_facil_sold_to,16928,outlier_check,NA,9104,9104,3756,NA,NA,NA
A3321500323225003_fuel_used_gallons,A3321500323225003,332150,Kwethluk,2022-09-01,2022,9,fuel_used_gallons,0,outlier_check,14025,16580,14025,12031,NA,NA,NA
A3321500423225003_fuel_used_gallons,A3321500423225003,332150,Kwethluk,2022-10-01,2022,10,fuel_used_gallons,0,outlier_check,NA,16580,NA,14208,NA,NA,NA
A3321500523225003_fuel_used_gallons,A3321500523225003,332150,Kwethluk,2022-11-01,2022,11,fuel_used_gallons,54614,outlier_check,NA,16580,20343,14760,NA,NA,NA
A3321500523225003_powerhouse_consumption_kwh,A3321500523225003,332150,Kwethluk,2022-11-01,2022,11,powerhouse_consumption_kwh,8799,outlier_check,0,2822,1714,2880,NA,NA,NA
A3321500523225003_fuel_cost,A3321500523225003,332150,Kwethluk,2022-11-01,2022,11,fuel_cost,214458.26,outlier_check,0,45408,39941,51436,NA,NA,NA
A3321500224225003_fuel_used_gallons,A3321500224225003,332150,Kwethluk,2023-08-01,2023,8,fuel_used_gallons,0,outlier_check,10039,16337,10039,12288,NA,NA,NA
A3321500324225003_fuel_used_gallons,A3321500324225003,332150,Kwethluk,2023-09-01,2023,9,fuel_used_gallons,0,outlier_check,NA,16337,NA,12031,NA,NA,NA
A3321500424225003_fuel_used_gallons,A3321500424225003,332150,Kwethluk,2023-10-01,2023,10,fuel_used_gallons,0,outlier_check,NA,16337,NA,14208,NA,NA,NA
A3321500524225003_fuel_used_gallons,A3321500524225003,332150,Kwethluk,2023-11-01,2023,11,fuel_used_gallons,0,outlier_check,NA,16337,NA,14760,NA,NA,NA
A3321500624225003_fuel_used_gallons,A3321500624225003,332150,Kwethluk,2023-12-01,2023,12,fuel_used_gallons,0,outlier_check,NA,16337,NA,15785,NA,NA,NA
A3321500724225003_fuel_used_gallons,A3321500724225003,332150,Kwethluk,2024-01-01,2024,1,fuel_used_gallons,0,outlier_check,NA,13386,NA,15839,NA,NA,NA
A3321500824225003_fuel_used_gallons,A3321500824225003,332150,Kwethluk,2024-02-01,2024,2,fuel_used_gallons,0,outlier_check,NA,13386,NA,14090,NA,NA,NA
A3321500924225003_fuel_used_gallons,A3321500924225003,332150,Kwethluk,2024-03-01,2024,3,fuel_used_gallons,0,outlier_check,NA,13386,NA,15079,NA,NA,NA
A3321501024225003_fuel_used_gallons,A3321501024225003,332150,Kwethluk,2024-04-01,2024,4,fuel_used_gallons,0,outlier_check,NA,13386,NA,13367,NA,NA,NA
A3321501024225003_diesel_kwh_generated,A3321501024225003,332150,Kwethluk,2024-04-01,2024,4,diesel_kwh_generated,466729,outlier_check,NA,187093,NA,159623,NA,NA,NA
A3321501124225003_fuel_used_gallons,A3321501124225003,332150,Kwethluk,2024-05-01,2024,5,fuel_used_gallons,0,outlier_check,NA,13386,11270,12500,NA,NA,NA
A3321500225225003_peak_consumption_kw,A3321500225225003,332150,Kwethluk,2024-08-01,2024,8,peak_consumption_kw,678,outlier_check,389,242,500,279,NA,NA,NA
A3321500425225003_peak_consumption_kw,A3321500425225003,332150,Kwethluk,2024-10-01,2024,10,peak_consumption_kw,618,outlier_check,611,242,604,252,NA,NA,NA
A3321500126225003_residential_rate,A3321500126225003,332150,Kwethluk,2025-07-01,2025,7,residential_rate,99.99,outlier_check,NA,1,NA,1,NA,carry_forward,NA
A3321500126225003_effective_residential_rate,A3321500126225003,332150,Kwethluk,2025-07-01,2025,7,effective_residential_rate,99.5692,outlier_check,0.1992,0,0,0,NA,carry_forward,NA
A3321500426225003_unbilled_sold_to,A3321500426225003,332150,Kwethluk,2025-10-01,2025,10,unbilled_sold_to,45906,outlier_check,10468,12727,14937,10220,NA,NA,NA
A3321600416225003_pce_eligible_community_kwh,A3321600416225003,332160,Kwigillingok,2015-10-01,2015,10,pce_eligible_community_kwh,13121,outlier_check,NA,8319,NA,3121,NA,NA,NA
A3321600416225003_wind_kwh_generated,A3321600416225003,332160,Kwigillingok,2015-10-01,2015,10,wind_kwh_generated,116614,outlier_check,NA,52005,NA,25133,NA,NA,NA
A3321600416225003_powerhouse_consumption_kwh,A3321600416225003,332160,Kwigillingok,2015-10-01,2015,10,powerhouse_consumption_kwh,9271,outlier_check,NA,3879,NA,3646,NA,NA,NA
A3321600416225003_residential_sold_to,A3321600416225003,332160,Kwigillingok,2015-10-01,2015,10,residential_sold_to,99632,outlier_check,NA,38216,NA,44256,NA,NA,NA
A3321600416225003_commercial_sold_to,A3321600416225003,332160,Kwigillingok,2015-10-01,2015,10,commercial_sold_to,142773,outlier_check,NA,47748,NA,52502,NA,NA,NA
A3321600416225003_com_facil_sold_to,A3321600416225003,332160,Kwigillingok,2015-10-01,2015,10,com_facil_sold_to,13121,outlier_check,NA,8319,NA,3121,NA,NA,NA
A3321600416225003_govt_facil_sold_to,A3321600416225003,332160,Kwigillingok,2015-10-01,2015,10,govt_facil_sold_to,1766,outlier_check,NA,990,NA,258,NA,NA,NA
A3321600716225003_pce_eligible_community_kwh,A3321600716225003,332160,Kwigillingok,2016-01-01,2016,1,pce_eligible_community_kwh,12352,outlier_check,8319,2862,8319,4051,NA,NA,NA
A3321600716225003_com_facil_sold_to,A3321600716225003,332160,Kwigillingok,2016-01-01,2016,1,com_facil_sold_to,12352,outlier_check,8319,2862,8319,4051,NA,NA,NA
A3321600716225003_govt_facil_sold_to,A3321600716225003,332160,Kwigillingok,2016-01-01,2016,1,govt_facil_sold_to,1391,outlier_check,990,369,990,487,NA,NA,NA
A3321600816225003_pce_eligible_community_kwh,A3321600816225003,332160,Kwigillingok,2016-02-01,2016,2,pce_eligible_community_kwh,10636,outlier_check,NA,2862,NA,3724,NA,NA,NA
A3321600816225003_com_facil_sold_to,A3321600816225003,332160,Kwigillingok,2016-02-01,2016,2,com_facil_sold_to,10636,outlier_check,NA,2862,NA,3724,NA,NA,NA
A3321600816225003_govt_facil_sold_to,A3321600816225003,332160,Kwigillingok,2016-02-01,2016,2,govt_facil_sold_to,1306,outlier_check,NA,369,NA,420,NA,NA,NA
A3321600916225003_pce_eligible_community_kwh,A3321600916225003,332160,Kwigillingok,2016-03-01,2016,3,pce_eligible_community_kwh,11635,outlier_check,NA,2862,4816,4123,NA,NA,NA
A3321600916225003_com_facil_sold_to,A3321600916225003,332160,Kwigillingok,2016-03-01,2016,3,com_facil_sold_to,11635,outlier_check,NA,2862,4816,4123,NA,NA,NA
A3321600916225003_govt_facil_sold_to,A3321600916225003,332160,Kwigillingok,2016-03-01,2016,3,govt_facil_sold_to,1340,outlier_check,NA,369,NA,612,NA,NA,NA
A3321601016225003_powerhouse_consumption_kwh,A3321601016225003,332160,Kwigillingok,2016-04-01,2016,4,powerhouse_consumption_kwh,10184,outlier_check,5483,4454,4936,3942,NA,NA,NA
A3321601016225003_govt_facil_sold_to,A3321601016225003,332160,Kwigillingok,2016-04-01,2016,4,govt_facil_sold_to,1375,outlier_check,NA,369,318,528,NA,NA,NA
A3321600617225003_govt_facil_sold_to,A3321600617225003,332160,Kwigillingok,2016-12-01,2016,12,govt_facil_sold_to,1150,outlier_check,798,369,798,585,NA,NA,NA
A3321600717225003_pce_eligible_community_kwh,A3321600717225003,332160,Kwigillingok,2017-01-01,2017,1,pce_eligible_community_kwh,11327,outlier_check,2890,3550,2890,4051,NA,NA,NA
A3321600717225003_residential_sold_to,A3321600717225003,332160,Kwigillingok,2017-01-01,2017,1,residential_sold_to,87180,outlier_check,52063,43194,48848,53992,NA,NA,NA
A3321600717225003_com_facil_sold_to,A3321600717225003,332160,Kwigillingok,2017-01-01,2017,1,com_facil_sold_to,11327,outlier_check,2890,3550,2890,4051,NA,NA,NA
A3321600717225003_govt_facil_sold_to,A3321600717225003,332160,Kwigillingok,2017-01-01,2017,1,govt_facil_sold_to,1139,outlier_check,NA,355,NA,487,NA,NA,NA
A3321600817225003_pce_eligible_community_kwh,A3321600817225003,332160,Kwigillingok,2017-02-01,2017,2,pce_eligible_community_kwh,11093,outlier_check,NA,3550,NA,3724,NA,NA,NA
A3321600817225003_com_facil_sold_to,A3321600817225003,332160,Kwigillingok,2017-02-01,2017,2,com_facil_sold_to,11093,outlier_check,NA,3550,NA,3724,NA,NA,NA
A3321600817225003_govt_facil_sold_to,A3321600817225003,332160,Kwigillingok,2017-02-01,2017,2,govt_facil_sold_to,1060,outlier_check,NA,355,NA,420,NA,NA,NA
A3321600917225003_pce_eligible_community_kwh,A3321600917225003,332160,Kwigillingok,2017-03-01,2017,3,pce_eligible_community_kwh,11909,outlier_check,NA,3550,5459,4123,NA,NA,NA
A3321600917225003_com_facil_sold_to,A3321600917225003,332160,Kwigillingok,2017-03-01,2017,3,com_facil_sold_to,11909,outlier_check,NA,3550,5459,4123,NA,NA,NA
A3321600917225003_govt_facil_sold_to,A3321600917225003,332160,Kwigillingok,2017-03-01,2017,3,govt_facil_sold_to,1173,outlier_check,NA,355,595,612,NA,NA,NA
A3321600618225003_govt_facil_sold_to,A3321600618225003,332160,Kwigillingok,2017-12-01,2017,12,govt_facil_sold_to,1103,outlier_check,579,355,579,585,NA,NA,NA
A3321600718225003_pce_eligible_community_kwh,A3321600718225003,332160,Kwigillingok,2018-01-01,2018,1,pce_eligible_community_kwh,9374,outlier_check,5722,3696,4118,4051,NA,NA,NA
A3321600718225003_com_facil_sold_to,A3321600718225003,332160,Kwigillingok,2018-01-01,2018,1,com_facil_sold_to,9374,outlier_check,5722,3696,4118,4051,NA,NA,NA
A3321600718225003_govt_facil_sold_to,A3321600718225003,332160,Kwigillingok,2018-01-01,2018,1,govt_facil_sold_to,1608,outlier_check,NA,442,459,487,NA,NA,NA
A3321600818225003_wind_kwh_generated,A3321600818225003,332160,Kwigillingok,2018-02-01,2018,2,wind_kwh_generated,122432,outlier_check,69828,23148,46454,28102,NA,NA,NA
A3321600918225003_pce_eligible_community_kwh,A3321600918225003,332160,Kwigillingok,2018-03-01,2018,3,pce_eligible_community_kwh,9223,outlier_check,2513,3696,4120,4123,NA,NA,NA
A3321600918225003_com_facil_sold_to,A3321600918225003,332160,Kwigillingok,2018-03-01,2018,3,com_facil_sold_to,9223,outlier_check,2513,3696,4120,4123,NA,NA,NA
