identifier,project_code,stage_code,shortcut_dimension_4_code,line_no,sales_reporter_id,sales_reporting_name,ak_operator_id,operator_name,plant_id,plant_name,intertie_id,intertie_name,utility,community,amount,purchased_from,purchased_from_2,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,fuel_used_gallons,non_fuel_expenses,fuel_cost,total_kwh_purchased,total_kwh_purchased_2,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,diesel_kwh_generated,hydro_kwh_generated,natural_gas_kwh_generated,wind_kwh_generated,solar_kwh_generated,other_kwh_generated,calendar_month,fiscal_year,calendar_year,pce_eligible_residential_kwh,pce_eligible_com_facil_kwh,pce_eligible_community_kwh,pce_eligible_total_kwh,actual_rate,pro_rata_rate,residential_rate,effective_residential_rate,residential_kwh_per_customer_per_month,pce_residential_kwh_per_customer_per_month
A3319500116225003,331950,01,16,0,SR-59,Ekwok,AK-OP-006,Alaska Village Electric Cooperative,P81,Ekwok,065-2016,New_Stuyahok_grid,ALASKA VILLAGE ELECTRIC COOP,EKWOK,7389.12,NA,NA,2071,NA,17453,7202,1661,4567,0,4.0425,2871,NA,10881.09,0,NA,51,18,6,3,0,0,NA,35562,0,NA,NA,NA,NA,7,2016,2015,13746,0,1661,15407,0.4799,0.4799,0.7061,0.22619999999999996,342.2156862745098,269.52941176470586
A3319900116225003,331990,01,16,0,SR-65,Galena,AK-OP-033,"Galena, City of",P144,Galena Electric Utility,115-0000,Galena_grid,CITY OF GALENA,GALENA,26076.21,NA,NA,17382,602,57717,137183,29626,33997,0,3.6505,24973,94477.57,91163.94,0,NA,186,116,9,42,0,0,NA,342920,0,NA,NA,NA,NA,7,2016,2015,48728,0,29626,78354,0.3328,0.3328,0.67,0.33720000000000006,310.30645161290323,261.97849462365593
A3320300116225003,332030,01,16,0,SR-77,Hughes,AK-OP-038,Hughes Power & Light,P160,Hughes,120-0000,Hughes_grid,HUGHES POWER & LIGHT,HUGHES,9431.82,NA,NA,3832,132,14206,7445,5314,243,0,5.0602,2818,2035.55,14259.64,0,NA,37,11,3,2,0,0,NA,30596,0,NA,NA,NA,NA,7,2016,2015,11866,0,5314,17180,0.549,0.549,0.71,0.16099999999999992,383.94594594594594,320.7027027027027
A3320500116225003,332050,01,16,0,SR-81,"Iliamna, Newhalen, Nondalton",AK-OP-040,"I-N-N Electric Coop, Inc",P162,Newhalen,123-1983,Newhalen_grid,ILIAMNA NEWHALEN NONDALTON,ILIAMNA; NEWHALEN; NONDALTON,14766.41,NA,NA,28006,545,59016,92174,20477,20503,0,4.6716,0,83676.23,0,0,NA,188,96,15,9,0,0,NA,NA,244433,NA,NA,NA,NA,7,2016,2015,44516,0,20477,64993,0.2272,0.2272,0.57,0.34279999999999994,313.9148936170213,236.7872340425532
A3320700116225003,332070,01,16,0,SR-89,King Cove,AK-OP-043,"King Cove, City of",P177,King Cove,131-0000,King Cove_grid,CITY OF KING COVE,KING COVE,6486.19,NA,NA,4607,759,77973,89658,137213,2959,0,3.4205,1630,NA,5575.42,0,NA,191,201,32,6,0,0,NA,23000,328000,NA,NA,NA,NA,7,2016,2015,57661,0,63350,121011,0.0536,0.0536,0.3,0.2464,408.23560209424085,301.89005235602093
A3321100116225003,332110,01,16,0,SR-96,Koliganek,AK-OP-064,New Koliganek Village Council,P213,Koliganek,157-0000,Koliganek_grid,NEW KOLIGANEK VILLAGE COUNCIL,KOLIGANEK,8407.25,NA,NA,3363,140,25526,3733,5895,9790,0,4.0583,5652,NA,22937.51,0,NA,67,6,10,13,0,0,NA,50344,0,NA,NA,NA,NA,7,2016,2015,20081,0,4516,24597,0.3418,0.3418,0.5,0.1582,380.9850746268657,299.7164179104478
A3321200116225003,332120,01,16,0,SR-98,Kotlik,AK-OP-006,Alaska Village Electric Cooperative,P57,Kotlik,059-0000,Kotlik_grid,ALASKA VILLAGE ELECTRIC COOP,KOTLIK,20416.25,NA,NA,3987,NA,43509,35075,11648,30927,0,4.0191,9580,NA,38502.98,0,NA,127,20,10,17,0,0,NA,135235,0,NA,NA,NA,NA,7,2016,2015,40078,0,11648,51726,0.4008,0.4008,0.6228,0.22200000000000003,342.59055118110234,315.5748031496063
A3321900116225003,332190,01,16,0,SR-106,Lime Village,AK-OP-054,Lime Village Electric Utility,P195,Lime Village,141-0000,Lime Village_grid,LIME VILLAGE ELECTRIC UTILITY,LIME VILLAGE,1250.73,NA,NA,451,19,1717,1067,216,7,0,6.5996,564,1116,3722.17,0,NA,17,1,5,1,0,0,NA,5216,0,NA,NA,NA,NA,7,2016,2015,1348,0,216,1564,0.7997,0.7997,1.7748,0.9751,101,79.29411764705883
A3322100116225003,332210,01,16,0,SR-109,Manokotak,AK-OP-056,Manokotak Power Company,P196,Manokotak,142-0000,Manokotak_grid,MANOKOTAK POWER COMPANY,MANOKOTAK,9523.33,NA,NA,NA,NA,44814,17268,6024,11945,4179,3.464,7511,4807.56,26018.1,0,NA,146,27,6,7,5,0,NA,122728,0,NA,NA,NA,NA,7,2016,2015,40512,0,1608,42120,0.2261,0.2261,0.55,0.3239000000000001,306.94520547945206,277.47945205479454
A3323000116225003,332300,01,16,0,SR-118,Napaskiak,AK-OP-061,Napaskiak Electric Utility,P209,Napaskiak,153-0000,Napaskiak_grid,NAPASKIAK ELECTRIC UTILITY,NAPASKIAK,12197.52,NA,NA,4246,177,35267,21366,1745,837,2865,4.0495,6908,NA,27973.95,0,NA,111,17,8,3,10,0,NA,79005,0,NA,NA,NA,NA,7,2016,2015,33764,0,1357,35121,0.3473,0.3473,0.7,0.35269999999999996,317.72072072072075,304.1801801801802
A3323100116225003,332310,01,16,0,SR-35,Chefornak,AK-OP-062,Naterkaq Light Plant (City of Chefornak),P210,Chefornak,154-0000,Chefornak_grid,NATERKAQ LIGHT PLANT,CHEFORNAK,9284.92,NA,NA,3047,231,33821,12506,6253,28881,1042,4.5243,7493,25721.19,33900.58,0,NA,115,11,19,15,5,0,NA,94004,0,NA,NA,NA,NA,7,2016,2015,30110,0,5906,36016,0.2578,0.2578,0.49,0.2322,294.09565217391304,261.82608695652175
A3324200116225003,332420,01,16,0,SR-132,Nunam Iqua,AK-OP-068,Nunam Iqua Electric Company,P223,Nunam Iqua,167-0000,Nunam Iqua_grid,NUNAM IQUA ELECTRIC COMPANY,NUNAM IQUA,6124.55,NA,NA,1735,106,13918,24005,10151,2110,350,3.96,4773,8519.14,18901.08,0,NA,41,4,3,6,2,0,NA,55352,0,NA,NA,NA,NA,7,2016,2015,13421,0,10151,23572,0.3264,0.3264,0.53,0.2036,339.4634146341463,327.3414634146341
A3324500116225003,332450,01,16,0,SR-136,Pedro Bay,AK-OP-071,Pedro Bay Village Council,P227,Pedro Bay,171-0000,Pedro Bay_grid,PEDRO BAY VILLAGE COUNCIL,PEDRO BAY,2943.2,NA,NA,1153,63,6444,9565,1401,335,0,4.3157,1978,2343.83,8536.45,0,NA,23,11,5,1,0,0,NA,20413,0,NA,NA,NA,NA,7,2016,2015,5564,0,1389,6953,0.4233,0.4233,0.91,0.4867,280.17391304347825,241.91304347826087
A3324700116225003,332470,01,16,0,SR-138,Perryville,AK-OP-073,Native Village of Perryville,P211,Perryville,155-0000,Perryville_grid,NATIVE VILLAGE OF PERRYVILLE,PERRYVILLE,2093.5,NA,NA,549,NA,7147,15285,0,250,806,4.0999,1063,1621.02,4358.19,0,NA,45,10,6,3,2,0,NA,39760,0,NA,714,163,NA,7,2016,2015,6625,0,0,6625,0.316,0.316,0.95,0.6339999999999999,158.82222222222222,147.22222222222223
A3325500116225003,332550,01,16,0,SR-152,Saint George,AK-OP-082,"Saint George, City of",P237,Saint George,179-0000,Saint George_grid,CITY OF ST. GEORGE,ST. GEORGE,8526.09,NA,NA,3075,152,11239,8128,6054,10275,487,7.64,3812,3445.54,29123.68,0,NA,39,13,7,14,2,0,NA,45450,0,NA,NA,NA,NA,7,2016,2015,8966,0,3811,12777,0.6673,0.6673,1,0.3327,288.1794871794872,229.89743589743588
A3325700116225003,332570,01,16,0,SR-168,Stevens Village,AK-OP-081,Stevens Village Ira Council,P246,Stevens Village,181-0000,Stevens Village_grid,STEVENS VILLAGE IRA COUNCIL,STEVENS VILLAGE,1569.29,NA,NA,1261,15,1457,3232,1560,586,0,3.918,1482,6068.75,5806.48,0,NA,6,2,3,4,0,0,NA,11758,0,NA,NA,NA,NA,7,2016,2015,1436,0,1021,2457,0.6387,0.6387,1.07,0.4313,242.83333333333334,239.33333333333334
A3326500116225003,332650,01,16,0,SR-20,Angoon,AK-OP-041,Inside Passage Electric,P163,Angoon,125-0000,Angoon_grid,INSIDE PASSAGE ELECTRIC,ANGOON,24903.94,NA,NA,7273,273,65085,32761,17390,2848,0,3.3633,10149,36690.33,34134.13,0,NA,196,24,8,7,0,0,NA,138219,0,NA,NA,NA,NA,7,2016,2015,51961,0,17390,69351,0.3591,0.3591,0.5916,0.23250000000000004,332.06632653061223,265.10714285714283
A3326600116225003,332660,01,16,0,SR-41,Chilkat Valley,AK-OP-041,Inside Passage Electric,P166,Chilkat Valley,032-1998,Haines_grid,INSIDE PASSAGE ELECTRIC,CHILKAT VALLEY,14253.76,ALASKA POWER & TELEPHONE,NA,4435,332,45383,34074,103,2640,0,3.3633,0,38563.87,0,900,NA,205,25,1,16,0,0,NA,NA,160200,NA,NA,NA,NA,7,2016,2015,39590,0,103,39693,0.3591,0.3591,0.5915,0.23240000000000005,221.38048780487804,193.1219512195122
A3326700116225003,332670,01,16,0,SR-75,Hoonah,AK-OP-041,Inside Passage Electric,P164,Hoonah,128-0000,Hoonah_grid,INSIDE PASSAGE ELECTRIC,HOONAH,53929.28,NA,NA,8286,704,130457,177340,35969,12316,0,3.3633,25886,76347.1,87062.38,0,NA,387,59,29,14,0,0,NA,388212,0,NA,NA,NA,NA,7,2016,2015,114210,0,35969,150179,0.3591,0.3591,0.5915,0.23240000000000005,337.09819121447026,295.1162790697674
A3326800116225003,332680,01,16,0,SR-82,Kake,AK-OP-041,Inside Passage Electric,P165,Kake,129-0000,Kake_grid,INSIDE PASSAGE ELECTRIC,KAKE,29068.07,NA,NA,5500,324,77772,55022,15198,3186,0,3.3633,12954,48243.88,43568.19,0,NA,240,48,14,7,0,0,NA,171814,0,NA,NA,NA,NA,7,2016,2015,65749,0,15198,80947,0.3591,0.3591,0.5915,0.23240000000000005,324.05,273.95416666666665
A3327000116225003,332700,01,16,0,SR-93,Klukwan,AK-OP-041,Inside Passage Electric,P167,Klukwan,032-1998,Haines_grid,INSIDE PASSAGE ELECTRIC,KLUKWAN,6113.32,NA,NA,NA,NA,14260,5274,3720,0,0,NA,0,10148.39,0,0,NA,48,8,9,0,0,0,NA,NA,0,NA,NA,NA,NA,7,2016,2015,13304,0,3720,17024,0.3591,0.3591,0.5915,0.23240000000000005,297.0833333333333,277.1666666666667
A3310700216225003,331070,02,16,0,SR-42,Chistochina,AK-OP-005,Alaska Power & Telephone Company,P32,Chistochina,026-2012,Slana_grid,ALASKA POWER & TELEPHONE,CHISTOCHINA,3432.24,NA,NA,752,NA,11777,11698,274,51,0,3.1,0,NA,0,0,NA,45,19,1,1,0,0,NA,NA,0,NA,NA,NA,NA,8,2016,2015,10235,0,274,10509,0.3266,0.3266,0.6324,0.30579999999999996,261.7111111111111,227.44444444444446
A3310900216225003,331090,02,16,0,SR-50,Craig,AK-OP-005,Alaska Power & Telephone Company,P20,Craig,023-2015,Prince of Wales Is._grid,ALASKA POWER & TELEPHONE,CRAIG,4799.95,BLACK BEAR LAKE/SOUTH FORK,NA,12849,5872,313760,1168310,145192,41991,0,2.75,65096,NA,179014,2231144,NA,660,293,45,22,0,0,NA,940051,0,NA,NA,NA,NA,8,2016,2015,212433,0,83860,296293,0.0162,0.0162,0.246,0.2298,475.3939393939394,321.8681818181818
A3311100216225003,331110,02,16,0,SR-56,"Eagle, Eagle Village",AK-OP-005,Alaska Power & Telephone Company,P34,Eagle,009-0000,Eagle_grid,ALASKA POWER & TELEPHONE,EAGLE; EAGLE VILLAGE,9286.93,NA,NA,429,116,25153,12339,364,8073,0,3.15,3951,NA,12445.65,0,NA,133,18,7,18,0,0,NA,50438,0,NA,NA,2422,NA,8,2016,2015,22970,0,364,23334,0.398,0.398,0.7074,0.3094,189.1203007518797,172.70676691729324
A3311200216225003,331120,02,16,0,SR-71,"Haines, Covenant Life",AK-OP-005,Alaska Power & Telephone Company,P22,Haines,032-1998,Haines_grid,ALASKA POWER & TELEPHONE,HAINES; COVENANT LIFE,9594.88,GOAT LAKE/KAISDAYA/IPEC/LUTAK,NA,20120,2053,410021,410787,72854,78219,0,3,917,NA,2751,1087637,NA,1113,339,33,31,0,0,NA,12200,0,NA,NA,NA,NA,8,2016,2015,314388,0,72454,386842,0.0248,0.0248,0.2268,0.202,368.392632524708,282.46900269541777
A3312400216225003,331240,02,16,0,SR-16,Alakanuk,AK-OP-006,Alaska Village Electric Cooperative,P45,Alakanuk,045-2016,Emmonak_grid,ALASKA VILLAGE ELECTRIC COOP,ALAKANUK,28689.07,NA,NA,2203,NA,60528,26063,16423,61330,0,4.0189,12557,NA,39746.67,0,NA,164,17,10,8,0,0,NA,164377,0,NA,NA,NA,NA,8,2016,2015,54075,0,16423,70498,0.4114,0.4114,0.634,0.2226,369.0731707317073,329.7256097560976
A3312500216225003,331250,02,16,0,SR-18,Ambler,AK-OP-006,Alaska Village Electric Cooperative,P46,Ambler,035-0000,Ambler_grid,ALASKA VILLAGE ELECTRIC COOP,AMBLER,20639.15,NA,NA,2115,NA,36601,12762,15507,24322,0,5.4374,6737,NA,27009.98,0,NA,82,19,12,8,0,0,NA,91441,0,NA,NA,NA,NA,8,2016,2015,27424,0,15507,42931,0.4906,0.4906,0.7173,0.22670000000000007,446.3536585365854,334.4390243902439
A3312600216225003,331260,02,16,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,6424.47,NA,NA,1058,NA,11029,6699,4183,5020,0,3.73,2550,NA,6395.15,0,NA,40,10,8,12,0,0,NA,28697,0,NA,NA,NA,NA,8,2016,2015,10542,0,4183,14725,0.4365,0.4365,0.6604,0.2239,275.725,263.55
A3312700216225003,331270,02,16,0,SR-31,Brevig Mission,AK-OP-006,Alaska Village Electric Cooperative,P48,Brevig Mission,039-0000,Brevig Mission_grid,ALASKA VILLAGE ELECTRIC COOP,BREVIG MISSION,15739.65,NA,NA,3283,NA,36352,8382,11387,22929,0,3.8365,6033,NA,23145.6,0,NA,86,10,10,15,0,0,NA,83114,0,NA,NA,NA,NA,8,2016,2015,30291,0,11387,41678,0.3852,0.3852,0.6064,0.2212000000000001,422.69767441860466,352.22093023255815
A3312800216225003,331280,02,16,0,SR-37,Chevak,AK-OP-006,Alaska Village Electric Cooperative,P49,Chevak,040-0000,Chevak_grid,ALASKA VILLAGE ELECTRIC COOP,CHEVAK,27148.63,NA,NA,11967,NA,71206,31715,19449,50700,0,3.8763,9335,NA,36185.26,0,NA,206,20,11,21,0,0,NA,122040,0,NA,66027,NA,NA,8,2016,2015,64303,0,19449,83752,0.329,0.329,0.5668,0.23779999999999996,345.6601941747573,312.1504854368932
A3312900216225003,331290,02,16,0,SR-57,Eek,AK-OP-006,Alaska Village Electric Cooperative,P80,Eek,041-0000,Eek_grid,ALASKA VILLAGE ELECTRIC COOP,EEK,14829.59,NA,NA,979,NA,30403,13983,6034,10614,0,4.0525,4935,NA,16353.11,0,NA,105,14,9,9,0,0,NA,63105,0,NA,NA,NA,NA,8,2016,2015,28558,0,6034,34592,0.4313,0.4313,0.6549,0.2236,289.55238095238093,271.9809523809524
A3313000216225003,331300,02,16,0,SR-61,Elim,AK-OP-006,Alaska Village Electric Cooperative,P50,Elim,043-0000,Elim_grid,ALASKA VILLAGE ELECTRIC COOP,ELIM,16639.53,NA,NA,1588,NA,37748,28772,9098,24473,0,4.0779,7238,NA,29515.84,0,NA,95,17,9,19,0,0,NA,105230,0,NA,NA,NA,NA,8,2016,2015,32713,0,9098,41811,0.4026,0.4026,0.6247,0.2221,397.34736842105264,344.34736842105264
A3313100216225003,331310,02,16,0,SR-62,Emmonak,AK-OP-006,Alaska Village Electric Cooperative,P51,Emmonak,045-2016,Emmonak_grid,ALASKA VILLAGE ELECTRIC COOP,EMMONAK,46379,NA,NA,5968,NA,83987,221463,58870,47602,0,3.9997,29528,NA,96990.62,0,NA,200,50,12,30,0,0,NA,408991,0,NA,0,NA,NA,8,2016,2015,69481,0,58870,128351,0.377,0.377,0.6062,0.22919999999999996,419.935,347.405
A3313200216225003,331320,02,16,0,SR-66,Gambell,AK-OP-006,Alaska Village Electric Cooperative,P52,Gambell,046-0000,Gambell_grid,ALASKA VILLAGE ELECTRIC COOP,GAMBELL,20268.71,NA,NA,16874,NA,55725,29209,9609,30680,0,4.0461,7059,NA,25510.52,0,NA,161,18,11,29,0,0,NA,87646,0,NA,56495,NA,NA,8,2016,2015,49171,0,9609,58780,0.3474,0.3474,0.582,0.2346,346.11801242236027,305.4099378881988
A3313300216225003,331330,02,16,0,SR-68,Goodnews Bay,AK-OP-006,Alaska Village Electric Cooperative,P82,Goodnews Bay,047-0000,Goodnews Bay_grid,ALASKA VILLAGE ELECTRIC COOP,GOODNEWS BAY,11965.31,NA,NA,1506,NA,26125,7172,4444,7983,0,4.0056,3888,NA,14084.28,0,NA,77,7,10,7,0,0,NA,47999,0,NA,NA,NA,NA,8,2016,2015,23847,0,4444,28291,0.4242,0.4242,0.6474,0.22319999999999995,339.2857142857143,309.7012987012987
A3313400216225003,331340,02,16,0,SR-69,Grayling,AK-OP-006,Alaska Village Electric Cooperative,P83,Grayling,048-0000,Grayling_grid,ALASKA VILLAGE ELECTRIC COOP,GRAYLING,9746.47,NA,NA,1923,NA,18456,8428,8038,5461,0,3.7478,3682,NA,10019.83,0,NA,64,6,10,5,0,0,NA,43476,0,NA,NA,NA,NA,8,2016,2015,17092,0,8038,25130,0.3945,0.3945,0.6162,0.22169999999999995,288.375,267.0625
A3313500216225003,331350,02,16,0,SR-74,Holy Cross,AK-OP-006,Alaska Village Electric Cooperative,P84,Holy Cross,049-0000,Holy Cross_grid,ALASKA VILLAGE ELECTRIC COOP,HOLY CROSS,8883.62,NA,NA,1982,NA,20748,6639,5545,6926,0,3.7312,3444,NA,10201.13,0,NA,74,6,12,9,0,0,NA,41997,0,NA,NA,NA,NA,8,2016,2015,17802,0,5545,23347,0.3838,0.3838,0.6049,0.2211,280.3783783783784,240.56756756756758
A3313600216225003,331360,02,16,0,SR-76,Hooper Bay,AK-OP-006,Alaska Village Electric Cooperative,P53,Hooper Bay,050-0000,Hooper Bay_grid,ALASKA VILLAGE ELECTRIC COOP,HOOPER BAY,33287.28,NA,NA,5669,NA,77910,71240,18540,53426,0,4.066,13355,NA,41448.58,0,NA,250,41,11,30,0,0,NA,197878,0,NA,32847,NA,NA,8,2016,2015,73595,0,18540,92135,0.3664,0.3664,0.5972,0.23079999999999995,311.64,294.38
A3313700216225003,331370,02,16,0,SR-78,Huslia,AK-OP-006,Alaska Village Electric Cooperative,P85,Huslia,051-0000,Huslia_grid,ALASKA VILLAGE ELECTRIC COOP,HUSLIA,14761.74,NA,NA,1905,NA,40010,3022,5766,15800,0,3.9264,4989,NA,18081.13,0,NA,103,8,16,12,0,0,NA,67175,0,NA,NA,NA,NA,8,2016,2015,32240,0,5766,38006,0.3906,0.3906,0.6121,0.22149999999999995,388.4466019417476,313.00970873786406
A3313800216225003,331380,02,16,0,SR-85,Kaltag,AK-OP-006,Alaska Village Electric Cooperative,P86,Kaltag,054-0000,Kaltag_grid,ALASKA VILLAGE ELECTRIC COOP,KALTAG,8195.53,NA,NA,1126,NA,18477,6328,3000,17829,0,3.6607,3750,NA,11302.88,0,NA,68,10,10,14,0,0,NA,48180,0,NA,NA,945,NA,8,2016,2015,17698,0,3000,20698,0.3969,0.3969,0.6187,0.22180000000000005,271.72058823529414,260.2647058823529
A3313900216225003,331390,02,16,0,SR-87,Kasigluk,AK-OP-006,Alaska Village Electric Cooperative,P54,Kasigluk,055-2006,Kasigluk_grid,ALASKA VILLAGE ELECTRIC COOP,KASIGLUK,24518.56,NA,NA,11038,NA,54552,17671,24357,33027,0,4.0216,14149,NA,47117.58,0,NA,117,16,9,14,0,0,NA,192596,0,NA,34557,NA,NA,8,2016,2015,45347,0,24357,69704,0.3613,0.3613,0.5928,0.2315,466.2564102564103,387.5811965811966
A3314000216225003,331400,02,16,0,SR-88,Kiana,AK-OP-006,Alaska Village Electric Cooperative,P55,Kiana,057-0000,Kiana_grid,ALASKA VILLAGE ELECTRIC COOP,KIANA,23899.49,NA,NA,2780,NA,50812,18253,14191,24456,0,4.3233,8801,NA,30202.39,0,NA,121,11,13,6,0,0,NA,113941,0,NA,NA,NA,NA,8,2016,2015,40047,0,14191,54238,0.4475,0.4475,0.6719,0.22440000000000004,419.93388429752065,330.9669421487603
A3314100216225003,331410,02,16,0,SR-91,Kivalina,AK-OP-006,Alaska Village Electric Cooperative,P56,Kivalina,058-0000,Kivalina_grid,ALASKA VILLAGE ELECTRIC COOP,KIVALINA,17350.99,NA,NA,3695,NA,40808,24617,7072,23519,0,4.325,7399,NA,32000.68,0,NA,87,10,10,6,0,0,NA,97586,0,NA,NA,NA,NA,8,2016,2015,32242,0,7072,39314,0.4443,0.4443,0.6686,0.2243,469.0574712643678,370.5977011494253
A3314200216225003,331420,02,16,0,SR-100,Koyuk,AK-OP-006,Alaska Village Electric Cooperative,P58,Koyuk,060-0000,Koyuk_grid,ALASKA VILLAGE ELECTRIC COOP,KOYUK,14879.12,NA,NA,1193,NA,33290,19785,9976,27625,0,4.0984,6338,NA,25975.03,0,NA,88,12,9,18,0,0,NA,90915,0,NA,NA,NA,NA,8,2016,2015,27348,0,9976,37324,0.4067,0.4067,0.629,0.2223,378.29545454545456,310.77272727272725
A3314400216225003,331440,02,16,0,SR-110,Marshall,AK-OP-006,Alaska Village Electric Cooperative,P59,Marshall,061-0000,Marshall_grid,ALASKA VILLAGE ELECTRIC COOP,MARSHALL,17800,NA,NA,3122,NA,42146,19343,8533,31111,0,3.7249,7756,NA,20931.89,0,NA,108,20,13,8,0,0,NA,107249,0,NA,NA,NA,NA,8,2016,2015,37764,0,8533,46297,0.3866,0.3866,0.6078,0.2212,390.24074074074076,349.6666666666667
A3314500216225003,331450,02,16,0,SR-112,Mekoryuk,AK-OP-006,Alaska Village Electric Cooperative,P87,Mekoryuk,062-0000,Mekoryuk_grid,ALASKA VILLAGE ELECTRIC COOP,MEKORYUK,10368.59,NA,NA,6356,NA,24763,11139,5536,16799,0,4.0187,3663,NA,12854.2,0,NA,86,17,11,11,0,0,NA,50426,0,NA,18085,NA,NA,8,2016,2015,22926,0,5536,28462,0.3662,0.3662,0.6025,0.2363,287.9418604651163,266.5813953488372
A3314600216225003,331460,02,16,0,SR-114,Minto,AK-OP-006,Alaska Village Electric Cooperative,P88,Minto,063-0000,Minto_grid,ALASKA VILLAGE ELECTRIC COOP,MINTO,9477.24,NA,NA,2503,NA,18365,7790,8661,6285,0,3.2667,3536,NA,9878.52,0,NA,76,12,5,9,0,0,NA,44074,0,NA,NA,NA,NA,8,2016,2015,17577,0,8661,26238,0.3717,0.3717,0.5922,0.22049999999999997,241.64473684210526,231.27631578947367
A3314700216225003,331470,02,16,0,SR-115,Mountain Village,AK-OP-006,Alaska Village Electric Cooperative,P60,Mountain Village,075-2020,Mountain Village_grid,ALASKA VILLAGE ELECTRIC COOP,MT. VILLAGE,31123.26,NA,NA,4235,NA,69068,42351,17498,54576,0,4.0283,14498,NA,46551.63,0,NA,176,22,18,24,0,0,NA,189256,0,NA,NA,NA,NA,8,2016,2015,61806,0,17498,79304,0.3968,0.3968,0.6186,0.22180000000000005,392.4318181818182,351.17045454545456
A3314800216225003,331480,02,16,0,SR-121,New Stuyahok,AK-OP-006,Alaska Village Electric Cooperative,P61,New Stuyahok,065-2016,New_Stuyahok_grid,ALASKA VILLAGE ELECTRIC COOP,NEW STUYAHOK,18128.7,NA,NA,2586,NA,39687,18882,6650,24383,0,4.4224,7045,NA,29162.78,0,NA,100,19,10,22,0,0,NA,95947,0,NA,NA,NA,NA,8,2016,2015,36454,0,6650,43104,0.4234,0.4234,0.6466,0.22319999999999995,396.87,364.54
A3315000216225003,331500,02,16,0,SR-126,Noatak,AK-OP-006,Alaska Village Electric Cooperative,P62,Noatak,066-0000,Noatak_grid,ALASKA VILLAGE ELECTRIC COOP,NOATAK,40304.32,NA,NA,3645,NA,60510,17564,14594,29740,0,7.1032,9112,NA,63452.32,0,NA,118,11,9,15,0,0,NA,130061,0,NA,NA,NA,NA,8,2016,2015,48702,0,14594,63296,0.6425,0.6425,0.8772,0.2347,512.7966101694915,412.728813559322
A3315100216225003,331510,02,16,0,SR-128,Noorvik,AK-OP-006,Alaska Village Electric Cooperative,P63,Noorvik,067-0000,Noorvik_grid,ALASKA VILLAGE ELECTRIC COOP,NOORVIK,28202.92,NA,NA,2394,NA,59761,15949,14948,23195,0,4.3919,8445,NA,30581.03,0,NA,132,13,10,20,0,0,NA,120389,0,NA,NA,NA,NA,8,2016,2015,48356,0,14948,63304,0.4526,0.4526,0.6773,0.2247,452.7348484848485,366.3333333333333
A3315200216225003,331520,02,16,0,SR-131,Nulato,AK-OP-006,Alaska Village Electric Cooperative,P90,Nulato,068-0000,Nulato_grid,ALASKA VILLAGE ELECTRIC COOP,NULATO,17021.58,NA,NA,1233,NA,31657,3169,14253,12696,0,3.6994,5690,NA,15359.59,0,NA,110,10,17,13,0,0,NA,68972,0,NA,NA,NA,NA,8,2016,2015,28579,0,14253,42832,0.4052,0.4052,0.6274,0.22219999999999995,287.7909090909091,259.8090909090909
A3315400216225003,331540,02,16,0,SR-134,Old Harbor,AK-OP-006,Alaska Village Electric Cooperative,P91,Old Harbor,069-0000,Old Harbor_grid,ALASKA VILLAGE ELECTRIC COOP,OLD HARBOR,14822.28,NA,NA,2179,NA,28189,11869,14267,6005,0,3.8073,4143,NA,13240.2,0,NA,94,19,11,4,0,0,NA,63480,0,NA,NA,NA,NA,8,2016,2015,25255,0,14267,39522,0.3856,0.3856,0.6068,0.2212,299.8829787234043,268.67021276595744
A3315500216225003,331550,02,16,0,SR-140,Pilot Station,AK-OP-006,Alaska Village Electric Cooperative,P65,Pilot Station,070-0000,Pilot Station_grid,ALASKA VILLAGE ELECTRIC COOP,PILOT STATION,22177.52,NA,NA,1816,NA,46017,20653,16756,36994,0,3.7216,9240,NA,21844.28,0,NA,138,12,11,12,0,0,NA,122832,0,NA,NA,NA,NA,8,2016,2015,42751,0,16756,59507,0.3808,0.3808,0.6017,0.2209,333.45652173913044,309.78985507246375
A3315700216225003,331570,02,16,0,SR-147,Quinhagak,AK-OP-006,Alaska Village Electric Cooperative,P66,Quinhagak,071-0000,Quinhagak_grid,ALASKA VILLAGE ELECTRIC COOP,QUINHAGAK,26099.73,NA,NA,2102,NA,65551,42107,17392,26401,0,4.1157,7875,NA,27132.53,0,NA,176,22,16,10,0,0,NA,118876,0,NA,34108,NA,NA,8,2016,2015,58565,0,17392,75957,0.3473,0.3473,0.584,0.23669999999999997,372.4488636363636,332.7556818181818
