project_code,sales_reporting_name,date,calendar_year,calendar_month,column_tested,raw_value,median_val,mad_score,anomaly_severity
331930,Diomede,2017-11-01,2017,11,govt_facil_sold_to,503,107,5,Strong
331930,Diomede,2017-12-01,2017,12,govt_facil_sold_to,643,107,6,Strong
331930,Diomede,2018-01-01,2018,1,powerhouse_consumption_kwh,15022,3575,7,Strong
331930,Diomede,2018-01-01,2018,1,govt_facil_sold_to,605,107,6,Strong
331930,Diomede,2018-03-01,2018,3,govt_facil_sold_to,581,107,6,Strong
331930,Diomede,2018-03-01,2018,3,unbilled_sold_to,4464,1654,6,Strong
331930,Diomede,2018-04-01,2018,4,residential_sold_to,22747,9206,5,Strong
331930,Diomede,2018-04-01,2018,4,govt_facil_sold_to,521,107,5,Strong
331930,Diomede,2018-06-01,2018,6,govt_facil_sold_to,552,107,5,Strong
331930,Diomede,2018-06-01,2018,6,unbilled_sold_to,4201,1654,6,Strong
331930,Diomede,2018-07-01,2018,7,govt_facil_sold_to,583,107,6,Strong
331930,Diomede,2018-08-01,2018,8,govt_facil_sold_to,604,107,6,Strong
331930,Diomede,2021-03-01,2021,3,peak_consumption_kw,198,89,5,Strong
331930,Diomede,2021-07-01,2021,7,unbilled_sold_to,4556,1654,7,Strong
331930,Diomede,2021-09-01,2021,9,unbilled_sold_to,7671,1654,14,Extreme
331930,Diomede,2022-11-01,2022,11,fuel_used_gallons,0,3555,6,Strong
331930,Diomede,2022-11-01,2022,11,commercial_sold_to,0,17818,5,Strong
331930,Diomede,2022-12-01,2022,12,diesel_kwh_generated,78953,36979,8,Strong
331930,Diomede,2022-12-01,2022,12,commercial_sold_to,47719,17818,9,Strong
331930,Diomede,2022-12-01,2022,12,unbilled_sold_to,3837,1654,5,Strong
331930,Diomede,2023-01-01,2023,1,unbilled_sold_to,4035,1654,5,Strong
331100,"Dot Lake, Dot Lake Village",2016-05-01,2016,5,commercial_sold_to,23061,12669.5,5,Strong
331100,"Dot Lake, Dot Lake Village",2026-01-01,2026,1,residential_sold_to,14513,7703.5,5,Strong
331110,"Eagle, Eagle Village",2022-02-01,2022,2,fuel_used_gallons,8859,5169,5,Strong
331110,"Eagle, Eagle Village",2025-12-01,2025,12,pce_eligible_residential_kwh,30890,22992.5,5,Strong
331110,"Eagle, Eagle Village",2025-12-01,2025,12,residential_sold_to,36411,25494.5,6,Strong
331110,"Eagle, Eagle Village",2026-01-01,2026,1,pce_eligible_residential_kwh,31508,22992.5,6,Strong
331110,"Eagle, Eagle Village",2026-01-01,2026,1,residential_sold_to,37994,25494.5,6,Strong
331290,Eek,2015-11-01,2015,11,pce_eligible_community_kwh,10934,3780,5,Strong
331290,Eek,2015-11-01,2015,11,commercial_sold_to,24815,10244,5,Strong
331290,Eek,2015-12-01,2015,12,commercial_sold_to,23144,10244,5,Strong
331290,Eek,2016-01-01,2016,1,pce_eligible_community_kwh,12098,3780,5,Strong
331290,Eek,2016-01-01,2016,1,commercial_sold_to,31061,10244,7,Strong
331290,Eek,2016-02-01,2016,2,pce_eligible_community_kwh,11980,3780,5,Strong
331290,Eek,2016-03-01,2016,3,pce_eligible_community_kwh,11383,3780,5,Strong
331290,Eek,2016-12-01,2016,12,pce_eligible_community_kwh,11943,3780,5,Strong
331290,Eek,2017-01-01,2017,1,pce_eligible_community_kwh,12719,3780,6,Strong
331290,Eek,2017-02-01,2017,2,pce_eligible_community_kwh,14204,3780,7,Strong
331290,Eek,2017-03-01,2017,3,pce_eligible_community_kwh,16501,3780,8,Strong
331290,Eek,2022-01-01,2022,1,com_facil_sold_to,51642,18757,5,Strong
331290,Eek,2022-02-01,2022,2,com_facil_sold_to,49669,18757,5,Strong
331290,Eek,2025-07-01,2025,7,powerhouse_consumption_kwh,6735,1612,9,Strong
331290,Eek,2025-08-01,2025,8,powerhouse_consumption_kwh,6197,1612,8,Strong
331290,Eek,2025-09-01,2025,9,powerhouse_consumption_kwh,7362,1612,10,Extreme
331290,Eek,2025-10-01,2025,10,powerhouse_consumption_kwh,7362,1612,10,Extreme
331290,Eek,2025-11-01,2025,11,commercial_sold_to,32472,10244,8,Strong
331290,Eek,2025-12-01,2025,12,commercial_sold_to,34864,10244,9,Strong
331290,Eek,2026-01-01,2026,1,commercial_sold_to,37804,10244,10,Extreme
331290,Eek,2026-02-01,2026,2,commercial_sold_to,36037,10244,9,Extreme
331290,Eek,2026-03-01,2026,3,commercial_sold_to,39970,10244,11,Extreme
331940,Egegik,2015-12-01,2015,12,residential_customers,26,84,39,Extreme
331940,Egegik,2016-01-01,2016,1,residential_customers,26,84,39,Extreme
331940,Egegik,2016-02-01,2016,2,residential_customers,27,84,38,Extreme
331940,Egegik,2016-03-01,2016,3,residential_customers,27,84,38,Extreme
331940,Egegik,2016-04-01,2016,4,residential_customers,26,84,39,Extreme
331940,Egegik,2016-05-01,2016,5,commercial_sold_to,45643,14387.5,6,Strong
331940,Egegik,2016-06-01,2016,6,commercial_sold_to,60723,14387.5,8,Strong
331940,Egegik,2016-07-01,2016,7,commercial_sold_to,53677,14387.5,7,Strong
331940,Egegik,2016-10-01,2016,10,residential_customers,31,84,36,Extreme
331940,Egegik,2016-11-01,2016,11,residential_customers,28,84,38,Extreme
331940,Egegik,2016-12-01,2016,12,residential_customers,27,84,38,Extreme
331940,Egegik,2017-01-01,2017,1,residential_customers,26,84,39,Extreme
331940,Egegik,2017-02-01,2017,2,residential_customers,24,84,40,Extreme
331940,Egegik,2017-03-01,2017,3,residential_customers,25,84,40,Extreme
331940,Egegik,2017-04-01,2017,4,residential_customers,28,84,38,Extreme
331940,Egegik,2017-05-01,2017,5,commercial_sold_to,46057,14387.5,6,Strong
331940,Egegik,2017-06-01,2017,6,commercial_sold_to,53734,14387.5,7,Strong
331940,Egegik,2017-07-01,2017,7,diesel_kwh_generated,100856,44024,5,Strong
331940,Egegik,2017-07-01,2017,7,commercial_sold_to,54092,14387.5,7,Strong
331940,Egegik,2018-01-01,2018,1,residential_customers,24,84,40,Extreme
331940,Egegik,2018-02-01,2018,2,residential_customers,29,84,37,Extreme
331940,Egegik,2018-04-01,2018,4,residential_customers,29,84,37,Extreme
331940,Egegik,2018-05-01,2018,5,commercial_sold_to,53848,14387.5,7,Strong
331940,Egegik,2018-06-01,2018,6,pce_eligible_residential_kwh,20061,9846.5,5,Strong
331940,Egegik,2018-06-01,2018,6,commercial_sold_to,57176,14387.5,8,Strong
331940,Egegik,2018-07-01,2018,7,commercial_sold_to,52343,14387.5,7,Strong
331940,Egegik,2019-05-01,2019,5,commercial_sold_to,50653,14387.5,7,Strong
331940,Egegik,2019-06-01,2019,6,commercial_sold_to,48147,14387.5,6,Strong
331940,Egegik,2019-07-01,2019,7,pce_eligible_residential_kwh,19997,9846.5,5,Strong
331940,Egegik,2019-07-01,2019,7,commercial_sold_to,47211,14387.5,6,Strong
331940,Egegik,2020-05-01,2020,5,commercial_sold_to,40615,14387.5,5,Strong
331940,Egegik,2020-06-01,2020,6,pce_eligible_residential_kwh,19848,9846.5,5,Strong
331940,Egegik,2020-06-01,2020,6,commercial_sold_to,52389,14387.5,7,Strong
331940,Egegik,2020-07-01,2020,7,pce_eligible_residential_kwh,20718,9846.5,5,Strong
331940,Egegik,2020-07-01,2020,7,peak_consumption_kw,351,113.5,5,Strong
331940,Egegik,2020-07-01,2020,7,residential_sold_to,27648,11061.5,5,Strong
331940,Egegik,2020-07-01,2020,7,commercial_sold_to,43597,14387.5,5,Strong
331940,Egegik,2021-05-01,2021,5,commercial_sold_to,48431,14387.5,6,Strong
331940,Egegik,2021-06-01,2021,6,pce_eligible_residential_kwh,20245,9846.5,5,Strong
331940,Egegik,2021-06-01,2021,6,diesel_kwh_generated,103096,44024,5,Strong
331940,Egegik,2021-06-01,2021,6,commercial_sold_to,61251,14387.5,8,Strong
331940,Egegik,2021-07-01,2021,7,pce_eligible_residential_kwh,19726,9846.5,5,Strong
331940,Egegik,2021-07-01,2021,7,diesel_kwh_generated,102383,44024,5,Strong
331940,Egegik,2021-07-01,2021,7,residential_sold_to,26865,11061.5,5,Strong
331940,Egegik,2021-07-01,2021,7,commercial_sold_to,53725,14387.5,7,Strong
331940,Egegik,2022-04-01,2022,4,commercial_sold_to,39315,14387.5,5,Strong
331940,Egegik,2022-05-01,2022,5,powerhouse_consumption_kwh,5693,2200.5,9,Extreme
331940,Egegik,2022-05-01,2022,5,peak_consumption_kw,311,113.5,5,Strong
331940,Egegik,2022-05-01,2022,5,commercial_sold_to,50886,14387.5,7,Strong
331940,Egegik,2022-06-01,2022,6,pce_eligible_residential_kwh,21591,9846.5,5,Strong
331940,Egegik,2022-06-01,2022,6,diesel_kwh_generated,103797,44024,5,Strong
331940,Egegik,2022-06-01,2022,6,residential_sold_to,26755,11061.5,5,Strong
331940,Egegik,2022-06-01,2022,6,commercial_sold_to,55412,14387.5,7,Strong
331940,Egegik,2022-07-01,2022,7,pce_eligible_residential_kwh,24446,9846.5,7,Strong
331940,Egegik,2022-07-01,2022,7,diesel_kwh_generated,110440,44024,5,Strong
331940,Egegik,2022-07-01,2022,7,residential_sold_to,28549,11061.5,5,Strong
331940,Egegik,2022-07-01,2022,7,commercial_sold_to,49316,14387.5,6,Strong
331940,Egegik,2023-05-01,2023,5,commercial_sold_to,59205,14387.5,8,Strong
331940,Egegik,2023-06-01,2023,6,pce_eligible_residential_kwh,24651,9846.5,7,Strong
331940,Egegik,2023-06-01,2023,6,diesel_kwh_generated,110404,44024,5,Strong
331940,Egegik,2023-06-01,2023,6,residential_sold_to,27745,11061.5,5,Strong
331940,Egegik,2023-06-01,2023,6,commercial_sold_to,60883,14387.5,8,Strong
331940,Egegik,2023-07-01,2023,7,pce_eligible_residential_kwh,25927,9846.5,7,Strong
331940,Egegik,2023-07-01,2023,7,diesel_kwh_generated,116056,44024,6,Strong
331940,Egegik,2023-07-01,2023,7,residential_sold_to,32145,11061.5,6,Strong
331940,Egegik,2023-07-01,2023,7,commercial_sold_to,61390,14387.5,9,Strong
331940,Egegik,2024-05-01,2024,5,peak_consumption_kw,333,113.5,5,Strong
331940,Egegik,2024-05-01,2024,5,commercial_sold_to,64198,14387.5,9,Extreme
331940,Egegik,2024-06-01,2024,6,pce_eligible_residential_kwh,23541,9846.5,6,Strong
331940,Egegik,2024-06-01,2024,6,diesel_kwh_generated,105954,44024,5,Strong
331940,Egegik,2024-06-01,2024,6,residential_sold_to,26879,11061.5,5,Strong
331940,Egegik,2024-06-01,2024,6,commercial_sold_to,56256,14387.5,8,Strong
331940,Egegik,2024-07-01,2024,7,pce_eligible_residential_kwh,22330,9846.5,6,Strong
331940,Egegik,2024-07-01,2024,7,diesel_kwh_generated,110130,44024,5,Strong
331940,Egegik,2024-07-01,2024,7,residential_sold_to,26700,11061.5,5,Strong
331940,Egegik,2024-07-01,2024,7,commercial_sold_to,51171,14387.5,7,Strong
331940,Egegik,2025-05-01,2025,5,fuel_used_gallons,9578,3849.5,5,Strong
331940,Egegik,2025-05-01,2025,5,commercial_sold_to,50777,14387.5,7,Strong
331940,Egegik,2025-06-01,2025,6,pce_eligible_residential_kwh,24796,9846.5,7,Strong
331940,Egegik,2025-06-01,2025,6,diesel_kwh_generated,109378,44024,5,Strong
331940,Egegik,2025-06-01,2025,6,peak_consumption_kw,7342,113.5,165,Extreme
331940,Egegik,2025-06-01,2025,6,residential_sold_to,29820,11061.5,6,Strong
331940,Egegik,2025-06-01,2025,6,commercial_sold_to,56808,14387.5,8,Strong
331940,Egegik,2025-07-01,2025,7,pce_eligible_residential_kwh,25689,9846.5,7,Strong
331940,Egegik,2025-07-01,2025,7,fuel_used_gallons,9898,3849.5,6,Strong
331940,Egegik,2025-07-01,2025,7,diesel_kwh_generated,114220,44024,6,Strong
331940,Egegik,2025-07-01,2025,7,residential_sold_to,33206,11061.5,7,Strong
331940,Egegik,2025-07-01,2025,7,commercial_sold_to,55458,14387.5,7,Strong
331950,Ekwok,2016-08-01,2016,8,residential_customers,140,50,30,Extreme
331950,Ekwok,2018-06-01,2018,6,pce_eligible_community_kwh,5006,1834,6,Strong
331950,Ekwok,2020-01-01,2020,1,pce_eligible_community_kwh,4585,1834,5,Strong
331950,Ekwok,2024-07-01,2024,7,govt_facil_sold_to,298,7868,5,Strong
331950,Ekwok,2025-11-01,2025,11,com_facil_sold_to,1495,9571,5,Strong
331950,Ekwok,2025-12-01,2025,12,com_facil_sold_to,1314,9571,5,Strong
331950,Ekwok,2026-01-01,2026,1,commercial_sold_to,10234,0,NA,Strong
331950,Ekwok,2026-01-01,2026,1,com_facil_sold_to,1440,9571,5,Strong
331950,Ekwok,2026-02-01,2026,2,com_facil_sold_to,1405,9571,5,Strong
331950,Ekwok,2026-03-01,2026,3,com_facil_sold_to,1391,9571,5,Strong
331960,Elfin Cove,2016-06-01,2016,6,fuel_used_gallons,4407,1319,6,Strong
331960,Elfin Cove,2016-06-01,2016,6,diesel_kwh_generated,58013,13905,6,Strong
331960,Elfin Cove,2016-06-01,2016,6,commercial_sold_to,29247,5018,5,Strong
331960,Elfin Cove,2016-07-01,2016,7,fuel_used_gallons,4133,1319,5,Strong
331960,Elfin Cove,2016-07-01,2016,7,diesel_kwh_generated,53986,13905,5,Strong
331960,Elfin Cove,2016-07-01,2016,7,commercial_sold_to,27609,5018,5,Strong
331960,Elfin Cove,2016-08-01,2016,8,fuel_used_gallons,4898,1319,6,Strong
331960,Elfin Cove,2016-08-01,2016,8,diesel_kwh_generated,61840,13905,6,Strong
331960,Elfin Cove,2016-08-01,2016,8,residential_sold_to,24721,5045,6,Strong
331960,Elfin Cove,2016-08-01,2016,8,commercial_sold_to,30825,5018,5,Strong
331960,Elfin Cove,2017-06-01,2017,6,fuel_used_gallons,4237,1319,5,Strong
331960,Elfin Cove,2017-06-01,2017,6,diesel_kwh_generated,55836,13905,6,Strong
331960,Elfin Cove,2017-06-01,2017,6,residential_sold_to,23275,5045,5,Strong
331960,Elfin Cove,2017-06-01,2017,6,commercial_sold_to,27973,5018,5,Strong
331960,Elfin Cove,2017-07-01,2017,7,fuel_used_gallons,4652,1319,6,Strong
331960,Elfin Cove,2017-07-01,2017,7,diesel_kwh_generated,59646,13905,6,Strong
331960,Elfin Cove,2017-07-01,2017,7,residential_sold_to,20984,5045,5,Strong
331960,Elfin Cove,2017-07-01,2017,7,commercial_sold_to,30781,5018,5,Strong
331960,Elfin Cove,2017-08-01,2017,8,fuel_used_gallons,4898,1319,6,Strong
331960,Elfin Cove,2017-08-01,2017,8,diesel_kwh_generated,62582,13905,7,Strong
331960,Elfin Cove,2017-08-01,2017,8,commercial_sold_to,29636,5018,5,Strong
331960,Elfin Cove,2018-06-01,2018,6,fuel_used_gallons,4369,1319,6,Strong
331960,Elfin Cove,2018-06-01,2018,6,diesel_kwh_generated,61344,13905,6,Strong
331960,Elfin Cove,2018-06-01,2018,6,commercial_sold_to,32057,5018,6,Strong
331960,Elfin Cove,2018-07-01,2018,7,fuel_used_gallons,4715,1319,6,Strong
331960,Elfin Cove,2018-07-01,2018,7,diesel_kwh_generated,62895,13905,7,Strong
331960,Elfin Cove,2018-07-01,2018,7,commercial_sold_to,31577,5018,5,Strong
331960,Elfin Cove,2018-08-01,2018,8,fuel_used_gallons,5004,1319,7,Strong
331960,Elfin Cove,2018-08-01,2018,8,diesel_kwh_generated,63437,13905,7,Strong
331960,Elfin Cove,2018-08-01,2018,8,residential_sold_to,21454,5045,5,Strong
331960,Elfin Cove,2018-08-01,2018,8,commercial_sold_to,31629,5018,5,Strong
331960,Elfin Cove,2018-09-01,2018,9,powerhouse_consumption_kwh,6352,1881,6,Strong
331960,Elfin Cove,2019-06-01,2019,6,fuel_used_gallons,4721,1319,6,Strong
331960,Elfin Cove,2019-06-01,2019,6,diesel_kwh_generated,57051,13905,6,Strong
331960,Elfin Cove,2019-06-01,2019,6,residential_sold_to,22224,5045,5,Strong
331960,Elfin Cove,2019-07-01,2019,7,fuel_used_gallons,4607,1319,6,Strong
331960,Elfin Cove,2019-07-01,2019,7,diesel_kwh_generated,63531,13905,7,Strong
331960,Elfin Cove,2019-07-01,2019,7,commercial_sold_to,29985,5018,5,Strong
331960,Elfin Cove,2019-08-01,2019,8,fuel_used_gallons,4657,1319,6,Strong
331960,Elfin Cove,2019-08-01,2019,8,diesel_kwh_generated,60176,13905,6,Strong
331960,Elfin Cove,2019-08-01,2019,8,commercial_sold_to,29449,5018,5,Strong
331960,Elfin Cove,2020-06-01,2020,6,fuel_used_gallons,3947,1319,5,Strong
331960,Elfin Cove,2020-06-01,2020,6,diesel_kwh_generated,49930,13905,5,Strong
331960,Elfin Cove,2020-06-01,2020,6,residential_sold_to,21659,5045,5,Strong
331960,Elfin Cove,2020-07-01,2020,7,fuel_used_gallons,4273,1319,5,Strong
331960,Elfin Cove,2020-07-01,2020,7,diesel_kwh_generated,56220,13905,6,Strong
331960,Elfin Cove,2020-08-01,2020,8,fuel_used_gallons,4548,1319,6,Strong
331960,Elfin Cove,2020-08-01,2020,8,diesel_kwh_generated,59601,13905,6,Strong
331960,Elfin Cove,2020-08-01,2020,8,residential_sold_to,21809,5045,5,Strong
331960,Elfin Cove,2021-05-01,2021,5,commercial_sold_to,27632,5018,5,Strong
331960,Elfin Cove,2021-06-01,2021,6,fuel_used_gallons,4619,1319,6,Strong
331960,Elfin Cove,2021-06-01,2021,6,diesel_kwh_generated,60461,13905,6,Strong
331960,Elfin Cove,2021-06-01,2021,6,commercial_sold_to,39605,5018,7,Strong
331960,Elfin Cove,2021-07-01,2021,7,fuel_used_gallons,5221,1319,7,Strong
331960,Elfin Cove,2021-07-01,2021,7,diesel_kwh_generated,69165,13905,7,Strong
331960,Elfin Cove,2021-07-01,2021,7,commercial_sold_to,45854,5018,8,Strong
331960,Elfin Cove,2021-08-01,2021,8,fuel_used_gallons,5516,1319,8,Strong
331960,Elfin Cove,2021-08-01,2021,8,diesel_kwh_generated,72394,13905,8,Strong
331960,Elfin Cove,2021-08-01,2021,8,commercial_sold_to,44338,5018,8,Strong
331960,Elfin Cove,2021-09-01,2021,9,commercial_sold_to,28206,5018,5,Strong
331960,Elfin Cove,2022-05-01,2022,5,diesel_kwh_generated,50076,13905,5,Strong
331960,Elfin Cove,2022-05-01,2022,5,commercial_sold_to,28563,5018,5,Strong
331960,Elfin Cove,2022-06-01,2022,6,fuel_used_gallons,5513,1319,8,Strong
331960,Elfin Cove,2022-06-01,2022,6,diesel_kwh_generated,73180,13905,8,Strong
331960,Elfin Cove,2022-06-01,2022,6,commercial_sold_to,43978,5018,8,Strong
331960,Elfin Cove,2022-07-01,2022,7,fuel_used_gallons,5218,1319,7,Strong
331960,Elfin Cove,2022-07-01,2022,7,diesel_kwh_generated,69501,13905,8,Strong
331960,Elfin Cove,2022-07-01,2022,7,commercial_sold_to,48504,5018,9,Strong
331960,Elfin Cove,2022-08-01,2022,8,fuel_used_gallons,5765,1319,8,Strong
331960,Elfin Cove,2022-08-01,2022,8,diesel_kwh_generated,75324,13905,8,Strong
331960,Elfin Cove,2022-08-01,2022,8,commercial_sold_to,50590,5018,9,Extreme
331960,Elfin Cove,2023-05-01,2023,5,commercial_sold_to,29393,5018,5,Strong
331960,Elfin Cove,2023-06-01,2023,6,fuel_used_gallons,5795,1319,8,Strong
331960,Elfin Cove,2023-06-01,2023,6,diesel_kwh_generated,78139,13905,9,Strong
331960,Elfin Cove,2023-06-01,2023,6,commercial_sold_to,52655,5018,10,Extreme
331960,Elfin Cove,2023-07-01,2023,7,fuel_used_gallons,5317,1319,7,Strong
331960,Elfin Cove,2023-07-01,2023,7,diesel_kwh_generated,71372,13905,8,Strong
331960,Elfin Cove,2023-07-01,2023,7,commercial_sold_to,52016,5018,10,Extreme
331960,Elfin Cove,2023-08-01,2023,8,fuel_used_gallons,5384,1319,7,Strong
331960,Elfin Cove,2023-08-01,2023,8,diesel_kwh_generated,71840,13905,8,Strong
331960,Elfin Cove,2023-08-01,2023,8,powerhouse_consumption_kwh,5286,1881,5,Strong
331960,Elfin Cove,2023-08-01,2023,8,commercial_sold_to,49112,5018,9,Strong
331960,Elfin Cove,2023-09-01,2023,9,commercial_sold_to,28632,5018,5,Strong
331960,Elfin Cove,2024-05-01,2024,5,fuel_used_gallons,4242,1319,5,Strong
331960,Elfin Cove,2024-05-01,2024,5,diesel_kwh_generated,55327,13905,6,Strong
331960,Elfin Cove,2024-05-01,2024,5,commercial_sold_to,37755,5018,7,Strong
331960,Elfin Cove,2024-06-01,2024,6,fuel_used_gallons,6247,1319,9,Strong
331960,Elfin Cove,2024-06-01,2024,6,diesel_kwh_generated,83893,13905,9,Extreme
331960,Elfin Cove,2024-06-01,2024,6,commercial_sold_to,57789,5018,11,Extreme
331960,Elfin Cove,2024-07-01,2024,7,fuel_used_gallons,5246,1319,7,Strong
331960,Elfin Cove,2024-07-01,2024,7,diesel_kwh_generated,71437,13905,8,Strong
331960,Elfin Cove,2024-07-01,2024,7,commercial_sold_to,50095,5018,9,Extreme
331960,Elfin Cove,2024-08-01,2024,8,fuel_used_gallons,5940,1319,8,Strong
331960,Elfin Cove,2024-08-01,2024,8,diesel_kwh_generated,79814,13905,9,Strong
331960,Elfin Cove,2024-08-01,2024,8,commercial_sold_to,54702,5018,10,Extreme
331960,Elfin Cove,2025-05-01,2025,5,fuel_used_gallons,3952,1319,5,Strong
331960,Elfin Cove,2025-05-01,2025,5,diesel_kwh_generated,52102,13905,5,Strong
331960,Elfin Cove,2025-05-01,2025,5,commercial_sold_to,36986,5018,7,Strong
331960,Elfin Cove,2025-06-01,2025,6,fuel_used_gallons,5863,1319,8,Strong
331960,Elfin Cove,2025-06-01,2025,6,diesel_kwh_generated,79110,13905,9,Strong
331960,Elfin Cove,2025-06-01,2025,6,commercial_sold_to,53647,5018,10,Extreme
331960,Elfin Cove,2025-07-01,2025,7,fuel_used_gallons,5746,1319,8,Strong
331960,Elfin Cove,2025-07-01,2025,7,diesel_kwh_generated,76424,13905,8,Strong
331960,Elfin Cove,2025-07-01,2025,7,commercial_sold_to,52229,5018,10,Extreme
331960,Elfin Cove,2025-08-01,2025,8,fuel_used_gallons,6515,1319,9,Extreme
331960,Elfin Cove,2025-08-01,2025,8,diesel_kwh_generated,85031,13905,10,Extreme
331960,Elfin Cove,2025-08-01,2025,8,commercial_sold_to,58985,5018,11,Extreme
331960,Elfin Cove,2026-03-01,2026,3,com_facil_sold_to,3153,794,9,Strong
331960,Elfin Cove,2026-05-01,2026,5,fuel_used_gallons,4109,1319,5,Strong
331960,Elfin Cove,2026-05-01,2026,5,diesel_kwh_generated,49743,13905,5,Strong
331960,Elfin Cove,2026-05-01,2026,5,commercial_sold_to,35358,5018,6,Strong
331300,Elim,2016-08-01,2016,8,residential_customers,170,91,53,Extreme
331300,Elim,2019-09-01,2019,9,powerhouse_consumption_kwh,2278,1465,5,Strong
331300,Elim,2019-11-01,2019,11,powerhouse_consumption_kwh,2374,1465,5,Strong
331300,Elim,2019-12-01,2019,12,powerhouse_consumption_kwh,2276,1465,5,Strong
331300,Elim,2020-01-01,2020,1,powerhouse_consumption_kwh,2340,1465,5,Strong
331300,Elim,2020-12-01,2020,12,fuel_used_gallons,15854,7950,8,Strong
331300,Elim,2021-12-01,2021,12,fuel_used_gallons,14421,7950,6,Strong
331300,Elim,2025-08-01,2025,8,fuel_used_gallons,3290,7950,5,Strong
331300,Elim,2025-11-01,2025,11,fuel_used_gallons,0,7950,8,Strong
331300,Elim,2025-12-01,2025,12,fuel_used_gallons,0,7950,8,Strong
331300,Elim,2026-01-01,2026,1,fuel_used_gallons,0,7950,8,Strong
331300,Elim,2026-02-01,2026,2,fuel_used_gallons,0,7950,8,Strong
331300,Elim,2026-03-01,2026,3,fuel_used_gallons,0,7950,8,Strong
331310,Emmonak,2015-07-01,2015,7,commercial_sold_to,191364,63456,7,Strong
331310,Emmonak,2015-08-01,2015,8,commercial_sold_to,221463,63456,9,Strong
331310,Emmonak,2016-07-01,2016,7,commercial_sold_to,230376,63456,9,Extreme
331310,Emmonak,2016-08-01,2016,8,commercial_sold_to,146712,63456,5,Strong
331310,Emmonak,2018-07-01,2018,7,commercial_sold_to,206784,63456,8,Strong
331310,Emmonak,2018-08-01,2018,8,commercial_sold_to,183240,63456,7,Strong
331310,Emmonak,2019-07-01,2019,7,commercial_sold_to,191747,63456,7,Strong
331310,Emmonak,2019-08-01,2019,8,commercial_sold_to,187129,63456,7,Strong
331310,Emmonak,2025-11-01,2025,11,fuel_used_gallons,0,30338,7,Strong
331310,Emmonak,2025-12-01,2025,12,fuel_used_gallons,0,30338,7,Strong
331310,Emmonak,2026-01-01,2026,1,fuel_used_gallons,0,30338,7,Strong
331310,Emmonak,2026-02-01,2026,2,fuel_used_gallons,0,30338,7,Strong
331310,Emmonak,2026-03-01,2026,3,fuel_used_gallons,0,30338,7,Strong
331970,False Pass,2016-04-01,2016,4,unbilled_customers,72,1,7,Strong
331970,False Pass,2016-05-01,2016,5,unbilled_customers,72,1,7,Strong
331970,False Pass,2016-06-01,2016,6,peak_consumption_kw,4255,110,280,Extreme
331970,False Pass,2018-09-01,2018,9,powerhouse_consumption_kwh,7768,2849,5,Strong
331970,False Pass,2019-02-01,2019,2,peak_consumption_kw,195,110,6,Strong
331970,False Pass,2019-03-01,2019,3,peak_consumption_kw,190,110,5,Strong
331970,False Pass,2019-09-01,2019,9,peak_consumption_kw,198,110,6,Strong
331970,False Pass,2019-10-01,2019,10,peak_consumption_kw,184,110,5,Strong
331970,False Pass,2019-12-01,2019,12,peak_consumption_kw,190,110,5,Strong
331970,False Pass,2020-01-01,2020,1,peak_consumption_kw,182,110,5,Strong
331970,False Pass,2020-05-01,2020,5,unbilled_sold_to,12000,1515,5,Strong
331970,False Pass,2020-06-01,2020,6,unbilled_sold_to,16000,1515,6,Strong
331970,False Pass,2020-07-01,2020,7,unbilled_sold_to,15620,1515,6,Strong
331970,False Pass,2025-01-01,2025,1,pce_eligible_community_kwh,13668,3879,5,Strong
331970,False Pass,2025-01-01,2025,1,com_facil_sold_to,14165,5932,5,Strong
331970,False Pass,2025-05-01,2025,5,unbilled_customers,2668,1,267,Extreme
331970,False Pass,2026-02-01,2026,2,com_facil_sold_to,14042,5932,5,Strong
331970,False Pass,2026-03-01,2026,3,com_facil_sold_to,20384,5932,8,Strong
331970,False Pass,2026-03-01,2026,3,govt_facil_sold_to,4723,1809,6,Strong
331970,False Pass,2026-04-01,2026,4,com_facil_sold_to,15113,5932,5,Strong
332020,Fort Yukon,2016-12-01,2016,12,fuel_used_gallons,66384,18357,11,Extreme
332020,Fort Yukon,2022-04-01,2022,4,com_facil_customers,70,17,36,Extreme
331990,Galena,2016-11-01,2016,11,govt_facil_sold_to,139893,36026,14,Extreme
331990,Galena,2017-03-01,2017,3,govt_facil_sold_to,87679,36026,7,Strong
331990,Galena,2020-08-01,2020,8,pce_eligible_community_kwh,22525,31430,6,Strong
331990,Galena,2021-06-01,2021,6,pce_eligible_community_kwh,24687,31430,5,Strong
331990,Galena,2021-09-01,2021,9,pce_eligible_community_kwh,22335,31430,6,Strong
331990,Galena,2022-05-01,2022,5,pce_eligible_community_kwh,23953,31430,5,Strong
331990,Galena,2022-06-01,2022,6,pce_eligible_community_kwh,24338,31430,5,Strong
331990,Galena,2023-05-01,2023,5,commercial_customers,354,117,53,Extreme
331990,Galena,2023-12-01,2023,12,pce_eligible_community_kwh,3340,31430,19,Extreme
331320,Gambell,2015-08-01,2015,8,powerhouse_consumption_kwh,16874,5166.5,8,Strong
331320,Gambell,2015-09-01,2015,9,powerhouse_consumption_kwh,25142,5166.5,14,Extreme
331320,Gambell,2015-10-01,2015,10,powerhouse_consumption_kwh,17600,5166.5,9,Strong
