identifier,project_code,stage_code,line_no,sales_reporter_id,sales_reporting_name,ak_operator_id,operator_name,plant_id,plant_name,intertie_id,intertie_name,utility,community,amount,purchased_from,purchased_from_2,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,non_fuel_expenses,fuel_cost,total_kwh_purchased,total_kwh_purchased_2,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,hydro_kwh_generated,natural_gas_kwh_generated,wind_kwh_generated,solar_kwh_generated,other_kwh_generated,calendar_month,fiscal_year,calendar_year,pce_eligible_residential_kwh,pce_eligible_com_facil_kwh,pce_eligible_community_kwh,pce_eligible_total_kwh,actual_rate,pro_rata_rate,residential_rate,effective_residential_rate,residential_kwh_per_customer_per_month,pce_residential_kwh_per_customer_per_month,fuel_used_gallons,diesel_kwh_generated,diesel_efficiency,imputed_residential_rate,imputed_pro_rata_rate,imputed_effective_residential_rate,imputed_most_recent_fuel_purch_price,imputed_fuel_used_gallons,imputed_fuel_cost,imputed_non_fuel_expenses,imputed_diesel_efficiency,imputed_diesel_kwh_generated,imputed_hydro_kwh_generated,imputed_natural_gas_kwh_generated,imputed_solar_kwh_generated,imputed_other_kwh_generated,imputed_powerhouse_consumption_kwh,imputed_peak_consumption_kw,imputed_residential_sold_to,imputed_commercial_sold_to,imputed_com_facil_sold_to,imputed_govt_facil_sold_to,imputed_unbilled_sold_to,imputed_residential_customers,imputed_commercial_customers,imputed_com_facil_customers,imputed_govt_facil_customers,imputed_unbilled_customers,imputed_other_customers,imputed_total_kwh_purchased,cleaned_during_energy_statistics
A3310050119225003,331005,01,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,15425.93,NA,NA,21759,281,19527,41325,14702,17730,0,4.13,83533.9,57159.2,0,NA,105,90,7,17,0,0,NA,0,NA,NA,NA,NA,7,2019,2018,12567,0,8846,21413,0.7204,0.7204,1.4341,0.7136999999999999,185.97142857142856,119.68571428571428,13840,169935,0.08144290464000942,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050219225003,331005,02,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,13793.5,NA,NA,19949,288,19103,44953,11158,17730,0,4.13,63978.85,48928.11,0,NA,106,90,7,16,0,0,NA,0,NA,NA,NA,NA,8,2019,2018,12585,0,6562,19147,0.7204,0.7204,1.1941,0.4736999999999999,180.21698113207543,118.72641509433964,11847,160736,0.07370470834162851,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050319225003,331005,03,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,11058.81,NA,NA,21770,259,19694,47582,13379,14336,0,4.13,54400.21,59554.6,0,NA,104,90,7,14,0,0,NA,0,NA,NA,NA,NA,9,2019,2018,14111,0,8435,22546,0.4905,0.4905,1.1921,0.7016,189.3653846153846,135.68269230769232,14420,162770,0.08859126374639062,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050419225003,331005,04,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,14184.77,NA,NA,24351,300,19272,44286,16843,25302,0,4.13,47788.96,58889.67,0,NA,83,122,7,14,0,0,NA,0,NA,NA,NA,NA,10,2019,2018,15844,0,11297,27141,0.7693,0.7693,1.1921,0.4227999999999999,232.19277108433735,190.89156626506025,14259,180477,0.0790072973287455,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050519225003,331005,05,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,23411.49,NA,NA,26432,288,17202,39527,20004,24792,0,4.13,52534.17,57898.47,0,NA,80,119,7,14,0,0,NA,0,NA,NA,NA,NA,11,2019,2018,14639,0,12018,26657,0.7693,0.7693,1.2061,0.4368,215.025,182.9875,14019,170240,0.0823484492481203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050619225003,331005,06,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,25197.65,NA,NA,25067,313,16456,40324,22979,26293,0,4.3269,78673.54,57573.73,0,NA,80,119,7,14,0,0,NA,0,NA,NA,NA,NA,12,2019,2018,15033,0,17721,32754,0.7693,0.7693,1.3207,0.5514,205.7,187.9125,13306,181032,0.07350081753502143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050719225003,331005,07,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,24519.13,NA,NA,26652,311,16456,56791,22979,26293,0,4.3269,78055.86,68434.25,0,NA,77,123,7,14,0,0,NA,0,NA,NA,NA,NA,1,2019,2019,16145,0,15727,31872,0.7693,0.7693,1.3207,0.5514,213.71428571428572,209.67532467532467,15816,192923,0.08198089393177589,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050819225003,331005,08,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,24576.83,NA,NA,29767,310,18758,52099,23623,26883,0,4.3269,108348.2,74786.14,0,NA,77,123,7,14,0,0,NA,0,NA,NA,NA,NA,2,2019,2019,15537,0,16410,31947,0.7693,0.7693,1.3207,0.5514,243.6103896103896,201.7792207792208,17284,200979,0.08599903472502102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050919225003,331005,09,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,21638.1,NA,NA,26386,323,17348,43708,19130,29206,0,4.3269,44855.64,75664.5,0,NA,79,126,7,15,0,0,NA,0,NA,NA,NA,NA,3,2019,2019,14753,0,13374,28127,0.7693,0.7693,1.2428,0.4734999999999999,219.59493670886076,186.746835443038,17487,181127,0.09654551778586296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310051019225003,331005,10,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,23667.51,NA,NA,30248,312,21120,47089,17649,23942,0,4.43,68403.53,75664.5,0,NA,79,122,7,15,0,0,NA,0,NA,NA,NA,NA,4,2019,2019,17588,0,13177,30765,0.7693,0.7693,1.2428,0.4734999999999999,267.34177215189874,222.63291139240508,17487,192273,0.09094880716481252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310051119225003,331005,11,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,20863.45,NA,NA,27743,282,16457,44267,20206,21107,0,4.43,73069.6,62113.03,0,NA,79,121,7,15,0,0,NA,0,NA,NA,NA,NA,5,2019,2019,15032,0,13882,28914,0.7693,0.7693,1.2428,0.4734999999999999,208.31645569620252,190.27848101265823,14021,171308,0.0818467322016485,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310051219225003,331005,12,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,19952.86,NA,NA,27134,282,17269,45464,16718,20750,0,4.43,65716.67,63486.33,0,NA,80,117,7,15,0,0,NA,0,NA,NA,NA,NA,6,2019,2019,15135,0,10825,25960,0.7686,0.7686,1.4186,0.6500000000000001,215.8625,189.1875,14331,174500,0.08212607449856733,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050120225003,331005,01,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,17610.93,NA,NA,25211,277,18503,46165,13077,21311,0,4.43,0,61550.42,0,NA,82,115,7,15,0,0,NA,0,NA,NA,NA,NA,7,2020,2019,15097,0,7816,22913,0.7686,0.7686,1.4186,0.6500000000000001,225.64634146341464,184.109756097561,13894,172578,0.08050852368204522,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310050220225003,331005,02,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,17730.06,NA,NA,25037,286,18848,45301,11886,21943,0,4.43,0,81255.06,0,NA,81,117,7,15,0,0,NA,0,NA,NA,NA,NA,8,2020,2019,16212,0,6856,23068,0.7686,0.7686,1.4186,0.6500000000000001,232.69135802469137,200.14814814814815,18342,167419,0.10955745763623004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310050320225003,331005,03,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,22446.19,NA,NA,25244,306,23709,58020,10820,22999,0,4.43,0,72302.03,0,NA,80,123,4,15,0,0,NA,0,NA,NA,NA,NA,9,2020,2019,18384,0,10820,29204,0.7686,0.7686,1.4661,0.6975,296.3625,229.8,16321,192248,0.0848955515792102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310050420225003,331005,04,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,19006.71,NA,NA,25035,250,17645,43133,9825,18535,0,4.43,0,59499.33,0,NA,81,120,7,15,0,0,NA,0,NA,NA,NA,NA,10,2020,2019,14904,0,9825,24729,0.7686,0.7686,1.4661,0.6975,217.8395061728395,184,13431,156077,0.08605367863298244,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310050520225003,331005,05,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,23543.76,NA,NA,24582,294,20084,46878,14260,22176,0,4.43,0,88019.67,0,NA,82,121,7,15,0,0,NA,0,NA,NA,NA,NA,11,2020,2019,16372,0,14260,30632,0.7686,0.7686,1.4661,0.6975,244.9268292682927,199.65853658536585,19869,174726,0.11371518835204834,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310050620225003,331005,06,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,22799.75,NA,NA,31377,267,21836,47511,15100,24943,0,4.43,0,66024.72,0,NA,84,121,7,16,0,0,NA,0,NA,NA,NA,NA,12,2020,2019,16518,0,15100,31618,0.7686,0.7686,1.3699,0.6013,259.95238095238096,196.6428571428571,14904,166585,0.0894678392412282,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310050720225003,331005,07,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,23404.64,NA,NA,31425,283,19043,52654,14991,23351,0,4.43,0,72970.96,0,NA,78,121,7,16,0,0,NA,0,NA,NA,NA,NA,1,2020,2020,15460,0,14991,30451,0.7686,0.7686,1.3699,0.6013,244.14102564102564,198.2051282051282,16472,188466,0.08740037990937358,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310050820225003,331005,08,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,23187.12,NA,NA,29553,283,21391,52787,15681,24108,0,4.43,0,71203.39,0,NA,78,123,7,16,0,0,NA,0,NA,NA,NA,NA,2,2020,2020,14487,0,15681,30168,0.7686,0.7686,1.3699,0.6013,274.2435897435897,185.73076923076923,16073,187453,0.08574415986940727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310050920225003,331005,09,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,20033.56,NA,NA,37258,307,15732,52016,13178,21943,0,4.43,0,61847.23,0,NA,78,123,7,16,0,0,NA,0,NA,NA,NA,NA,3,2020,2020,12887,0,13178,26065,0.7686,0.7686,1.5551,0.7865,201.69230769230768,165.21794871794873,13961,176456,0.07911887382690302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310051020225003,331005,10,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,17903.77,NA,NA,33104,301,16631,49352,9138,17839,0,4.44,0,61818.12,0,NA,77,123,7,16,0,0,NA,0,NA,NA,NA,NA,4,2020,2020,14156,0,9138,23294,0.7686,0.7686,1.5559,0.7873000000000001,215.98701298701295,183.84415584415584,13923,181248,0.07681739936440678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310051120225003,331005,11,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,16756.25,NA,NA,31781,248,14543,43883,8576,19895,0,4.44,0,62248.8,0,NA,79,123,7,16,0,0,NA,0,NA,NA,NA,NA,5,2020,2020,13225,0,8576,21801,0.7686,0.7686,1.5551,0.7865,184.08860759493672,167.40506329113924,14020,162579,0.08623499960019437,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310051220225003,331005,12,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,15262.47,NA,NA,28174,233,12224,34047,8756,16143,0,4.43,0,56606.54,0,NA,78,100,7,16,0,0,NA,0,NA,NA,NA,NA,6,2020,2020,11486,0,8756,20242,0.7686,0.7686,1.4012,0.6326,156.71794871794873,147.25641025641025,12778,146987,0.08693285800785104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310050121225003,331005,01,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,15175,NA,NA,28432,223,12751,29941,8444,16985,0,4.43,60814.51,55281.97,0,NA,75,85,11,16,0,0,NA,0,NA,NA,NA,NA,7,2021,2020,11682,0,8444,20126,0.754,0.754,1.4432,0.6892,170.01333333333332,155.76,12479,140534,0.08879701709194927,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050221225003,331005,02,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,16205.72,NA,NA,27340,232,14933,33208,8190,18398,0,4.43,64915.99,51414.58,0,NA,75,82,11,16,0,0,NA,0,NA,NA,NA,NA,8,2021,2020,13303,0,8190,21493,0.754,0.754,1.4433,0.6893,199.10666666666663,177.3733333333333,11606,148498,0.0781559347600641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050321225003,331005,03,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,19413.24,NA,NA,21780,238,17967,34134,9792,21159,0,3.63,54130.72,45327.81,0,NA,76,82,11,16,0,0,NA,0,NA,NA,NA,NA,9,2021,2020,15955,0,9792,25747,0.754,0.754,1.2967,0.5427,236.4078947368421,209.93421052631575,12487,152240,0.08202180767209669,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050421225003,331005,04,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,18980.44,NA,NA,26499,303,17915,33179,10009,18873,0,3.63,74308.03,46529.34,0,NA,77,82,11,16,0,0,NA,0,NA,NA,NA,NA,10,2021,2020,15164,0,10009,25173,0.754,0.754,1.2966,0.5426,232.66233766233765,196.93506493506493,12818,155126,0.0826296043216482,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050521225003,331005,05,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,19605.51,NA,NA,30680,290,17094,32849,11388,24094,0,3.63,61008.35,51745.65,0,NA,78,83,11,16,0,0,NA,0,NA,NA,NA,NA,11,2021,2020,14614,0,11388,26002,0.754,0.754,1.2967,0.5427,219.15384615384616,187.35897435897436,14255,167918,0.08489262616276992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050621225003,331005,06,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,19624.36,NA,NA,32899,330,15789,34174,12813,26299,0,3.63,59896.34,52326.45,0,NA,83,69,11,16,0,0,NA,0,NA,NA,NA,NA,12,2021,2020,13214,0,12813,26027,0.754,0.754,1.4308,0.6768000000000001,190.2289156626506,159.20481927710844,14415,176486,0.08167786679963283,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050721225003,331005,07,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,22668.26,NA,NA,30732,307,17645,38813,15498,24897,0,3.63,0,52700.34,0,NA,77,69,11,16,0,0,NA,0,NA,NA,NA,NA,1,2021,2021,14566,0,15498,30064,0.754,0.754,1.4303,0.6762999999999999,229.15584415584416,189.16883116883116,14518,182171,0.07969435310779432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310050821225003,331005,08,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,22077.12,NA,NA,30742,307,14124,35135,16651,31972,0,3.63,57055.53,49291.77,0,NA,77,77,4,16,0,0,NA,0,NA,NA,NA,NA,2,2021,2021,12629,0,16651,29280,0.754,0.754,1.4307,0.6767000000000001,183.42857142857144,164.01298701298705,13579,171553,0.07915338117083351,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3310050921225003,331005,09,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,21228.12,NA,NA,30043,268,12032,38232,17242,40671,0,3.63,0,22132.11,0,NA,77,78,11,14,0,0,NA,0,NA,NA,NA,NA,3,2021,2021,10912,0,17242,28154,0.754,0.754,1.2687,0.5146999999999999,156.25974025974023,141.71428571428572,14001.80475068567,173087,0.04933084224532147,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310051021225003,331005,10,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,23354.4,NA,NA,33154,283,15209,52012,17956,40098,0,3.63,0,49291.77,0,NA,77,78,11,15,0,0,NA,0,NA,NA,NA,NA,4,2021,2021,13018,0,17956,30974,0.754,0.754,1.2688,0.5147999999999999,197.5194805194805,169.06493506493507,13579,192112,0.0706827267427334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3310051121225003,331005,11,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,18286.01,NA,NA,30209,281,14765,47465,12118,38834,0,3.63,0,55506.33,0,NA,79,77,11,14,0,0,NA,0,NA,NA,NA,NA,5,2021,2021,12134,0,12118,24252,0.754,0.754,1.2688,0.5147999999999999,186.8987341772152,153.59493670886076,15291,173994,0.0878823407703714,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
