identifier,line_no,utility,community,amount,purchased_from,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,fuel_used_gallons,non_fuel_expenses,fuel_cost,total_kwh_purchased,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,diesel_kwh_generated,hydro_kwh_generated,other_1_kwh_type,other_1_kwh_generated,other_2_kwh_type,other_2_kwh_generated,umr_month,fiscal_year,calendar_year
A3314600116225003,0,ALASKA VILLAGE ELECTRIC COOP,Minto,9442.49,NA,2896,0,19617,8207,7562,6031,0,3.2667,3814,0,10655.55,0,76,12,5,10,0,0,NA,47272,0,NA,0,NA,0,July,2016,2015
A3314700116225003,0,ALASKA VILLAGE ELECTRIC COOP,Mt. Village,30740.39,NA,5083,0,65360,41916,18687,42619,0,4.0283,14270,0,49692.42,0,180,23,18,24,0,0,NA,184820,0,NA,0,NA,0,July,2016,2015
A3314800116225003,0,ALASKA VILLAGE ELECTRIC COOP,New Stuyahok,17417.87,NA,2546,0,37928,19107,6432,17281,0,4.4224,6674,0,27627.02,0,99,19,10,22,0,0,NA,85484,0,NA,0,NA,0,July,2016,2015
A3315000116225003,0,ALASKA VILLAGE ELECTRIC COOP,Noatak,37244.38,NA,4473,0,53820,18522,12598,14538,0,7.1032,8217,0,57251.95,0,117,11,9,15,0,0,NA,111358,0,NA,0,NA,0,July,2016,2015
A3315100116225003,0,ALASKA VILLAGE ELECTRIC COOP,Noorvik,25929.56,NA,2356,0,53346,16038,13425,11258,0,4.3919,8436,0,37050.07,0,129,13,10,19,0,0,NA,101739,0,NA,0,NA,0,July,2016,2015
A3315200116225003,0,ALASKA VILLAGE ELECTRIC COOP,Nulato,16025.7,NA,1516,0,29595,3284,13525,10878,0,3.6994,4890,0,18090.07,0,106,10,17,13,0,0,NA,61438,0,NA,0,NA,0,July,2016,2015
A3315400116225003,0,ALASKA VILLAGE ELECTRIC COOP,Old Harbor,14566.39,NA,2249,0,28028,10037,13112,5959,0,3.8073,4636,0,13849.77,0,94,19,11,4,0,0,NA,63375,0,NA,0,NA,0,July,2016,2015
A3315500116225003,0,ALASKA VILLAGE ELECTRIC COOP,Pilot Station,20839.06,NA,2245,0,43307,21220,15327,29752,0,3.7216,9849,0,27462.95,0,136,12,11,12,0,0,NA,120223,0,NA,0,NA,0,July,2016,2015
A3315700116225003,0,ALASKA VILLAGE ELECTRIC COOP,Quinhagak,24965.92,NA,2151,0,61760,40715,15593,17174,0,4.1157,8828,0,30415.99,0,181,22,16,11,0,0,NA,129919,0,wind,13121,NA,0,July,2016,2015
A3315800116225003,0,ALASKA VILLAGE ELECTRIC COOP,Russian Mission,10430.11,NA,1578,0,26753,8044,2199,19657,0,3.6981,4774,0,17654.73,0,73,13,5,8,0,0,NA,61947,0,NA,0,NA,0,July,2016,2015
A3315900116225003,0,ALASKA VILLAGE ELECTRIC COOP,Savoonga,20713.68,NA,3413,0,59934,28118,11565,32283,0,4.0074,10239,0,41031.77,0,162,15,8,22,0,0,NA,133058,0,wind,11358,NA,0,July,2016,2015
A3316000116225003,0,ALASKA VILLAGE ELECTRIC COOP,Scammon Bay,20751.63,NA,2966,0,45691,13355,10977,34324,0,4.0563,8759,0,29853.3,0,124,17,8,20,0,0,NA,116401,0,NA,0,NA,0,July,2016,2015
A3316100116225003,0,ALASKA VILLAGE ELECTRIC COOP,Selawik,30762.64,NA,3222,0,58525,29483,27017,18906,0,4.3079,10591,0,45624.97,0,175,31,15,21,0,0,NA,140541,0,wind,4010,NA,0,July,2016,2015
A3316200116225003,0,ALASKA VILLAGE ELECTRIC COOP,Shageluk,5204.46,NA,1918,0,8548,6657,4133,3670,0,3.7711,2579,0,7545.12,0,35,5,7,5,0,0,NA,27036,0,NA,0,NA,0,July,2016,2015
A3316300116225003,0,ALASKA VILLAGE ELECTRIC COOP,Shaktoolik,9290.94,NA,4800,0,30840,22820,4714,17113,0,4.0966,4921,0,20159.37,0,63,13,5,16,0,0,NA,65245,0,wind,19235,NA,0,July,2016,2015
A3316400116225003,0,ALASKA VILLAGE ELECTRIC COOP,Shishmaref,24280.96,NA,3991,0,48731,29545,10733,20413,0,4.3631,8192,0,35741.7,0,142,17,10,25,0,0,NA,112887,0,NA,0,NA,0,July,2016,2015
A3316500116225003,0,ALASKA VILLAGE ELECTRIC COOP,Shungnak,14169.91,NA,4750,0,23035,14820,6727,6648,0,5.5445,7200,0,40230.72,0,59,15,10,5,0,0,NA,94038,0,NA,0,NA,0,July,2016,2015
A3316600116225003,0,ALASKA VILLAGE ELECTRIC COOP,St. Mary's,27715.85,NA,2840,0,53467,53114,26927,39581,0,3.6579,15235,0,42229.9,0,160,56,15,22,0,0,NA,199359,0,NA,0,NA,0,July,2016,2015
A3316700116225003,0,ALASKA VILLAGE ELECTRIC COOP,St. Michael,18667.74,NA,3745,0,35470,33885,18836,20896,0,4.1002,8440,0,34605.69,0,87,20,8,19,0,0,NA,117828,0,NA,0,NA,0,July,2016,2015
A3316800116225003,0,ALASKA VILLAGE ELECTRIC COOP,Stebbins,19629.99,NA,3896,0,43038,24245,10389,16681,0,4.0667,7672,0,26601.89,0,125,24,12,20,0,0,NA,103227,0,NA,0,NA,0,July,2016,2015
A3316850116225003,0,ALASKA VILLAGE ELECTRIC COOP,Teller,9597.92,NA,2502,0,19554,11535,3024,12346,0,4.0424,5300,0,21424.72,0,73,12,7,18,0,0,NA,53184,0,NA,0,NA,0,July,2016,2015
A3316900116225003,0,ALASKA VILLAGE ELECTRIC COOP,Togiak,38215.46,NA,4895,0,87889,149671,17452,23414,0,4.3727,22100,0,82287.14,0,224,37,19,34,0,0,NA,295046,0,NA,0,NA,0,July,2016,2015
A3325500116225003,0,CITY OF ST. GEORGE,St. George,8526.09,NA,3075,152,11239,8128,6054,10275,487,7.64,3812,3445.54,29123.68,0,39,13,7,14,2,0,NA,45450,0,NA,0,NA,0,July,2016,2015
A3325700116225003,0,STEVENS VILLAGE IRA COUNCIL,Stevens Village,1569.29,NA,1261,15,1457,3232,1560,586,0,3.918,1482,6068.75,5806.48,0,6,2,3,4,0,0,NA,11758,0,NA,0,NA,0,July,2016,2015
A3326500116225003,0,INSIDE PASSAGE ELECTRIC,Angoon,24903.94,NA,7273,273,65085,32761,17390,2848,0,3.3633,10149,36690.33,34134.13,0,196,24,8,7,0,0,NA,138219,0,NA,0,NA,0,July,2016,2015
A3326600116225003,0,INSIDE PASSAGE ELECTRIC,Chilkat Valley,14253.76,ALASKA POWER & TELEPHONE,4435,332,45383,34074,103,2640,0,3.3633,0,38563.87,0,900,205,25,1,16,0,0,NA,0,160200,NA,0,NA,0,July,2016,2015
A3326700116225003,0,INSIDE PASSAGE ELECTRIC,Hoonah,53929.28,NA,8286,704,130457,177340,35969,12316,0,3.3633,25886,76347.1,87062.38,0,387,59,29,14,0,0,NA,388212,0,NA,0,NA,0,July,2016,2015
A3326800116225003,0,INSIDE PASSAGE ELECTRIC,Kake,29068.07,NA,5500,324,77772,55022,15198,3186,0,3.3633,12954,48243.88,43568.19,0,240,48,14,7,0,0,NA,171814,0,NA,0,NA,0,July,2016,2015
A3327000116225003,0,INSIDE PASSAGE ELECTRIC,Klukwan,6113.32,NA,0,0,14260,5274,3720,0,0,0,0,10148.39,0,0,48,8,9,0,0,0,NA,0,0,NA,0,NA,0,July,2016,2015
A3327000216225003,0,INSIDE PASSAGE ELECTRIC,Klukwan,5240.23,NA,0,0,15057,5556,4484,0,0,2.8174,0,10363.6,0,0,48,8,9,0,0,0,NA,0,0,NA,0,NA,0,August,2016,2015
A3326800216225003,0,INSIDE PASSAGE ELECTRIC,Kake,24907.6,NA,6400,320,74059,49070,16577,2721,0,2.8174,12954,50223.58,36496.6,0,247,47,14,7,0,0,NA,174285,0,NA,0,NA,0,August,2016,2015
A3326700216225003,0,INSIDE PASSAGE ELECTRIC,Hoonah,44096.67,NA,9079,583,133609,189529,34305,12225,0,2.8174,26408,77487.81,74401.9,0,385,58,29,14,0,0,NA,377474,27840,NA,0,NA,0,August,2016,2015
A3326600216225003,0,INSIDE PASSAGE ELECTRIC,Chilkat Valley,12015.22,ALASKA POWER & TELEPHONE,4995,250,46648,34831,87,2907,0,2.8174,0,39700.54,0,4140,207,25,1,16,0,0,NA,0,124020,NA,0,NA,0,August,2016,2015
A3326500216225003,0,INSIDE PASSAGE ELECTRIC,Angoon,21298.48,NA,6987,223,71918,35189,17776,3015,0,2.8174,10994,37627.82,30974.5,0,197,24,8,7,0,0,NA,145708,0,NA,0,NA,0,August,2016,2015
A3326100216225003,0,TATITLEK VILLAGE IRA COUNCIL,Tatitlek,5333.08,NA,2124,88,9209,4031,3014,9289,1436,4.6765,2727,3382.48,12752.82,0,40,13,5,5,2,0,NA,31731,0,NA,0,NA,0,August,2016,2015
A3325700216225003,0,STEVENS VILLAGE IRA COUNCIL,Stevens Village,1368.1,NA,925,13,1240,2126,1416,454,0,3.918,1100,2707.26,4309.8,0,7,2,3,4,0,0,NA,8746,0,NA,0,NA,0,August,2016,2015
A3325500216225003,0,CITY OF ST. GEORGE,St. George,6404.77,NA,3865,152,11476,4061,3730,9472,265,7.04,6757,4482.35,47569.28,0,39,13,7,14,2,0,NA,39460,0,NA,0,NA,0,August,2016,2015
A3328600216225003,0,CITY OF UNALASKA,Unalaska,64231.95,NA,107695,9312,265781,3728663,268760,24571,0,2.382,294513,232854.7,701529.97,0,727,180,54,14,0,0,NA,4640660,0,NA,0,NA,0,August,2016,2015
A3328800216225003,0,VENETIE VILLAGE ELECTRIC,Venetie,6916.27,NA,2435,88,15204,12437,5902,526,30,4.6645,6723,9875,31359.43,0,104,9,9,1,3,0,NA,43300,0,NA,0,NA,0,August,2016,2015
A3316900216225003,0,ALASKA VILLAGE ELECTRIC COOP,Togiak,38090.12,NA,4941,0,88054,124035,16451,30964,0,4.3727,19804,0,73738.21,0,225,44,19,34,0,0,NA,270480,0,NA,0,NA,0,August,2016,2015
A3316850216225003,0,ALASKA VILLAGE ELECTRIC COOP,Teller,10382.23,NA,2580,0,22271,11397,2773,16939,0,4.0424,5144,0,17897,0,73,11,7,18,0,0,NA,58522,0,NA,0,NA,0,August,2016,2015
A3316800216225003,0,ALASKA VILLAGE ELECTRIC COOP,Stebbins,20350.13,NA,3814,0,46618,24183,9795,27661,0,4.0667,8917,0,30918.81,0,127,22,12,20,0,0,NA,124554,0,NA,0,NA,0,August,2016,2015
A3316700216225003,0,ALASKA VILLAGE ELECTRIC COOP,St. Michael,20839.51,NA,3858,0,37845,35567,23036,27433,0,4.1002,8278,0,33941.46,0,87,19,9,19,0,0,NA,118421,0,NA,0,NA,0,August,2016,2015
A3316600216225003,0,ALASKA VILLAGE ELECTRIC COOP,St. Mary's,29545.98,NA,2414,0,58455,56835,28600,48669,0,3.6579,15552,0,41407.2,0,164,56,15,22,0,0,NA,216345,0,NA,0,NA,0,August,2016,2015
A3316500216225003,0,ALASKA VILLAGE ELECTRIC COOP,Shungnak,14989.08,NA,4268,0,24335,13140,7116,12504,0,5.5445,6753,0,38772.35,0,62,15,10,6,0,0,NA,90507,0,NA,0,NA,0,August,2016,2015
A3316400216225003,0,ALASKA VILLAGE ELECTRIC COOP,Shishmaref,25862.9,NA,4279,0,54358,30396,11117,30217,0,4.3631,9417,0,41087.31,0,142,17,10,26,0,0,NA,128949,0,NA,0,NA,0,August,2016,2015
A3316300216225003,0,ALASKA VILLAGE ELECTRIC COOP,Shaktoolik,9751.04,NA,7122,0,32105,21374,5256,21661,0,4.0966,4213,0,17258.55,0,65,14,4,16,0,0,NA,53773,0,wind,36045,NA,0,August,2016,2015
A3316200216225003,0,ALASKA VILLAGE ELECTRIC COOP,Shageluk,5523.84,NA,982,0,8770,8538,4544,4422,0,3.7711,2467,0,7217.46,0,36,7,6,6,0,0,NA,28959,0,NA,0,NA,0,August,2016,2015
A3316100216225003,0,ALASKA VILLAGE ELECTRIC COOP,Selawik,33378.89,NA,3506,0,66663,29784,28035,37531,0,4.3079,11659,0,42160.11,0,177,34,13,21,0,0,NA,165377,0,wind,7872,NA,0,August,2016,2015
A3316000216225003,0,ALASKA VILLAGE ELECTRIC COOP,Scammon Bay,20584.12,NA,2952,0,51124,13256,11622,40261,0,4.0563,8994,0,30653.35,0,125,16,7,20,0,0,NA,121270,0,NA,0,NA,0,August,2016,2015
A3315900216225003,0,ALASKA VILLAGE ELECTRIC COOP,Savoonga,21637.86,NA,2645,0,63183,29118,12519,45547,0,4.0074,8938,0,30207.76,0,162,16,7,22,0,0,NA,124025,0,wind,31943,NA,0,August,2016,2015
A3315800216225003,0,ALASKA VILLAGE ELECTRIC COOP,Russian Mission,10866.62,NA,1751,0,28020,8432,2678,27574,0,3.6981,5178,0,12667.46,0,72,12,5,8,0,0,NA,69899,0,NA,0,NA,0,August,2016,2015
A3315700216225003,0,ALASKA VILLAGE ELECTRIC COOP,Quinhagak,26099.73,NA,2102,0,65551,42107,17392,26401,0,4.1157,7875,0,27132.53,0,176,22,16,10,0,0,NA,118876,0,wind,34108,NA,0,August,2016,2015
A3315500216225003,0,ALASKA VILLAGE ELECTRIC COOP,Pilot Station,22177.52,NA,1816,0,46017,20653,16756,36994,0,3.7216,9240,0,21844.28,0,138,12,11,12,0,0,NA,122832,0,NA,0,NA,0,August,2016,2015
A3315400216225003,0,ALASKA VILLAGE ELECTRIC COOP,Old Harbor,14822.28,NA,2179,0,28189,11869,14267,6005,0,3.8073,4143,0,13240.2,0,94,19,11,4,0,0,NA,63480,0,NA,0,NA,0,August,2016,2015
A3315200216225003,0,ALASKA VILLAGE ELECTRIC COOP,Nulato,17021.58,NA,1233,0,31657,3169,14253,12696,0,3.6994,5690,0,15359.59,0,110,10,17,13,0,0,NA,68972,0,NA,0,NA,0,August,2016,2015
A3315100216225003,0,ALASKA VILLAGE ELECTRIC COOP,Noorvik,28202.92,NA,2394,0,59761,15949,14948,23195,0,4.3919,8445,0,30581.03,0,132,13,10,20,0,0,NA,120389,0,NA,0,NA,0,August,2016,2015
A3315000216225003,0,ALASKA VILLAGE ELECTRIC COOP,Noatak,40304.32,NA,3645,0,60510,17564,14594,29740,0,7.1032,9112,0,63452.32,0,118,11,9,15,0,0,NA,130061,0,NA,0,NA,0,August,2016,2015
A3314800216225003,0,ALASKA VILLAGE ELECTRIC COOP,New Stuyahok,18128.7,NA,2586,0,39687,18882,6650,24383,0,4.4224,7045,0,29162.78,0,100,19,10,22,0,0,NA,95947,0,NA,0,NA,0,August,2016,2015
A3314700216225003,0,ALASKA VILLAGE ELECTRIC COOP,Mt. Village,31123.26,NA,4235,0,69068,42351,17498,54576,0,4.0283,14498,0,46551.63,0,176,22,18,24,0,0,NA,189256,0,NA,0,NA,0,August,2016,2015
A3314600216225003,0,ALASKA VILLAGE ELECTRIC COOP,Minto,9477.24,NA,2503,0,18365,7790,8661,6285,0,3.2667,3536,0,9878.52,0,76,12,5,9,0,0,NA,44074,0,NA,0,NA,0,August,2016,2015
A3314500216225003,0,ALASKA VILLAGE ELECTRIC COOP,Mekoryuk,10368.59,NA,6356,0,24763,11139,5536,16799,0,4.0187,3663,0,12854.2,0,86,17,11,11,0,0,NA,50426,0,wind,18085,NA,0,August,2016,2015
A3314400216225003,0,ALASKA VILLAGE ELECTRIC COOP,Marshall,17800,NA,3122,0,42146,19343,8533,31111,0,3.7249,7756,0,20931.89,0,108,20,13,8,0,0,NA,107249,0,NA,0,NA,0,August,2016,2015
A3314200216225003,0,ALASKA VILLAGE ELECTRIC COOP,Koyuk,14879.12,NA,1193,0,33290,19785,9976,27625,0,4.0984,6338,0,25975.03,0,88,12,9,18,0,0,NA,90915,0,NA,0,NA,0,August,2016,2015
A3314100216225003,0,ALASKA VILLAGE ELECTRIC COOP,Kivalina,17350.99,NA,3695,0,40808,24617,7072,23519,0,4.325,7399,0,32000.68,0,87,10,10,6,0,0,NA,97586,0,NA,0,NA,0,August,2016,2015
A3314000216225003,0,ALASKA VILLAGE ELECTRIC COOP,Kiana,23899.49,NA,2780,0,50812,18253,14191,24456,0,4.3233,8801,0,30202.39,0,121,11,13,6,0,0,NA,113941,0,NA,0,NA,0,August,2016,2015
