identifier,line_no,utility,community,amount,purchased_from,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,fuel_used_gallons,non_fuel_expenses,fuel_cost,total_kwh_purchased,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,diesel_kwh_generated,hydro_kwh_generated,other_1_kwh_type,other_1_kwh_generated,other_2_kwh_type,other_2_kwh_generated,umr_month,fiscal_year,calendar_year
A3311400219225003,0,ALASKA POWER & TELEPHONE,Hollis,666.17,NA,908,0,40202,49816,275,3312,0,2.72,0,0,0,0,127,20,1,9,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3311500219225003,0,ALASKA POWER & TELEPHONE,Hydaburg,1085.65,NA,1759,0,52713,29299,9612,18437,0,2.72,0,0,0,0,122,41,10,10,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3311550219225003,0,ALASKA POWER & TELEPHONE,Klawock,3511.84,NA,0,0,166030,431528,46117,25518,0,2.72,0,0,0,0,400,123,24,15,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3311700219225003,0,ALASKA POWER & TELEPHONE,Naukati,529.13,NA,1272,0,33302,6650,0,3120,0,2.72,0,0,0,0,84,12,0,2,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3311600219225003,0,ALASKA POWER & TELEPHONE,Mentasta,4015.3,NA,0,0,11042,10200,1041,6055,0,2.72,0,0,0,0,48,14,5,4,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3311100219225003,0,ALASKA POWER & TELEPHONE,Eagle; Eagle Village,9914.18,NA,1284,113,27505,11014,3753,9711,0,2.67,4370,0,11667.9,0,138,15,13,17,0,0,NA,59840,0,NA,0,solar,2196,August,2019,2018
A3310900219225003,0,ALASKA POWER & TELEPHONE,Craig,5539.77,Black Bear Lake/South Fork,14858,6445,251701,637815,127011,31315,0,2.72,62261,0,169349.92,1669183,687,293,43,20,0,0,NA,865441,0,NA,0,NA,0,August,2019,2018
A3311000219225003,0,ALASKA POWER & TELEPHONE,Dot Lake; Dot Lake Village,1546.93,NA,0,0,6001,12022,921,6241,0,2.73,0,0,0,0,25,14,2,4,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3311300219225003,0,ALASKA POWER & TELEPHONE,Healy Lake,2141.64,NA,342,11,1603,523,723,0,0,3.2941,508,0,1673.4,0,6,2,3,0,0,0,NA,3982,0,NA,0,NA,0,August,2019,2018
A3311200219225003,0,ALASKA POWER & TELEPHONE,Haines; Covenant Life,6785.41,Goat Lake/Kasidaya/IPEC,24240,2238,421642,500819,78417,84255,0,2.88,357,0,1028.16,1169635,1137,334,40,30,0,0,NA,5613,0,NA,0,NA,0,August,2019,2018
A3310500219225003,0,ALASKA POWER & TELEPHONE,Allakaket; Alatna,20597.81,NA,1477,74,12002,5334,6010,7236,0,4.6,3263,0,15009.8,0,65,11,16,7,0,0,NA,35904,0,NA,0,NA,0,August,2019,2018
A3310600219225003,0,ALASKA POWER & TELEPHONE,Bettles; Evansville,3427.38,NA,42,101,8159,6580,2537,19611,0,3.2,2917,0,9334.4,0,29,15,5,15,0,0,NA,40500,0,NA,0,NA,0,August,2019,2018
A3310800219225003,0,ALASKA POWER & TELEPHONE,Coffman Cove,1167.82,NA,2664,0,69177,17628,6768,7449,0,2.72,0,0,0,0,179,40,14,5,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3310700219225003,0,ALASKA POWER & TELEPHONE,Chistochina,3800.58,NA,180,0,11376,10807,673,308,0,2.72,0,0,0,0,45,18,1,1,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3310300219225003,0,AKIAK CITY COUNCIL,Akiak,9001.55,NA,2932,213,29969,42816,9984,1004,120,3.9006,7305,3896.88,28493.88,0,110,12,8,3,3,0,NA,92262,0,NA,0,NA,0,August,2019,2018
A3310200219225003,0,AKIACHAK NATIVE COMMUNITY,Akiachak,16331.44,NA,3294,377,57364,12696,18407,46135,2609,3.0315,11290,24555.39,34225.64,0,189,16,10,10,3,0,NA,148568,0,NA,0,NA,0,August,2019,2018
A3310400219225003,0,CITY OF AKUTAN,Akutan,17877.33,NA,4324,84,17572,18339,8658,296,0,2.4261,3419,17639.45,8294.84,0,40,23,11,1,0,0,NA,41477,14446,NA,0,NA,0,August,2019,2018
A3310050219225003,0,TDX ADAK GENERATING LLC,Adak,13793.5,NA,19949,288,19103,44953,11158,17730,0,4.13,11847,63978.85,48928.11,0,106,90,7,16,0,0,NA,160736,0,NA,0,NA,0,August,2019,2018
A3310100219225003,0,AKHIOK/KAGUYAK ELECTRIC,Akhiok,2793.53,NA,319,0,8111,6050,2286,518,0,3.3792,2046,2513.21,6913.84,0,27,7,8,1,0,0,NA,18725,0,NA,0,NA,0,August,2019,2018
A3324400219225003,0,CITY OF OUZINKIE,Ouzinkie,3877.4,NA,1482,103,21083,15687,9118,639,0,3.5105,1574,10125.7,5525.53,0,75,20,12,3,0,0,NA,18523,32775,NA,0,NA,0,August,2019,2018
A3324500219225003,0,PEDRO BAY VILLAGE COUNCIL,Pedro Bay,2633.99,NA,1408,63,8257,8274,2499,424,0,4.0401,1921,2357.27,7761.03,0,38,9,9,1,0,0,NA,22060,0,NA,0,NA,0,August,2019,2018
A3325000219225003,0,PORT HEIDEN UTILITIES,Port Heiden,4265.97,NA,3235,40,12749,7986,3689,7211,0,2.3856,3960,0,9446.98,0,46,21,6,10,0,0,NA,35280,0,NA,0,NA,0,August,2019,2018
A3324700219225003,0,NATIVE VILLAGE OF PERRYVILLE,Perryville,2198.51,NA,0,0,10355,16979,0,310,6787,3.287,3087,7324.16,10146.97,0,46,16,0,3,3,0,NA,123920,0,NA,0,solar,203,August,2019,2018
A3324800219225003,0,PILOT POINT ELECTRIC UTILITY,Pilot Point,3812.11,NA,2108,98,10260,13109,3992,1458,0,2.8753,3535,3310.1,10164.19,0,43,16,10,4,0,0,NA,35670,0,NA,0,NA,0,August,2019,2018
A3324100219225003,0,NORTH SLOPE BOROUGH,Wainwright,24.24,NA,38728,902,98572,368618,2473,4934,0,2.5372,41200,74869.82,104532.64,0,151,66,3,4,1,0,NA,563680,0,NA,0,NA,0,August,2019,2018
A3324200219225003,0,NUNAM IQUA ELECTRIC COMPANY,Nunam Iqua,4394.38,NA,2555,144,15688,19078,10407,1366,352,2.8776,4403,10474.61,12670.07,0,45,8,6,5,2,0,NA,51303,0,NA,0,NA,0,August,2019,2018
A3324300219225003,0,NUSHAGAK ELECTRIC AND,Dillingham; Aleknagik,74282.72,NA,38400,4500,411266,1523173,94329,60513,128,2.4548,146320,362914.46,359186.34,0,1008,411,44,52,2,0,NA,2217000,0,NA,0,NA,0,August,2019,2018
A3324000219225003,0,NORTH SLOPE BOROUGH,Point Lay,216.66,NA,1183,479,44533,172372,2884,3249,0,2.5372,21186,59264.75,53753.12,0,65,41,1,2,1,0,NA,278459,0,NA,0,NA,0,August,2019,2018
A3323900219225003,0,NORTH SLOPE BOROUGH,Point Hope,49.14,NA,21277,924,124238,329685,1606,3488,0,2.5913,44162,86286.02,114436.99,0,171,83,2,6,1,0,NA,535865,0,NA,0,NA,0,August,2019,2018
A3323300219225003,0,CITY OF NIKOLAI,Nikolai,5358.24,NA,232,57,11622,9368,1797,663,1887,4.5614,2956,0,13483.5,0,43,10,7,3,1,0,NA,25873,0,NA,0,NA,0,August,2019,2018
A3323400219225003,0,NOME JOINT UTILITY SYSTEM,Nome,41237.55,NA,105599,3925,600143,674231,248907,630363,0,1.926,147891,634298.01,284838.07,0,1745,309,78,65,0,0,NA,2272065,0,wind,150462,NA,0,August,2019,2018
A3323200219225003,0,NELSON LAGOON ELECTRICAL COOP,Nelson Lagoon,3095.19,NA,1395,0,7608,5415,1925,596,0,3.6662,2100,5500,7699.02,0,29,23,8,2,0,0,NA,24092,0,NA,0,NA,0,August,2019,2018
A3323100219225003,0,NATERKAQ LIGHT PLANT,Chefornak,11243.4,NA,5480,288,41904,12515,5875,38232,1113,3.3535,9157,0,30708,0,96,8,19,17,4,0,NA,115708,0,NA,0,NA,0,August,2019,2018
A3323000219225003,0,NAPASKIAK ELECTRIC UTILITY,Napaskiak,6853.42,NA,0,191,29445,14607,2637,105,2575,3.2969,6406,0,21119.94,0,109,20,8,2,12,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3323500219225003,0,NORTH SLOPE BOROUGH,Anaktuvuk Pass,58.7,NA,18215,496,49894,204762,2265,1632,0,2.4568,22077,87617.79,54238.77,0,99,57,2,3,1,0,NA,294000,0,NA,0,NA,0,August,2019,2018
A3323600219225003,0,NORTH SLOPE BOROUGH,Atqasuk,134.67,NA,44771,461,42078,185186,3048,636,0,4.3063,21253,75053.26,91521.79,0,61,51,2,2,1,0,NA,276458,0,NA,0,NA,0,August,2019,2018
A3323800219225003,0,NORTH SLOPE BOROUGH,Nuiqsut,568.15,NA,36525,909,91883,371354,7025,3566,0,4.1939,19954,65019.66,83685.08,0,112,70,3,3,1,0,NA,210990,0,NA,0,natural_gas,334460,August,2019,2018
A3323700219225003,0,NORTH SLOPE BOROUGH,Kaktovik,381.9,NA,3042,688,52473,224223,5398,51426,0,2.5372,18100,50421.69,45923.32,0,72,49,3,5,1,0,NA,409761,0,NA,0,NA,0,August,2019,2018
A3322500219225003,0,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,Red Devil,1905.16,NA,24,28,2601,1038,0,343,0,2.8758,771,15727.04,2217.24,0,13,3,0,2,0,0,NA,5315,0,NA,0,NA,0,August,2019,2018
A3322600219225003,0,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,Sleetmute,6488.29,NA,1317,52,6996,5137,3263,658,0,2.8758,1928,15371.13,5544.54,0,33,6,5,3,1,0,NA,18298,0,NA,0,NA,0,August,2019,2018
A3322800219225003,0,NAKNEK ELECTRIC,Naknek;S.Naknek;Kng Slmn,58083.44,NA,47225,5040,268799,882379,92510,202114,0,1.963,104285,291365.2,204711.46,0,756,302,38,58,0,0,NA,1573721,0,NA,0,NA,0,August,2019,2018
A3322700219225003,0,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,Stony River,2911.05,NA,969,17,2987,3486,1011,0,0,2.8758,1065,12279.06,3062.73,0,18,4,5,1,1,0,NA,9272,0,NA,0,NA,0,August,2019,2018
A3322900219225003,0,NAPAKIAK IRCINRAQ,Napakiak,8285.37,AVEC,0,0,23264,9858,2663,1396,5266,0.2986,0,5469.21,0,41739,107,7,4,8,5,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3322300219225003,0,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,Chuathbaluk,6291.96,NA,892,45,5641,3366,3066,172,0,2.8758,1381,14360.53,3971.48,0,28,3,10,3,0,0,NA,14548,0,NA,0,NA,0,August,2019,2018
A3322400219225003,0,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,Crooked Creek,5489.01,NA,1179,51,6498,7418,1923,635,0,2.8758,1691,18370.53,4862.98,0,30,9,4,2,1,0,NA,17935,0,NA,0,NA,0,August,2019,2018
A3322200219225003,0,MCGRATH LIGHT & POWER,McGrath,15876.43,NA,5279,503,40433,55907,11722,33561,141,3.102,11591,0,35955.28,0,190,58,15,31,1,0,NA,160887,0,NA,0,NA,0,August,2019,2018
A3322100219225003,0,MANOKOTAK POWER COMPANY,Manokotak,11525.93,NA,7787,277,51112,12773,5606,26851,3764,2.7766,7367,23244.65,20455.21,0,152,25,5,6,5,0,NA,121630,0,NA,0,NA,0,August,2019,2018
A3321800219225003,0,LEVELOCK ELECTRICAL COOP,Levelock,4062.75,NA,3202,82,8435,8863,3222,3012,1138,2.7943,2700,6029.27,7544.61,0,36,15,8,9,6,0,NA,32501,0,NA,0,NA,0,August,2019,2018
A3322000219225003,0,TDX MANLEY GENERATING LLC,Manley Hot Springs,7716.33,NA,1022,76,14226,15163,1848,3995,0,2.67,3596,19041.84,9601.32,0,84,20,7,3,0,0,NA,42422,0,NA,0,NA,0,August,2019,2018
A3321900219225003,0,LIME VILLAGE ELECTRIC UTILITY,Lime Village,1490.13,NA,319,19,2237,1189,465,44,0,6.78,997,0,6759.66,0,18,1,5,1,0,0,NA,5802,0,NA,0,NA,0,August,2019,2018
A3321600219225003,0,KWIGILLINGOK IRA COUNCIL,Kwigillingok,14946.46,Calista,10199,226,40562,49122,4994,241,1390,3.4803,7510,19264.44,26137.05,7835,102,16,3,3,5,0,NA,89440,0,wind,14144,NA,0,August,2019,2018
A3321700219225003,0,LARSEN BAY UTILITY COMPANY,Larsen Bay,0,NA,1879,207,15387,31884,8450,1230,0,3.84,935,3200,3590.4,0,44,22,9,2,0,0,NA,1572,71515,NA,0,NA,0,August,2019,2018
A3321500219225003,0,KWETHLUK INCORPORATED,Kwethluk,10541.9,NA,2826,275,65599,45594,750,1507,6673,2.8901,11990,33945.12,34652.3,0,185,20,2,5,12,0,NA,133534,0,NA,0,NA,0,August,2019,2018
A3321200219225003,0,ALASKA VILLAGE ELECTRIC COOP,Kotlik,14052.66,NA,4085,0,45359,29612,14193,32874,0,2.5585,9910,0,31032.17,0,124,18,10,15,0,0,NA,133114,0,NA,0,NA,0,August,2019,2018
A3321100219225003,0,NEW KOLIGANEK VILLAGE COUNCIL,Koliganek,6385.28,NA,3519,125,22786,5173,5963,16699,0,3.1995,5124,5096.85,16394.24,0,74,9,10,10,0,0,NA,62319,0,NA,0,NA,0,August,2019,2018
A3321000219225003,0,KOKHANOK VILLAGE COUNCIL,Kokhanok,11687.82,NA,5035,63,13613,8370,4846,127,0,4.9184,3209,15703.54,15783.15,0,59,7,11,4,0,0,NA,31100,0,NA,0,NA,0,August,2019,2018
A3320900219225003,0,ALASKA VILLAGE ELECTRIC COOP,Kobuk,5940.25,NA,0,0,13267,6315,7447,10531,0,0,0,0,0,0,39,12,3,4,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3321400219225003,0,CITY OF KOYUKUK,Koyukuk,2463.59,NA,2400,49,7891,4426,1048,1968,111,2.6372,2310,2110.9,6091.93,0,69,8,5,6,1,0,NA,23177,0,NA,0,NA,0,August,2019,2018
A3321300219225003,0,KOTZEBUE ELECTRIC ASSOCIATION,Kotzebue,69878.21,NA,40028,2861,521787,791866,130022,68951,0,2.3457,102700,0,240903.39,0,1084,108,26,64,0,0,NA,1453714,0,wind,201383,NA,0,August,2019,2018
A3320800219225003,0,KIPNUK LIGHT PLANT,Kipnuk,16364.74,NA,0,0,67103,46358,14046,922,843,2.4397,0,51701.56,0,0,180,27,6,5,7,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3320500219225003,0,ILIAMNA NEWHALEN NONDALTON,Iliamna; Newhalen; Nondalton,25736.55,NA,25312,800,62903,125001,21531,19865,0,4.6653,211,94511.76,984.38,0,192,88,16,10,0,0,NA,2770,275890,NA,0,NA,0,August,2019,2018
A3320600219225003,0,IPNATCHIAQ ELECTRIC COMPANY,Deering,5537.45,NA,2758,104,15193,19901,8427,2304,36,2.8551,3307,32011.73,9441.82,0,51,8,5,5,2,0,NA,45321,0,wind,10431,NA,0,August,2019,2018
A3320200219225003,0,GWITCHYAA ZHEE UTILITY COMPANY,Fort Yukon,27473.43,NA,1624,435,62272,47487,19338,15718,0,5.864,15525,12914.41,91038.6,0,269,55,17,20,0,0,NA,179404,0,NA,0,NA,0,August,2019,2018
A3320300219225003,0,HUGHES POWER & LIGHT,Hughes,9379.27,NA,1924,86,14598,10464,5698,109,39,4.762,3113,13929.26,14824.11,0,49,11,3,2,1,0,NA,34102,0,NA,0,NA,0,August,2019,2018
A3320400219225003,0,IGIUGIG ELECTRIC COMPANY,Igiugig,5640.64,NA,1652,79,6425,7035,3962,836,0,5.75,1813,2324.52,10424.75,0,28,9,13,3,0,0,NA,24295,0,NA,0,NA,0,August,2019,2018
A3320100219225003,0,ALASKA POWER & TELEPHONE,Gustavus,9597.38,NA,2891,436,114126,67792,2390,12300,0,3.6,86,0,309.6,0,480,84,5,23,0,0,NA,1107,225732,NA,0,NA,0,August,2019,2018
A3320000219225003,0,GOLOVIN POWER UTILITIES,Golovin,3352.55,NA,0,254,20507,41313,14081,1586,1494,2.2166,4545,19337.85,10074.45,0,48,40,12,5,3,0,NA,82505,0,NA,0,NA,0,August,2019,2018
A3319100219225003,0,CLARKS POINT VILLAGE COUNCIL,Clark's Point,6040.04,NA,3858,48,9889,10822,2018,1166,5,3.2176,2669,0,8587.77,0,25,8,7,4,2,0,NA,29840,0,NA,0,NA,0,August,2019,2018
A3319000219225003,0,CIRCLE ELECTRIC LLC,Circle,6505.97,NA,185,57,10007,4741,3280,5543,0,3.0763,2560,12349.83,7875.33,0,40,5,8,3,0,0,NA,26040,0,NA,0,NA,0,August,2019,2018
A3319300219225003,0,DIOMEDE JOINT UTLITIES,Diomede,2588.23,NA,0,121,11216,19151,1483,604,2158,2.2147,1858,9423.82,4114.91,0,35,10,2,1,2,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3319200219225003,0,CORDOVA ELECTRIC,Cordova: Eyak,38327.73,NA,10635,8059,379401,2778427,213952,113329,0,2.9719,17688,466022.33,52566.97,0,966,610,59,46,0,0,NA,211499,3000402,NA,0,NA,0,August,2019,2018
A3319400219225003,0,CITY OF EGEGIK,Egegik,7610.64,NA,2294,158,16283,12471,8355,995,0,3.0701,3873,0,11890.5,0,83,22,18,2,0,0,NA,44446,0,NA,0,NA,0,August,2019,2018
A3319700219225003,0,CITY OF FALSE PASS,False Pass,632.21,NA,3808,0,7702,30855,5242,1288,439,2.4937,4298,8245.58,10717.92,0,23,24,9,3,1,0,NA,52935,0,NA,0,NA,0,August,2019,2018
A3319900219225003,0,CITY OF GALENA,Galena,15469.14,NA,15124,753,57000,239652,46874,27368,0,2.2521,34282,78106.48,77206.49,0,186,116,13,35,0,0,NA,427650,0,NA,0,NA,0,August,2019,2018
A3319800219225003,0,G & K INC.,Cold Bay,4838.41,NA,16505,292,12953,94917,5019,41929,0,4.54,14535,0,65988.9,0,38,31,3,46,0,0,NA,195705,0,NA,0,NA,0,August,2019,2018
A3319600219225003,0,ELFIN COVE UTILITY COMMISSION,Elfin Cove,2892.88,NA,3090,163,21454,31629,1009,171,0,4.1851,5004,31636.3,20942.24,0,47,24,6,1,0,0,NA,63437,0,NA,0,NA,0,August,2019,2018
A3319500219225003,0,ALASKA VILLAGE ELECTRIC COOP,Ekwok,4912.49,NA,0,0,17399,0,8662,6985,0,0,0,0,0,0,49,13,11,4,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3318200219225003,0,CITY OF BUCKLAND,Buckland,4683.86,NA,3063,246,45442,6878,13750,8808,314,3.2739,8359,0,27366.53,0,103,9,20,7,2,0,NA,107109,0,NA,0,NA,0,August,2019,2018
A3318300219225003,0,GOLD COUNTRY ENERGY,Central,7761.34,NA,1509,180,23374,3078,473,1965,0,2.6,3531,5217.44,9180.6,0,135,10,1,5,0,0,NA,38971,0,NA,0,NA,0,August,2019,2018
A3318400219225003,0,CHALKYITSIK VILLAGE COUNCIL,Chalkyitsik,4465.9,NA,2346,30,4331,2623,3955,206,0,4.4244,1960,0,8671.82,0,45,6,10,4,0,0,NA,20030,0,NA,0,NA,0,August,2019,2018
A3318000219225003,0,ALASKA VILLAGE ELECTRIC COOP,Bethel; Oscarville,79779.47,NA,73059,0,727872,1167393,578136,427007,0,3.224,224422,0,863418.76,0,1868,783,48,82,0,0,NA,3102000,0,NA,0,NA,0,August,2019,2018
A3318100219225003,0,BIRCH CREEK ELECTRIC COMPANY,Birch Creek,1337.81,NA,403,36,1797,2361,993,191,0,3.887,855,0,3323.39,0,13,5,2,2,0,0,NA,6280,0,NA,0,NA,0,August,2019,2018
A3317900219225003,0,BEAVER JOINT UTILITIES,Beaver,4145.16,NA,0,0,5609,9019,2568,332,420,3.9065,3545,5225,13848.54,0,43,7,3,4,1,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3318800219225003,0,CHIGNIK LAKE ELECTRIC UTILITY,Chignik Lake,4664.56,NA,972,63,11836,5338,3151,0,1,3.66,2417,3386.29,8846.22,0,49,4,9,1,1,0,NA,23980,0,NA,0,NA,0,August,2019,2018
A3318900219225003,0,CHITINA ELECTRIC INC.,Chitina,3212.91,NA,2969,143,8892,22019,850,1078,575,3.26,3168,6648.13,10327.68,0,46,29,2,3,1,0,NA,38225,0,NA,0,NA,0,August,2019,2018
A3318500219225003,0,NATIVE VILLAGE OF CHENEGA,Chenega Bay,3240.56,NA,1557,52,7223,6436,3568,510,0,4.2776,2736,0,11703.51,0,25,17,9,3,0,0,NA,20599,0,NA,0,NA,0,August,2019,2018
A3318700219225003,0,CHIGNIK LAGOON POWER UTILITY,Chignik Lagoon,5249.13,NA,1069,0,25363,9936,7675,670,4389,3.05,1541,10840.61,4700.05,0,75,8,6,1,2,0,NA,21332,42938,NA,0,NA,0,August,2019,2018
A3318600219225003,0,CITY OF CHIGNIK,Chignik,5283.04,NA,4273,283,18760,41944,7652,800,0,2.3792,4650,7093.15,11063.28,0,58,31,10,1,0,0,NA,98512,0,NA,0,NA,0,August,2019,2018
A3317800219225003,0,ATMAUTLUAK TRIBAL UTILITIES,Atmautluak,10905.46,NA,2805,283,26274,27240,4115,516,14,3.2619,4800,0,15657.12,0,71,7,6,4,1,0,NA,60397,0,NA,0,NA,0,August,2019,2018
A3317600219225003,0,ANIAK LIGHT & POWER,Aniak,17235.39,NA,1135,380,76881,60195,3886,16891,2194,2.578,15085,29129.71,38889.13,0,197,42,2,6,2,0,NA,184900,0,NA,0,NA,0,August,2019,2018
A3317700219225003,0,ARCTIC VILLAGE COUNCIL,Arctic Village,15650.64,NA,0,79,17732,14232,3196,681,862,5.3609,3984,5786.35,21357.83,0,78,5,6,1,5,0,NA,41199,0,NA,0,NA,0,August,2019,2018
A3317500219225003,0,CITY OF ATKA,Atka,2342.81,NA,4279,55,8390,11192,3460,7569,90,4.4531,225,2600,1001.95,0,31,8,18,6,1,0,NA,2671,36549,NA,0,NA,0,August,2019,2018
A3317400219225003,0,KARLUK IRA TRIBAL COUNCIL,Karluk,2318.84,NA,236,44,6318,10527,1395,0,0,3.1974,1915,2050.75,6123.02,0,14,9,4,0,0,0,NA,20650,0,NA,0,NA,0,August,2019,2018
A3317100219225003,0,ALASKA VILLAGE ELECTRIC COOP,Tununak,7211.39,NA,0,0,28470,0,16204,22034,0,0,0,0,0,0,91,13,9,13,0,0,NA,0,0,NA,0,NA,0,August,2019,2018
A3317000219225003,0,ALASKA VILLAGE ELECTRIC COOP,Toksook Bay,15850.25,NA,11053,0,55560,4202,33864,19737,0,2.8176,14303,0,40301.56,0,136,21,15,8,0,0,NA,192673,0,wind,67004,NA,0,August,2019,2018
A3317200219225003,0,ALASKA VILLAGE ELECTRIC COOP,Upper Kalskag,5546.31,NA,3161,0,25717,5280,8209,16279,0,2.6604,7377,0,21584.36,0,69,20,2,9,0,0,NA,102965,0,NA,0,NA,0,August,2019,2018
A3317300219225003,0,ALASKA VILLAGE ELECTRIC COOP,Wales,5035.46,NA,2169,0,15783,3095,10858,11191,0,2.8626,3521,0,11906.97,0,45,11,5,13,0,0,NA,44393,0,NA,0,NA,0,August,2019,2018
A3317300319225003,0,ALASKA VILLAGE ELECTRIC COOP,Wales,5498.72,NA,1689,0,16795,3386,12214,14262,0,2.8626,3878,0,13114.62,0,45,11,5,13,0,0,NA,50315,0,NA,0,NA,0,September,2019,2018
A3317200319225003,0,ALASKA VILLAGE ELECTRIC COOP,Upper Kalskag,5695.12,NA,3652,0,27294,5280,8934,21468,0,2.6604,8096,0,24246.71,0,67,20,2,9,0,0,NA,117582,0,NA,0,NA,0,September,2019,2018
A3317000319225003,0,ALASKA VILLAGE ELECTRIC COOP,Toksook Bay,16527.86,NA,12530,0,59696,4061,37319,21226,0,2.8176,16516,0,46535.48,0,133,20,15,8,0,0,NA,228435,0,wind,55739,NA,0,September,2019,2018
A3317100319225003,0,ALASKA VILLAGE ELECTRIC COOP,Tununak,7432.93,NA,0,0,29855,0,15774,26223,0,0,0,0,0,0,94,13,9,13,0,0,NA,0,0,NA,0,NA,0,September,2019,2018
A3317400319225003,0,KARLUK IRA TRIBAL COUNCIL,Karluk,2186.11,NA,178,44,5104,8990,1355,0,0,3.1974,1534,717.98,4904.81,0,14,9,4,0,0,0,NA,16738,0,NA,0,NA,0,September,2019,2018
A3317500319225003,0,CITY OF ATKA,Atka,1692.4,NA,2788,38,5891,7875,2677,3376,30,4.4531,273,2600,1215.7,0,31,8,18,6,1,0,NA,2375,22888,NA,0,NA,0,September,2019,2018
A3317700319225003,0,ARCTIC VILLAGE COUNCIL,Arctic Village,17933.92,NA,0,87,15239,8327,9913,528,1571,5.363,3175,5786.35,17027.53,0,86,5,5,1,7,0,NA,37432,0,NA,0,NA,0,September,2019,2018
A3317600319225003,0,ANIAK LIGHT & POWER,Aniak,17384.79,NA,1019,400,77332,63089,4039,19041,2530,2.578,14708,32240.84,37917.22,0,195,44,14,15,2,0,NA,194700,0,NA,0,NA,0,September,2019,2018
A3317800319225003,0,ATMAUTLUAK TRIBAL UTILITIES,Atmautluak,10466.67,NA,2726,138,24908,30162,3619,618,17,3.2619,4989,0,16273.62,0,71,9,6,4,1,0,NA,61103,0,NA,0,NA,0,September,2019,2018
A3318600319225003,0,CITY OF CHIGNIK,Chignik,4101.66,NA,1990,159,12040,39721,9311,811,0,2.6356,3685,8013.21,9712.19,0,54,43,10,1,0,0,NA,64284,0,NA,0,NA,0,September,2019,2018
A3318700319225003,0,CHIGNIK LAGOON POWER UTILITY,Chignik Lagoon,3884.2,NA,1466,10,18813,8411,3929,642,4417,3.05,3976,36877.79,12126.8,0,76,7,6,1,2,0,NA,32000,12245,NA,0,NA,0,September,2019,2018
A3318500319225003,0,NATIVE VILLAGE OF CHENEGA,Chenega Bay,2960.26,NA,1220,52,6063,5790,3349,771,0,4.2776,2399,0,10261.96,0,25,17,9,3,0,0,NA,17376,0,NA,0,NA,0,September,2019,2018
A3318900319225003,0,CHITINA ELECTRIC INC.,Chitina,3043.03,NA,2724,89,8491,16738,862,1263,575,3.26,2858,10379.8,9317.08,0,46,28,2,4,1,0,NA,32770,0,NA,0,NA,0,September,2019,2018
A3318800319225003,0,CHIGNIK LAKE ELECTRIC UTILITY,Chignik Lake,3602.74,NA,702,63,7909,4171,2601,4740,2005,3.66,2229,0,8158.14,0,43,4,8,1,1,0,NA,22099,0,NA,0,NA,0,September,2019,2018
A3317900319225003,0,BEAVER JOINT UTILITIES,Beaver,7146.94,NA,0,55,7403,13286,3993,380,420,3.9065,0,6175.5,0,0,42,7,3,4,1,0,NA,0,0,NA,0,NA,0,September,2019,2018
A3318100319225003,0,BIRCH CREEK ELECTRIC COMPANY,Birch Creek,1295.5,NA,451,40,1686,2603,1062,1,0,3.887,521,0,2025.13,0,14,5,2,2,0,0,NA,6600,0,NA,0,NA,0,September,2019,2018
A3318000319225003,0,ALASKA VILLAGE ELECTRIC COOP,Bethel; Oscarville,83275.13,NA,74929,0,757990,1202114,616977,457929,0,3.224,233243,0,898755.25,0,1881,798,49,82,0,0,NA,3223000,0,NA,0,NA,0,September,2019,2018
A3318400319225003,0,CHALKYITSIK VILLAGE COUNCIL,Chalkyitsik,4801.61,NA,2061,40,3492,2935,5558,1786,0,4.4244,2183,0,9658.47,0,45,6,10,4,0,0,NA,21440,0,NA,0,NA,0,September,2019,2018
A3318300319225003,0,GOLD COUNTRY ENERGY,Central,7389.01,NA,1383,101,22782,2973,394,2223,0,2.6,3288,6812.44,8548.8,0,133,10,1,5,0,0,NA,37987,0,NA,0,NA,0,September,2019,2018
